Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
258,2011-03-01 02:27:00,2011-03-01 04:42:00,C6.1,POINT(-449.5806 516.3234),"POLYGON((16.96962 138.9054,16.96962 138.9054,16.96962 138.9054,16.96962 138.9054,16.96962 138.9054))",POINT(0.707286857848967 41.0472138821498),"POLYGON((0.14457 353.034875,0.14457 353.034875,0.14457 353.034875,0.14457 353.034875,0.14457 353.034875))",POINT(166.06293 26),"POLYGON((-161.93707 1,-161.93707 1,-161.93707 1,-161.93707 1,-161.93707 1))",UTC-HGS-TOPO,POINT(-31 26),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 04:13:00,True,,1164,-30.0,27.0,-32.0,25.0,516.3234,-449.5806,26,-31,684.6258608056812,0
260,2011-03-01 02:30:00,2011-03-01 04:40:00,C6.0,POINT(-449.5806 516.3234),"POLYGON((16.96962 138.906,16.96962 138.906,16.96962 138.906,16.96962 138.906,16.96962 138.906))",POINT(0.707287223198121 41.0472138821498),"POLYGON((0.144571 353.034905,0.144571 353.034905,0.144571 353.034905,0.144571 353.034905,0.144571 353.034905))",POINT(166.03549 26),"POLYGON((-161.96451 1,-161.96451 1,-161.96451 1,-161.96451 1,-161.96451 1))",UTC-HGS-TOPO,POINT(-31 26),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 04:13:00,True,,1164,-30.0,27.0,-32.0,25.0,516.3234,-449.5806,26,-31,684.6258608056812,0
261,2011-03-01 08:52:00,2011-03-01 09:34:00,C2.9,POINT(-472.186854 595.048164),"POLYGON((16.968472 138.952668,16.968472 138.952668,16.968472 138.952668,16.968472 138.952668,16.968472 138.952668))",POINT(0.784829005695585 38.4329535787636),"POLYGON((0.144628 353.037688,0.144628 353.037688,0.144628 353.037688,0.144628 353.037688,0.144628 353.037688))",POINT(158.54112 32),"POLYGON((-165.45888 1,-165.45888 1,-165.45888 1,-165.45888 1,-165.45888 1))",UTC-HGS-TOPO,POINT(-35 32),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 09:18:00,True,,0,-34.0,33.0,-36.0,31.0,595.048164,-472.186854,32,-35,759.6332948009773,0
264,2011-03-01 14:35:00,2011-03-01 14:40:00,C1.1,POINT(-436.41519 517.323762),"POLYGON((16.967464 138.99237,16.967464 138.99237,16.967464 138.99237,16.967464 138.99237,16.967464 138.99237))",POINT(0.699307822633576 40.151034857654),"POLYGON((0.144677 353.040067,0.144677 353.040067,0.144677 353.040067,0.144677 353.040067,0.144677 353.040067))",POINT(160.40347 26),"POLYGON((-168.59653 1,-168.59653 1,-168.59653 1,-168.59653 1,-168.59653 1))",UTC-HGS-TOPO,POINT(-30 26),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 14:38:00,True,,1164,-29.0,27.0,-31.0,25.0,517.323762,-436.41519,26,-30,676.8176215145176,0
266,2011-03-01 17:42:00,2011-03-01 17:54:00,C1.3,POINT(-318.034668 496.123308),"POLYGON((16.966913 139.013112,16.966913 139.013112,16.966913 139.013112,16.966913 139.013112,16.966913 139.013112))",POINT(0.608910366461479 32.6614780299568),"POLYGON((0.144703 353.041318,0.144703 353.041318,0.144703 353.041318,0.144703 353.041318,0.144703 353.041318))",POINT(167.69286 24),"POLYGON((-170.30714 1,-170.30714 1,-170.30714 1,-170.30714 1,-170.30714 1))",UTC-HGS-TOPO,POINT(-21 24),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 17:47:00,True,,1164,-20.0,25.0,-22.0,23.0,496.123308,-318.034668,24,-21,589.3083970135953,0
267,2011-03-01 19:34:00,2011-03-01 20:17:00,C1.6,POINT(-125.4474 -249.0828),"POLYGON((16.96656 139.0254,16.96656 139.0254,16.96656 139.0254,16.96656 139.0254,16.96656 139.0254))",POINT(0.288171568344879 153.268467912001),"POLYGON((0.144718 353.042071,0.144718 353.042071,0.144718 353.042071,0.144718 353.042071,0.144718 353.042071))",POINT(179.66831 -22),"POLYGON((-171.33169 1,-171.33169 1,-171.33169 1,-171.33169 1,-171.33169 1))",UTC-HGS-TOPO,POINT(-8 -22),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-01 19:57:00,True,,1165,-7.0,-21.0,-9.0,-23.0,-249.0828,-125.4474,-22,-8,278.88938922554934,0
270,2011-03-02 13:11:00,2011-03-02 13:21:00,C1.4,POINT(-214.6842 500.3154),"POLYGON((16.96344 139.128,16.96344 139.128,16.96344 139.128,16.96344 139.128,16.96344 139.128))",POINT(0.562653731886757 23.2240610735392),"POLYGON((0.14485 353.048418,0.14485 353.048418,0.14485 353.048418,0.14485 353.048418,0.14485 353.048418))",POINT(163.99902 24),"POLYGON((178.99902 1,178.99902 1,178.99902 1,178.99902 1,178.99902 1))",UTC-HGS-TOPO,POINT(-14 24),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-02 13:18:00,True,,1164,-13.0,25.0,-15.0,23.0,500.3154,-214.6842,24,-14,544.4307166268267,0
271,2011-03-03 11:29:00,2011-03-03 11:43:00,C1.2,POINT(-943.302 140.1504),"POLYGON((16.95948 139.2294,16.95948 139.2294,16.95948 139.2294,16.95948 139.2294,16.95948 139.2294))",POINT(0.985806306713811 81.5491421795071),"POLYGON((0.144987 353.055037,0.144987 353.055037,0.144987 353.055037,0.144987 353.055037,0.144987 353.055037))",POINT(86.75884 7),"POLYGON((166.75884 1,166.75884 1,166.75884 1,166.75884 1,166.75884 1))",UTC-HGS-TOPO,POINT(-79 7),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-03 11:34:00,True,,1166,-78.0,8.0,-80.0,6.0,140.1504,-943.302,7,-79,953.6565408070979,0
273,2011-03-03 14:12:00,2011-03-03 14:20:00,C5.4,POINT(-15.71784 474.4248),"POLYGON((16.959 139.2396,16.959 139.2396,16.959 139.2396,16.959 139.2396,16.959 139.2396))",POINT(0.490701668185089 1.89753280106204),"POLYGON((0.145001 353.055735,0.145001 353.055735,0.145001 353.055735,0.145001 353.055735,0.145001 353.055735))",POINT(163.26767 22),"POLYGON((165.26767 1,165.26767 1,165.26767 1,165.26767 1,165.26767 1))",UTC-HGS-TOPO,POINT(-1 22),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-03 14:16:00,True,,1164,0.0,23.0,-2.0,21.0,474.4248,-15.71784,22,-1,474.6850970372944,0
276,2011-03-03 19:24:00,2011-03-03 19:44:00,C1.2,POINT(15.717 474.4212),"POLYGON((16.9581 139.2576,16.9581 139.2576,16.9581 139.2576,16.9581 139.2576,16.9581 139.2576))",POINT(0.490724623349476 358.102554146073),"POLYGON((0.145028 353.056989,0.145028 353.056989,0.145028 353.056989,0.145028 353.056989,0.145028 353.056989))",POINT(162.41338 22),"POLYGON((162.41338 1,162.41338 1,162.41338 1,162.41338 1,162.41338 1))",UTC-HGS-TOPO,POINT(1 22),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-03-03 19:36:00,True,,1164,2.0,23.0,0.0,21.0,474.4212,15.717,22,1,474.68147119772857,0
