Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
0,2017-01-20 06:42:00,2017-01-20 06:44:00,B1.4,POINT(-835.51086 243.150978),"POLYGON((-841.02246 234.260784,-832.98378 235.567206,-829.88634 252.01752,-837.89532 250.7148,-841.02246 234.260784))",POINT(0.892915876439259 73.7739092668621),"POLYGON((0.895857 74.435202,0.888277 74.209136,0.889977 73.107663,0.89746 73.34178,0.895857 74.435202))",POINT(168.7136 12),"POLYGON((168.2136 11.5,169.2136 11.5,169.2136 12.5,168.2136 12.5,168.2136 11.5))",UTC-HGS-TOPO,POINT(-61 12),"POLYGON((-61.5 11.5,-60.5 11.5,-60.5 12.5,-61.5 12.5,-61.5 11.5))",2017-01-20 06:43:00,True,,12628,-60.5,12.5,-61.5,11.5,243.150978,-835.51086,12,-61,870.1728536792538,1
1,2017-01-20 06:47:00,2017-01-20 07:19:00,B1.7,POINT(-835.51056 243.153372),"POLYGON((-841.02216 234.263154,-832.98348 235.569654,-829.88604 252.019944,-837.89502 250.71714,-841.02216 234.263154))",POINT(0.892916551338216 73.7737523954362),"POLYGON((0.895857 74.435047,0.888278 74.208974,0.889977 73.107504,0.89746 73.341628,0.895857 74.435047))",POINT(168.66788 12),"POLYGON((168.16788 11.5,169.16788 11.5,169.16788 12.5,168.16788 12.5,168.16788 11.5))",UTC-HGS-TOPO,POINT(-61 12),"POLYGON((-61.5 11.5,-60.5 11.5,-60.5 12.5,-61.5 12.5,-61.5 11.5))",2017-01-20 07:15:00,True,,12628,-60.5,12.5,-61.5,11.5,243.153372,-835.51056,12,-61,870.1732345840591,1
2,2017-01-20 07:51:00,2017-01-20 08:44:00,B2.7,POINT(-835.50702 243.184008),"POLYGON((-841.01862 234.293424,-832.97994 235.600962,-829.8825 252.050946,-837.89148 250.747116,-841.01862 234.293424))",POINT(0.892925559319676 73.7717504287986),"POLYGON((0.895866 74.433071,0.888287 74.206917,0.889987 73.105476,0.897469 73.33968,0.895866 74.433071))",POINT(168.08269 12),"POLYGON((167.58269 11.5,168.58269 11.5,168.58269 12.5,167.58269 12.5,167.58269 11.5))",UTC-HGS-TOPO,POINT(-61 12),"POLYGON((-61.5 11.5,-60.5 11.5,-60.5 12.5,-61.5 12.5,-61.5 11.5))",2017-01-20 08:36:00,True,,12628,-60.5,12.5,-61.5,11.5,243.184008,-835.50702,12,-61,870.1783967763303,1
3,2017-01-21 02:28:00,2017-01-21 02:36:00,B7.1,POINT(-763.27578 253.86555),"POLYGON((-769.64346 245.039166,-759.63606 246.250806,-756.80976 262.666734,-766.78014 261.458544,-769.64346 245.039166))",POINT(0.82547485180459 71.6028729788599),"POLYGON((0.828885 72.33956,0.819488 72.03889,0.822098 70.859594,0.83137 71.171526,0.828885 72.33956))",POINT(165.86927 12),"POLYGON((165.36927 11.5,166.36927 11.5,166.36927 12.5,165.36927 12.5,165.36927 11.5))",UTC-HGS-TOPO,POINT(-53 12),"POLYGON((-53.5 11.5,-52.5 11.5,-52.5 12.5,-53.5 12.5,-53.5 11.5))",2017-01-21 02:31:00,True,,12628,-52.5,12.5,-53.5,11.5,253.86555,-763.27578,12,-53,804.3864952940289,1
4,2017-01-21 04:02:00,2017-01-21 04:07:00,B3.6,POINT(-763.2708 253.921242),"POLYGON((-769.63848 245.094414,-759.63108 246.307428,-756.80484 262.722864,-766.7751 261.513312,-769.63848 245.094414))",POINT(0.825493293836141 71.5989969362113),"POLYGON((0.828903 72.335718,0.819506 72.034915,0.822117 70.855686,0.831389 71.167745,0.828903 72.335718))",POINT(165.00977 12),"POLYGON((164.50977 11.5,165.50977 11.5,165.50977 12.5,164.50977 12.5,164.50977 11.5))",UTC-HGS-TOPO,POINT(-53 12),"POLYGON((-53.5 11.5,-52.5 11.5,-52.5 12.5,-53.5 12.5,-53.5 11.5))",2017-01-21 04:05:00,True,,12628,-52.5,12.5,-53.5,11.5,253.921242,-763.2708,12,-53,804.3993481296851,1
5,2017-01-21 06:23:00,2017-01-21 06:36:00,C1.2,POINT(-690.23448 245.657202),"POLYGON((-697.16484 236.86062,-685.55244 237.958764,-683.21802 254.42889,-694.79106 253.33353,-697.16484 236.86062))",POINT(0.751866188811814 70.4091531209472),"POLYGON((0.755618 71.234891,0.744713 70.85785,0.74818 69.57478,0.758936 69.967219,0.755618 71.234891))",POINT(170.72053 11),"POLYGON((170.22053 10.5,171.22053 10.5,171.22053 11.5,170.22053 11.5,170.22053 10.5))",UTC-HGS-TOPO,POINT(-46 11),"POLYGON((-46.5 10.5,-45.5 10.5,-45.5 11.5,-46.5 11.5,-46.5 10.5))",2017-01-21 06:29:00,True,,12628,-45.5,11.5,-46.5,10.5,245.657202,-690.23448,11,-46,732.6466394349591,1
6,2017-01-21 07:14:00,2017-01-21 07:29:00,C9.3,POINT(-661.67148 280.622802),"POLYGON((-668.93316 271.930332,-656.988 272.985972,-654.33246 289.287258,-666.2295 288.234978,-668.93316 271.930332))",POINT(0.737576674048363 67.0176173737017),"POLYGON((0.741038 67.877596,0.730111 67.436561,0.734199 66.149275,0.744952 66.604945,0.741038 67.877596))",POINT(172.2542 13),"POLYGON((171.7542 12.5,172.7542 12.5,172.7542 13.5,171.7542 13.5,171.7542 12.5))",UTC-HGS-TOPO,POINT(-44 13),"POLYGON((-44.5 12.5,-43.5 12.5,-43.5 13.5,-44.5 13.5,-44.5 12.5))",2017-01-21 07:26:00,True,,12628,-43.5,13.5,-44.5,12.5,280.622802,-661.67148,13,-44,718.7199068119107,1
7,2017-01-24 23:44:00,2017-01-24 23:54:00,B3.2,POINT(-811.947 281.695092),"POLYGON((-817.89732 272.8704,-809.4201 274.245612,-805.8909 290.492148,-814.33134 289.12182,-817.89732 272.8704))",POINT(0.882316851271535 70.8664075571801),"POLYGON((0.885182 71.55005,0.877382 71.282726,0.879467 70.17775,0.887152 70.453001,0.885182 71.55005))",POINT(108.70244 14),"POLYGON((108.20244 13.5,109.20244 13.5,109.20244 14.5,108.20244 14.5,108.20244 13.5))",UTC-HGS-TOPO,POINT(-59 14),"POLYGON((-59.5 13.5,-58.5 13.5,-58.5 14.5,-59.5 14.5,-59.5 13.5))",2017-01-24 23:49:00,True,,12629,-58.5,14.5,-59.5,13.5,281.695092,-811.947,14,-59,859.4242582484442,1
8,2017-01-25 15:19:00,2017-01-25 15:36:00,B6.5,POINT(-739.58418 276.456468),"POLYGON((-746.23824 267.664476,-735.81114 268.928808,-732.83784 285.220722,-743.223 283.960482,-746.23824 267.664476))",POINT(0.810656813352377 69.504263542329),"POLYGON((0.813968 70.26785,0.804344 69.92334,0.807392 68.733997,0.816875 69.089827,0.813968 70.26785))",POINT(108.15342 13),"POLYGON((107.65342 12.5,108.65342 12.5,108.65342 13.5,107.65342 13.5,107.65342 12.5))",UTC-HGS-TOPO,POINT(-51 13),"POLYGON((-51.5 12.5,-50.5 12.5,-50.5 13.5,-51.5 13.5,-51.5 12.5))",2017-01-25 15:31:00,True,,12629,-50.5,13.5,-51.5,12.5,276.456468,-739.58418,13,-51,789.5650308906211,1
9,2017-01-25 16:48:00,2017-01-25 16:59:00,B4.6,POINT(-739.7379 323.723592),"POLYGON((-746.57298 315.063768,-736.5075 316.333098,-732.81474 332.351556,-742.83 331.087602,-746.57298 315.063768))",POINT(0.829046829798226 66.3648846270009),"POLYGON((0.831983 67.119606,0.822985 66.756272,0.826159 65.604406,0.835006 65.976935,0.831983 67.119606))",POINT(106.33966 16),"POLYGON((105.83966 15.5,106.83966 15.5,106.83966 16.5,105.83966 16.5,105.83966 15.5))",UTC-HGS-TOPO,POINT(-52 16),"POLYGON((-52.5 15.5,-51.5 15.5,-51.5 16.5,-52.5 16.5,-52.5 15.5))",2017-01-25 16:53:00,True,,12629,-51.5,16.5,-52.5,15.5,323.723592,-739.7379,16,-52,807.4708197289809,1
10,2017-01-25 19:22:00,2017-01-25 19:42:00,B3.8,POINT(-704.3697 296.543202),"POLYGON((-711.381 287.829282,-700.33026 289.037802,-697.27446 305.22744,-708.2772 304.023234,-711.381 287.829282))",POINT(0.784678466057461 67.1686614627389),"POLYGON((0.787919 67.971431,0.777885 67.573256,0.781502 66.358908,0.791375 66.768896,0.787919 67.971431))",POINT(108.93159 14),"POLYGON((108.43159 13.5,109.43159 13.5,109.43159 14.5,108.43159 14.5,108.43159 13.5))",UTC-HGS-TOPO,POINT(-48 14),"POLYGON((-48.5 13.5,-47.5 13.5,-47.5 14.5,-48.5 14.5,-48.5 13.5))",2017-01-25 19:32:00,True,,12629,-47.5,14.5,-48.5,13.5,296.543202,-704.3697,14,-48,764.247698675307,1
11,2017-01-25 21:22:00,2017-01-25 21:32:00,B8.5,POINT(-693.22782 297.811932),"POLYGON((-700.32336 289.109196,-689.05734 290.300124,-686.05062 306.484818,-697.26756 305.298138,-700.32336 289.109196))",POINT(0.774668484356258 66.7515520255549),"POLYGON((0.777914 67.568066,0.767709 67.154289,0.771492 65.927874,0.781532 66.353825,0.777914 67.568066))",POINT(108.83439 14),"POLYGON((108.33439 13.5,109.33439 13.5,109.33439 14.5,108.33439 14.5,108.33439 13.5))",UTC-HGS-TOPO,POINT(-47 14),"POLYGON((-47.5 13.5,-46.5 13.5,-46.5 14.5,-47.5 14.5,-47.5 13.5))",2017-01-25 21:28:00,True,,12629,-46.5,14.5,-47.5,13.5,297.811932,-693.22782,14,-47,754.4910584384183,1
12,2017-01-26 04:06:00,2017-01-26 04:15:00,B4.1,POINT(-655.55556 317.67006),"POLYGON((-662.96514 309.050934,-651.12618 310.183038,-648.07314 326.257452,-659.85672 325.12977,-662.96514 309.050934))",POINT(0.747975161987366 64.1460326314442),"POLYGON((0.751047 65.006729,0.740546 64.527836,0.744992 63.278087,0.755306 63.769249,0.751047 65.006729))",POINT(108.14049 15),"POLYGON((107.64049 14.5,108.64049 14.5,108.64049 15.5,107.64049 15.5,107.64049 14.5))",UTC-HGS-TOPO,POINT(-44 15),"POLYGON((-44.5 14.5,-43.5 14.5,-43.5 15.5,-44.5 15.5,-44.5 14.5))",2017-01-26 04:12:00,True,,12629,-43.5,15.5,-44.5,14.5,317.67006,-655.55556,15,-44,728.4691889622494,1
13,2017-01-26 06:08:00,2017-01-26 06:18:00,B3.9,POINT(-655.5489 317.745906),"POLYGON((-662.95842 309.12645,-651.11958 310.259934,-648.0666 326.333604,-659.85006 325.204548,-662.95842 309.12645))",POINT(0.748010399101741 64.1404360407283),"POLYGON((0.751081 65.001146,0.740582 64.522096,0.745028 63.272483,0.755341 63.763796,0.751081 65.001146))",POINT(107.02501 15),"POLYGON((106.52501 14.5,107.52501 14.5,107.52501 15.5,106.52501 15.5,106.52501 14.5))",UTC-HGS-TOPO,POINT(-44 15),"POLYGON((-44.5 14.5,-43.5 14.5,-43.5 15.5,-44.5 15.5,-44.5 14.5))",2017-01-26 06:13:00,True,,12629,-43.5,15.5,-44.5,14.5,317.745906,-655.5489,15,-44,728.4962738895586,1
