,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
0,2014-12-31 23:02:00,2015-01-01 00:17:00,C1.2,POINT(-788.178 -55.47726),"POLYGON((17.09838 67.7868,17.09838 67.7868,17.09838 67.7868,17.09838 67.7868,17.09838 67.7868))",POINT(0.810192550725613 94.0262214240123),"POLYGON((0.071685 345.843156,0.071685 345.843156,0.071685 345.843156,0.071685 345.843156,0.071685 345.843156))",POINT(-1.578139 -5),"POLYGON((53.421861 1,53.421861 1,53.421861 1,53.421861 1,53.421861 1))",UTC-HGS-TOPO,POINT(-54 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-12-31 23:39:00,true,,2253,-53.0,-4.0,-55.0,-6.0,-55.47726,-788.178,-5,-54,790.128018779936383,0
3,2015-01-01 04:57:00,2015-01-01 05:17:00,C2.1,POINT(-745.254 -69.4254),"POLYGON((17.09844 68.2806,17.09844 68.2806,17.09844 68.2806,17.09844 68.2806,17.09844 68.2806))",POINT(0.767483794944455 95.3221255197152),"POLYGON((0.072176 345.941416,0.072176 345.941416,0.072176 345.941416,0.072176 345.941416,0.072176 345.941416))",POINT(-0.825060000000001 -6),"POLYGON((50.17494 1,50.17494 1,50.17494 1,50.17494 1,50.17494 1))",UTC-HGS-TOPO,POINT(-50 -6),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-01 05:00:00,true,,2253,-49.0,-5.0,-51.0,-7.0,-69.4254,-745.254,-6,-50,748.480735010033527,0
4,2015-01-01 07:22:00,2015-01-01 07:38:00,C2.1,POINT(-735.51 -51.59418),"POLYGON((17.0985 68.4816,17.0985 68.4816,17.0985 68.4816,17.0985 68.4816,17.0985 68.4816))",POINT(0.756035535034482 94.0125821742903),"POLYGON((0.072376 345.981003,0.072376 345.981003,0.072376 345.981003,0.072376 345.981003,0.072376 345.981003))",POINT(-1.151262 -5),"POLYGON((48.848738 1,48.848738 1,48.848738 1,48.848738 1,48.848738 1))",UTC-HGS-TOPO,POINT(-49 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-01 07:30:00,true,,2253,-48.0,-4.0,-50.0,-6.0,-51.59418,-735.51,-5,-49,737.317380447438268,0
6,2015-01-01 19:03:00,2015-01-01 19:07:00,C1.8,POINT(-600.378 -44.10774),"POLYGON((17.09862 69.453,17.09862 69.453,17.09862 69.453,17.09862 69.453,17.09862 69.453))",POINT(0.617273500258064 94.2017784026904),"POLYGON((0.073342 346.169407,0.073342 346.169407,0.073342 346.169407,0.073342 346.169407,0.073342 346.169407))",POINT(3.437268 -5),"POLYGON((42.437268 1,42.437268 1,42.437268 1,42.437268 1,42.437268 1))",UTC-HGS-TOPO,POINT(-38 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-01 19:05:00,true,,2253,-37.0,-4.0,-39.0,-6.0,-44.10774,-600.378,-5,-38,601.996042854026996,0
8,2015-01-02 19:35:00,2015-01-02 19:39:00,C1.1,POINT(-396.214974 -52.8042552),"POLYGON((17.098843 71.478678,17.098843 71.478678,17.098843 71.478678,17.098843 71.478678,17.098843 71.478678))",POINT(0.409856750374279 97.591175405374),"POLYGON((0.07536 346.546748,0.07536 346.546748,0.07536 346.546748,0.07536 346.546748,0.07536 346.546748))",POINT(3.974282 -6),"POLYGON((28.974282 1,28.974282 1,28.974282 1,28.974282 1,28.974282 1))",UTC-HGS-TOPO,POINT(-24 -6),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-02 19:38:00,true,,2253,-23.0,-5.0,-25.0,-7.0,-52.8042552,-396.214974,-6,-24,399.718144433108534,0
11,2015-01-02 19:47:00,2015-01-02 19:49:00,C1.2,POINT(678.69 -316.0818),"POLYGON((17.09886 71.4948,17.09886 71.4948,17.09886 71.4948,17.09886 71.4948,17.09886 71.4948))",POINT(0.767673908811912 245.027503737819),"POLYGON((0.075376 346.549659,0.075376 346.549659,0.075376 346.549659,0.075376 346.549659,0.075376 346.549659))",POINT(75.864532 -21),"POLYGON((28.864532 1,28.864532 1,28.864532 1,28.864532 1,28.864532 1))",UTC-HGS-TOPO,POINT(48 -21),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-02 19:48:00,true,,2248,49.0,-20.0,47.0,-22.0,-316.0818,678.69,-21,48,748.684059127239607,0
13,2015-01-03 01:13:00,2015-01-03 01:21:00,C1.7,POINT(-349.7196 -34.21584),"POLYGON((17.09886 71.9412,17.09886 71.9412,17.09886 71.9412,17.09886 71.9412,17.09886 71.9412))",POINT(0.360301433249201 95.5879158045643),"POLYGON((0.075821 346.630113,0.075821 346.630113,0.075821 346.630113,0.075821 346.630113,0.075821 346.630113))",POINT(3.882954 -5),"POLYGON((25.882954 1,25.882954 1,25.882954 1,25.882954 1,25.882954 1))",UTC-HGS-TOPO,POINT(-21 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-03 01:17:00,true,,2253,-20.0,-4.0,-22.0,-6.0,-34.21584,-349.7196,-5,-21,351.38941693093949,0
14,2015-01-03 05:52:00,2015-01-03 05:57:00,C1.1,POINT(-317.73 -33.20418),"POLYGON((17.09892 72.3222,17.09892 72.3222,17.09892 72.3222,17.09892 72.3222,17.09892 72.3222))",POINT(0.327562018768975 95.9660048297455),"POLYGON((0.076201 346.697992,0.076201 346.697992,0.076201 346.697992,0.076201 346.697992,0.076201 346.697992))",POINT(3.331245 -5),"POLYGON((23.331245 1,23.331245 1,23.331245 1,23.331245 1,23.331245 1))",UTC-HGS-TOPO,POINT(-19 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-03 05:54:00,true,,2253,-18.0,-4.0,-20.0,-6.0,-33.20418,-317.73,-5,-19,319.460279955853593,0
18,2015-01-03 06:01:00,2015-01-03 06:06:00,C2.9,POINT(-317.73 -33.19254),"POLYGON((17.09892 72.3348,17.09892 72.3348,17.09892 72.3348,17.09892 72.3348,17.09892 72.3348))",POINT(0.327560765024285 95.9639284740945),"POLYGON((0.076213 346.700227,0.076213 346.700227,0.076213 346.700227,0.076213 346.700227,0.076213 346.700227))",POINT(3.248932 -5),"POLYGON((23.248932 1,23.248932 1,23.248932 1,23.248932 1,23.248932 1))",UTC-HGS-TOPO,POINT(-19 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-03 06:03:00,true,,2253,-18.0,-4.0,-20.0,-6.0,-33.19254,-317.73,-5,-19,319.45907032302523,0
20,2015-01-03 06:13:00,2015-01-03 06:20:00,C4.6,POINT(-317.73 -33.17706),"POLYGON((17.09892 72.351,17.09892 72.351,17.09892 72.351,17.09892 72.351,17.09892 72.351))",POINT(0.327559096054449 95.9611671107799),"POLYGON((0.076229 346.703099,0.076229 346.703099,0.076229 346.703099,0.076229 346.703099,0.076229 346.703099))",POINT(3.139182 -5),"POLYGON((23.139182 1,23.139182 1,23.139182 1,23.139182 1,23.139182 1))",UTC-HGS-TOPO,POINT(-19 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2015-01-03 06:17:00,true,,2253,-18.0,-4.0,-20.0,-6.0,-33.17706,-317.73,-5,-19,319.457462286050827,0
