,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
1,2014-01-01 06:45:00,2014-01-01 06:52:00,C2.1,POINT(-972.768 -67.0386),"POLYGON((17.0976 68.94,17.0976 68.94,17.0976 68.94,17.0976 68.94,17.0976 68.94))",POINT(0.999880522408549 93.9423226882091),"POLYGON((0.072835 346.071282,0.072835 346.071282,0.072835 346.071282,0.072835 346.071282,0.072835 346.071282))",POINT(96.75213 -4),"POLYGON((-173.24787 1,-173.24787 1,-173.24787 1,-173.24787 1,-173.24787 1))",UTC-HGS-TOPO,POINT(-89 -4),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 06:49:00,true,,0,-88.0,-3.0,-90.0,-5.0,-67.0386,-972.768,-4,-89,975.075256436117456,0
3,2014-01-01 07:21:00,2014-01-01 07:29:00,C3.2,POINT(699.8682 -168.531318),"POLYGON((17.097607 68.989974,17.097607 68.989974,17.097607 68.989974,17.097607 68.989974,17.097607 68.989974))",POINT(0.73818670153533 256.460697938819),"POLYGON((0.072885 346.080974,0.072885 346.080974,0.072885 346.080974,0.072885 346.080974,0.072885 346.080974))",POINT(-127.57713 -12),"POLYGON((-173.57713 1,-173.57713 1,-173.57713 1,-173.57713 1,-173.57713 1))",UTC-HGS-TOPO,POINT(47 -12),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 07:26:00,true,,1940,48.0,-11.0,46.0,-13.0,-168.531318,699.8682,-12,47,719.873810134843779,0
5,2014-01-01 15:40:00,2014-01-01 16:09:00,C6.5,POINT(-969.81 -100.8912),"POLYGON((17.09766 69.6804,17.09766 69.6804,17.09766 69.6804,17.09766 69.6804,17.09766 69.6804))",POINT(0.999844103067783 95.9392256195008),"POLYGON((0.073572 346.213562,0.073572 346.213562,0.073572 346.213562,0.073572 346.213562,0.073572 346.213562))",POINT(91.85894 -6),"POLYGON((-178.14106 1,-178.14106 1,-178.14106 1,-178.14106 1,-178.14106 1))",UTC-HGS-TOPO,POINT(-89 -6),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 15:48:00,true,,0,-88.0,-5.0,-90.0,-7.0,-100.8912,-969.81,-6,-89,975.043829957115236,0
6,2014-01-01 18:40:00,2014-01-01 19:03:00,M9.9,POINT(665.04 -233.4096),"POLYGON((17.09766 69.9288,17.09766 69.9288,17.09766 69.9288,17.09766 69.9288,17.09766 69.9288))",POINT(0.722736737806302 250.660417831276),"POLYGON((0.07382 346.260675,0.07382 346.260675,0.07382 346.260675,0.07382 346.260675,0.07382 346.260675))",POINT(-135.78736 -16),"POLYGON((-179.78736 1,-179.78736 1,-179.78736 1,-179.78736 1,-179.78736 1))",UTC-HGS-TOPO,POINT(45 -16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 18:52:00,true,,1936,46.0,-15.0,44.0,-17.0,-233.4096,665.04,-16,45,704.810785226900407,0
8,2014-01-01 21:54:00,2014-01-01 22:22:00,C6.3,POINT(-967.8915 -117.77004),"POLYGON((17.097712 70.196514,17.097712 70.196514,17.097712 70.196514,17.097712 70.196514,17.097712 70.196514))",POINT(0.999827431665032 96.9374700923818),"POLYGON((0.074086 346.311059,0.074086 346.311059,0.074086 346.311059,0.074086 346.311059,0.074086 346.311059))",POINT(88.4383 -7),"POLYGON((178.4383 1,178.4383 1,178.4383 1,178.4383 1,178.4383 1))",UTC-HGS-TOPO,POINT(-89 -7),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 22:04:00,true,,1944,-88.0,-6.0,-90.0,-8.0,-117.77004,-967.8915,-7,-89,975.030121634122452,0
9,2014-01-01 22:30:00,2014-01-01 22:45:00,C4.6,POINT(-967.89 -117.7686),"POLYGON((17.09772 70.2462,17.09772 70.2462,17.09772 70.2462,17.09772 70.2462,17.09772 70.2462))",POINT(0.99982548036255 96.9373967395854),"POLYGON((0.074136 346.320371,0.074136 346.320371,0.074136 346.320371,0.074136 346.320371,0.074136 346.320371))",POINT(88.10904 -7),"POLYGON((178.10904 1,178.10904 1,178.10904 1,178.10904 1,178.10904 1))",UTC-HGS-TOPO,POINT(-89 -7),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-01 22:34:00,true,,1944,-88.0,-6.0,-90.0,-8.0,-117.7686,-967.89,-7,-89,975.028458685160558,0
10,2014-01-02 02:24:00,2014-01-02 02:56:00,M1.7,POINT(-971.442 -83.9508),"POLYGON((17.09772 70.5684,17.09772 70.5684,17.09772 70.5684,17.09772 70.5684,17.09772 70.5684))",POINT(0.999859109916608 94.9391583001611),"POLYGON((0.074457 346.380498,0.074457 346.380498,0.074457 346.380498,0.074457 346.380498,0.074457 346.380498))",POINT(85.96887 -5),"POLYGON((175.96887 1,175.96887 1,175.96887 1,175.96887 1,175.96887 1))",UTC-HGS-TOPO,POINT(-89 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-02 02:33:00,true,,1944,-88.0,-4.0,-90.0,-6.0,-83.9508,-971.442,-5,-89,975.062713975178099,0
13,2014-01-02 04:25:00,2014-01-02 04:32:00,C5.3,POINT(-966.876 -115.9266),"POLYGON((17.09778 70.7346,17.09778 70.7346,17.09778 70.7346,17.09778 70.7346,17.09778 70.7346))",POINT(0.998564471402252 96.8370180558882),"POLYGON((0.074622 346.411265,0.074622 346.411265,0.074622 346.411265,0.074622 346.411265,0.074622 346.411265))",POINT(86.8622 -7),"POLYGON((174.8622 1,174.8622 1,174.8622 1,174.8622 1,174.8622 1))",UTC-HGS-TOPO,POINT(-87 -7),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-02 04:29:00,true,,1944,-86.0,-6.0,-88.0,-8.0,-115.9266,-966.876,-7,-87,973.800891334342509,0
15,2014-01-02 07:43:00,2014-01-02 07:51:00,C4.9,POINT(-954.522 -74.7288),"POLYGON((17.09778 71.007,17.09778 71.007,17.09778 71.007,17.09778 71.007,17.09778 71.007))",POINT(0.981789229985657 94.4765119976852),"POLYGON((0.074894 346.461473,0.074894 346.461473,0.074894 346.461473,0.074894 346.461473,0.074894 346.461473))",POINT(93.05129 -5),"POLYGON((173.05129 1,173.05129 1,173.05129 1,173.05129 1,173.05129 1))",UTC-HGS-TOPO,POINT(-79 -5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-02 07:49:00,true,,1944,-78.0,-4.0,-80.0,-6.0,-74.7288,-954.522,-5,-79,957.442761753119044,0
17,2014-01-02 11:25:00,2014-01-02 12:42:00,C9.5,POINT(-963.7662 -8.5541754),"POLYGON((17.097787 71.311746,17.097787 71.311746,17.097787 71.311746,17.097787 71.311746,17.097787 71.311746))",POINT(0.988311216131063 90.5085312992205),"POLYGON((0.075197 346.517206,0.075197 346.517206,0.075197 346.517206,0.075197 346.517206,0.075197 346.517206))",POINT(89.02087 -1),"POLYGON((171.02087 1,171.02087 1,171.02087 1,171.02087 1,171.02087 1))",UTC-HGS-TOPO,POINT(-81 -1),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2014-01-02 12:26:00,true,,1944,-80.0,0.0,-82.0,-2.0,-8.5541754,-963.7662,-1,-81,963.804161735782259,0
