,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
1,2011-01-03 23:26:00,2011-01-03 23:46:00,C1.1,POINT(-98.920434 -198.638562),"POLYGON((17.097961 73.803768,17.097961 73.803768,17.097961 73.803768,17.097961 73.803768,17.097961 73.803768))",POINT(0.227546593850052 153.527058224576),"POLYGON((0.077684 346.956509,0.077684 346.956509,0.077684 346.956509,0.077684 346.956509,0.077684 346.956509))",POINT(-149.87799 -15),"POLYGON((-142.87799 1,-142.87799 1,-142.87799 1,-142.87799 1,-142.87799 1))",UTC-HGS-TOPO,POINT(-6 -15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-03 23:35:00,true,,0,-5.0,-14.0,-7.0,-16.0,-198.638562,-98.920434,-15,-6,221.906580741032087,0
3,2011-01-04 03:19:00,2011-01-04 03:27:00,C1.9,POINT(595.1082 590.9796),"POLYGON((17.09796 74.1192,17.09796 74.1192,17.09796 74.1192,17.09796 74.1192,17.09796 74.1192))",POINT(0.860012428030193 314.800562487933),"POLYGON((0.077999 347.010132,0.077999 347.010132,0.077999 347.010132,0.077999 347.010132,0.077999 347.010132))",POINT(-98.00895 35),"POLYGON((-145.00895 1,-145.00895 1,-145.00895 1,-145.00895 1,-145.00895 1))",UTC-HGS-TOPO,POINT(48 35),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-04 03:25:00,true,,1141,49.0,36.0,47.0,34.0,590.9796,595.1082,35,48,838.695807383940519,0
4,2011-01-14 01:15:00,2011-01-14 05:30:00,C1.7,POINT(-896.34 383.4834),"POLYGON((17.09406 92.4318,17.09406 92.4318,17.09406 92.4318,17.09406 92.4318,17.09406 92.4318))",POINT(0.999926039212759 66.8371860160905),"POLYGON((0.096409 349.522272,0.096409 349.522272,0.096409 349.522272,0.096409 349.522272,0.096409 349.522272))",POINT(-3.562932 23),"POLYGON((84.437068 1,84.437068 1,84.437068 1,84.437068 1,84.437068 1))",UTC-HGS-TOPO,POINT(-87 23),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-14 03:26:00,true,,0,-86.0,24.0,-88.0,22.0,383.4834,-896.34,23,-87,974.928158212470521,0
6,2011-01-15 14:13:00,2011-01-15 14:23:00,C1.1,POINT(-889.482 399.0222),"POLYGON((17.09274 95.0736,17.09274 95.0736,17.09274 95.0736,17.09274 95.0736,17.09274 95.0736))",POINT(0.999957146853498 65.8389649003545),"POLYGON((0.099082 349.807998,0.099082 349.807998,0.099082 349.807998,0.099082 349.807998,0.099082 349.807998))",POINT(-23.844842 24),"POLYGON((64.155158 1,64.155158 1,64.155158 1,64.155158 1,64.155158 1))",UTC-HGS-TOPO,POINT(-87 24),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-15 14:19:00,true,,0,-86.0,25.0,-88.0,23.0,399.0222,-889.482,24,-87,974.883041403859806,0
9,2011-01-21 14:24:00,2011-01-21 14:38:00,C1.4,POINT(0 384.689244),"POLYGON((17.085039 104.774442,17.085039 104.774442,17.085039 104.774442,17.085039 104.774442,17.085039 104.774442))",POINT(0.394758085850617 0),"POLYGON((0.108937 350.73858,0.108937 350.73858,0.108937 350.73858,0.108937 350.73858,0.108937 350.73858))",POINT(-15.94826 18),"POLYGON((-14.94826 1,-14.94826 1,-14.94826 1,-14.94826 1,-14.94826 1))",UTC-HGS-TOPO,POINT(0 18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-21 14:38:00,true,,1149,1.0,19.0,-1.0,17.0,384.689244,0.0,18,0,384.689244000000031,0
12,2011-01-21 15:17:00,2011-01-21 15:21:00,C1.1,POINT(0 368.987088),"POLYGON((17.08498 104.830776,17.08498 104.830776,17.08498 104.830776,17.08498 104.830776,17.08498 104.830776))",POINT(0.378646236102645 0),"POLYGON((0.108994 350.743503,0.108994 350.743503,0.108994 350.743503,0.108994 350.743503,0.108994 350.743503))",POINT(-16.43287 17),"POLYGON((-15.43287 1,-15.43287 1,-15.43287 1,-15.43287 1,-15.43287 1))",UTC-HGS-TOPO,POINT(0 17),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-21 15:19:00,true,,1149,1.0,18.0,-1.0,16.0,368.987088,0.0,17,0,368.987087999999972,0
20,2011-01-22 08:01:00,2011-01-22 08:48:00,C2.4,POINT(147.169788 353.024682),"POLYGON((17.083833 105.890544,17.083833 105.890544,17.083833 105.890544,17.083833 105.890544,17.083833 105.890544))",POINT(0.392510883701541 337.369602178082),"POLYGON((0.110075 350.835167,0.110075 350.835167,0.110075 350.835167,0.110075 350.835167,0.110075 350.835167))",POINT(-16.613 16),"POLYGON((-24.613 1,-24.613 1,-24.613 1,-24.613 1,-24.613 1))",UTC-HGS-TOPO,POINT(9 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-22 08:28:00,true,,1149,10.0,17.0,8.0,15.0,353.024682,147.169788,16,9,382.472708308927736,0
23,2011-01-24 05:56:00,2011-01-24 06:32:00,C1.4,POINT(575.557944 353.606472),"POLYGON((17.08043 108.725292,17.08043 108.725292,17.08043 108.725292,17.08043 108.725292,17.08043 108.725292))",POINT(0.693368430229348 301.565385667305),"POLYGON((0.11297 351.071968,0.11297 351.071968,0.11297 351.071968,0.11297 351.071968,0.11297 351.071968))",POINT(-12.80327 17),"POLYGON((-49.80327 1,-49.80327 1,-49.80327 1,-49.80327 1,-49.80327 1))",UTC-HGS-TOPO,POINT(38 17),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-24 06:15:00,true,,1149,39.0,18.0,37.0,16.0,353.606472,575.557944,17,38,675.503133924479926,0
26,2011-01-27 11:53:00,2011-01-27 12:05:00,C1.2,POINT(951.41478 206.433108),"POLYGON((17.073873 113.284584,17.073873 113.284584,17.073873 113.284584,17.073873 113.284584,17.073873 113.284584))",POINT(0.999679990304635 282.241989103805),"POLYGON((0.117639 351.429081,0.117639 351.429081,0.117639 351.429081,0.117639 351.429081,0.117639 351.429081))",POINT(-6.56668000000002 12),"POLYGON((-92.56668 1,-92.56668 1,-92.56668 1,-92.56668 1,-92.56668 1))",UTC-HGS-TOPO,POINT(87 12),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-27 12:01:00,true,,0,88.0,13.0,86.0,11.0,206.433108,951.41478,12,87,973.552623991630071,0
31,2011-01-28 00:44:00,2011-01-28 02:45:00,M1.4,POINT(935.53224 270.341436),"POLYGON((17.072708 114.0048,17.072708 114.0048,17.072708 114.0048,17.072708 114.0048,17.072708 114.0048))",POINT(1.00001130885013 286.117746186136),"POLYGON((0.118378 351.483003,0.118378 351.483003,0.118378 351.483003,0.118378 351.483003,0.118378 351.483003))",POINT(-12.61614 16),"POLYGON((-99.61614 1,-99.61614 1,-99.61614 1,-99.61614 1,-99.61614 1))",UTC-HGS-TOPO,POINT(88 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-28 01:03:00,true,,0,89.0,17.0,87.0,15.0,270.341436,935.53224,16,88,973.809562541855371,0
33,2011-01-28 10:05:00,2011-01-28 10:22:00,C1.5,POINT(940.032 254.0532),"POLYGON((17.07186 114.5232,17.07186 114.5232,17.07186 114.5232,17.07186 114.5232,17.07186 114.5232))",POINT(1.00000748022078 285.123467536879),"POLYGON((0.11891 351.52141,0.11891 351.52141,0.11891 351.52141,0.11891 351.52141,0.11891 351.52141))",POINT(-17.74551 15),"POLYGON((-104.74551 1,-104.74551 1,-104.74551 1,-104.74551 1,-104.74551 1))",UTC-HGS-TOPO,POINT(88 15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-01-28 10:19:00,true,,0,89.0,16.0,87.0,14.0,254.0532,940.032,15,88,973.757253864760628,0
36,2011-02-08 21:06:00,2011-02-08 21:12:00,C4.0,POINT(861.546 308.0748),"POLYGON((17.04258 127.524,17.04258 127.524,17.04258 127.524,17.04258 127.524,17.04258 127.524))",POINT(0.941236247921678 289.676221698117),"POLYGON((0.132351 352.387973,0.132351 352.387973,0.132351 352.387973,0.132351 352.387973,0.132351 352.387973))",POINT(170.38036 16),"POLYGON((104.38036 1,104.38036 1,104.38036 1,104.38036 1,104.38036 1))",UTC-HGS-TOPO,POINT(67 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-08 21:09:00,true,,1153,68.0,17.0,66.0,15.0,308.0748,861.546,16,67,914.970815114361926,0
38,2011-02-09 00:08:00,2011-02-09 00:13:00,C1.1,POINT(873.636 304.6308),"POLYGON((17.04222 127.6422,17.04222 127.6422,17.04222 127.6422,17.04222 127.6422,17.04222 127.6422))",POINT(0.951804041586965 289.223308306433),"POLYGON((0.132474 352.395098,0.132474 352.395098,0.132474 352.395098,0.132474 352.395098,0.132474 352.395098))",POINT(170.71622 16),"POLYGON((102.71622 1,102.71622 1,102.71622 1,102.71622 1,102.71622 1))",UTC-HGS-TOPO,POINT(69 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-09 00:13:00,true,,1153,70.0,17.0,68.0,15.0,304.6308,873.636,16,69,925.224180836536561,0
40,2011-02-09 01:23:00,2011-02-09 01:31:00,M1.9,POINT(879.282 302.886),"POLYGON((17.04204 127.6908,17.04204 127.6908,17.04204 127.6908,17.04204 127.6908,17.04204 127.6908))",POINT(0.956712545581844 289.007277358043),"POLYGON((0.132525 352.398038,0.132525 352.398038,0.132525 352.398038,0.132525 352.398038,0.132525 352.398038))",POINT(171.03045 16),"POLYGON((102.03045 1,102.03045 1,102.03045 1,102.03045 1,102.03045 1))",UTC-HGS-TOPO,POINT(70 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-09 01:28:00,true,,1153,71.0,17.0,69.0,15.0,302.886,879.282,16,70,929.987507722550049,0
42,2011-02-10 06:19:00,2011-02-10 06:50:00,C1.9,POINT(933.01956 271.746306),"POLYGON((17.038528 128.787042,17.038528 128.787042,17.038528 128.787042,17.038528 128.787042,17.038528 128.787042))",POINT(0.999918593120265 286.238447424517),"POLYGON((0.13367 352.463535,0.13367 352.463535,0.13367 352.463535,0.13367 352.463535,0.13367 352.463535))",POINT(172.157014 16),"POLYGON((86.157014 1,86.157014 1,86.157014 1,86.157014 1,86.157014 1))",UTC-HGS-TOPO,POINT(87 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-10 06:40:00,true,,0,88.0,17.0,86.0,15.0,271.746306,933.01956,16,87,971.787813345711356,0
45,2011-02-10 06:55:00,2011-02-10 07:25:00,C2.1,POINT(923.094 303.9096),"POLYGON((17.03844 128.8092,17.03844 128.8092,17.03844 128.8092,17.03844 128.8092,17.03844 128.8092))",POINT(0.99997161100383 288.223059975922),"POLYGON((0.133693 352.464855,0.133693 352.464855,0.133693 352.464855,0.133693 352.464855,0.133693 352.464855))",POINT(171.827841 18),"POLYGON((85.827841 1,85.827841 1,85.827841 1,85.827841 1,85.827841 1))",UTC-HGS-TOPO,POINT(87 18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-10 06:58:00,true,,0,88.0,19.0,86.0,17.0,303.9096,923.094,18,87,971.835159792112108,0
46,2011-02-10 12:28:00,2011-02-10 12:34:00,C4.7,POINT(923.052 303.9),"POLYGON((17.03778 129.0132,17.03778 129.0132,17.03778 129.0132,17.03778 129.0132,17.03778 129.0132))",POINT(0.999967374926676 288.223296731155),"POLYGON((0.133906 352.476921,0.133906 352.476921,0.133906 352.476921,0.133906 352.476921,0.133906 352.476921))",POINT(168.78297 18),"POLYGON((82.78297 1,82.78297 1,82.78297 1,82.78297 1,82.78297 1))",UTC-HGS-TOPO,POINT(87 18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-10 12:30:00,true,,0,88.0,19.0,86.0,17.0,303.9,923.052,18,87,971.792264171721058,0
48,2011-02-10 13:33:00,2011-02-10 13:52:00,C2.6,POINT(932.97 271.737),"POLYGON((17.03766 129.0528,17.03766 129.0528,17.03766 129.0528,17.03766 129.0528,17.03766 129.0528))",POINT(0.999918964326114 286.238737753357),"POLYGON((0.133948 352.479256,0.133948 352.479256,0.133948 352.479256,0.133948 352.479256,0.133948 352.479256))",POINT(168.188625 16),"POLYGON((82.188625 1,82.188625 1,82.188625 1,82.188625 1,82.188625 1))",UTC-HGS-TOPO,POINT(87 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-10 13:45:00,true,,0,88.0,17.0,86.0,15.0,271.737,932.97,16,87,971.737628204753605,0
50,2011-02-12 14:30:00,2011-02-12 15:06:00,C2.6,POINT(-317.2734 401.0604),"POLYGON((17.03142 130.7652,17.03142 130.7652,17.03142 130.7652,17.03142 130.7652,17.03142 130.7652))",POINT(0.526403300490012 38.3470393975448),"POLYGON((0.135743 352.579324,0.135743 352.579324,0.135743 352.579324,0.135743 352.579324,0.135743 352.579324))",POINT(34.333037 18),"POLYGON((55.333037 1,55.333037 1,55.333037 1,55.333037 1,55.333037 1))",UTC-HGS-TOPO,POINT(-20 18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-12 15:00:00,true,,0,-19.0,19.0,-21.0,17.0,401.0604,-317.2734,18,-20,511.382298086001356,0
52,2011-02-13 07:25:00,2011-02-13 07:32:00,C1.4,POINT(-946.818 197.7792),"POLYGON((17.0292 131.3214,17.0292 131.3214,17.0292 131.3214,17.0292 131.3214,17.0292 131.3214))",POINT(0.995794506629622 78.2012400212751),"POLYGON((0.136328 352.611358,0.136328 352.611358,0.136328 352.611358,0.136328 352.611358,0.136328 352.611358))",POINT(-37.948173 11),"POLYGON((46.051827 1,46.051827 1,46.051827 1,46.051827 1,46.051827 1))",UTC-HGS-TOPO,POINT(-83 11),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-13 07:29:00,true,,0,-82.0,12.0,-84.0,10.0,197.7792,-946.818,11,-83,967.254329055517815,0
54,2011-02-13 12:29:00,2011-02-13 12:36:00,C1.1,POINT(-936.66 205.5762),"POLYGON((17.02854 131.4846,17.02854 131.4846,17.02854 131.4846,17.02854 131.4846,17.02854 131.4846))",POINT(0.987288324853738 77.6211159583391),"POLYGON((0.1365 352.620711,0.1365 352.620711,0.1365 352.620711,0.1365 352.620711,0.1365 352.620711))",POINT(-36.727982 11),"POLYGON((43.272018 1,43.272018 1,43.272018 1,43.272018 1,43.272018 1))",UTC-HGS-TOPO,POINT(-79 11),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2011-02-13 12:30:00,true,,0,-78.0,12.0,-80.0,10.0,205.5762,-936.66,11,-79,958.954393913725198,0
