,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
1,2017-01-12 15:54:00,2017-01-12 16:41:00,C3.8,POINT(-971.25324 86.02263),"POLYGON((17.095168 90.81483,17.095168 90.81483,17.095168 90.81483,17.095168 90.81483,17.095168 90.81483))",POINT(0.999993020315176 84.9385947100123),"POLYGON((0.094773 349.339279,0.094773 349.339279,0.094773 349.339279,0.094773 349.339279,0.094773 349.339279))",POINT(-118.99481 5),"POLYGON((-28.99481 1,-28.99481 1,-28.99481 1,-28.99481 1,-28.99481 1))",UTC-HGS-TOPO,POINT(-89 5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-12 16:18:00,true,,2625,-88.0,6.0,-90.0,4.0,86.02263,-971.25324,5,-89,975.055254374137689,0
2,2017-01-21 06:23:00,2017-01-21 06:29:00,C1.2,POINT(-680.74638 230.238648),"POLYGON((17.084049 104.966304,17.084049 104.966304,17.084049 104.966304,17.084049 104.966304,17.084049 104.966304))",POINT(0.737479274120093 71.3136910629284),"POLYGON((0.109137 350.755742,0.109137 350.755742,0.109137 350.755742,0.109137 350.755742,0.109137 350.755742))",POINT(171.72053 10),"POLYGON((-142.27947 1,-142.27947 1,-142.27947 1,-142.27947 1,-142.27947 1))",UTC-HGS-TOPO,POINT(-45 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-21 06:29:00,true,,0,-44.0,11.0,-46.0,9.0,230.238648,-680.74638,10,-45,718.627489674568665,0
5,2017-01-21 07:14:00,2017-01-21 07:29:00,C9.3,POINT(-668.79774 231.346986),"POLYGON((17.083989 105.020382,17.083989 105.020382,17.083989 105.020382,17.083989 105.020382,17.083989 105.020382))",POINT(0.726247743026583 70.9187435747461),"POLYGON((0.109192 350.760452,0.109192 350.760452,0.109192 350.760452,0.109192 350.760452,0.109192 350.760452))",POINT(172.2542 10),"POLYGON((-142.7458 1,-142.7458 1,-142.7458 1,-142.7458 1,-142.7458 1))",UTC-HGS-TOPO,POINT(-44 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-21 07:26:00,true,,0,-43.0,11.0,-45.0,9.0,231.346986,-668.79774,10,-44,707.680609428004573,0
7,2017-01-21 10:19:00,2017-01-21 10:27:00,C1.1,POINT(-656.63736 232.536),"POLYGON((17.08377 105.216258,17.08377 105.216258,17.08377 105.216258,17.08377 105.216258,17.08377 105.216258))",POINT(0.714881074506975 70.4993397722743),"POLYGON((0.109392 350.777474,0.109392 350.777474,0.109392 350.777474,0.109392 350.777474,0.109392 350.777474))",POINT(171.56264 10),"POLYGON((-144.43736 1,-144.43736 1,-144.43736 1,-144.43736 1,-144.43736 1))",UTC-HGS-TOPO,POINT(-43 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-21 10:23:00,true,,0,-42.0,11.0,-44.0,9.0,232.536,-656.63736,10,-43,696.595732002263617,0
8,2017-01-21 10:59:00,2017-01-21 11:11:00,C6.1,POINT(-644.28168 233.60172),"POLYGON((17.083723 105.258546,17.083723 105.258546,17.083723 105.258546,17.083723 105.258546,17.083723 105.258546))",POINT(0.703315138239118 70.070519961972),"POLYGON((0.109435 350.78114,0.109435 350.78114,0.109435 350.78114,0.109435 350.78114,0.109435 350.78114))",POINT(172.1969 10),"POLYGON((-144.8031 1,-144.8031 1,-144.8031 1,-144.8031 1,-144.8031 1))",UTC-HGS-TOPO,POINT(-42 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-21 11:08:00,true,,0,-41.0,11.0,-43.0,9.0,233.60172,-644.28168,10,-42,685.323753251396397,0
11,2017-01-21 13:19:00,2017-01-21 13:30:00,C1.8,POINT(-631.72338 234.72435),"POLYGON((17.083556 105.40638,17.083556 105.40638,17.083556 105.40638,17.083556 105.40638,17.083556 105.40638))",POINT(0.691620024464048 69.6168511903035),"POLYGON((0.109586 350.793936,0.109586 350.793936,0.109586 350.793936,0.109586 350.793936,0.109586 350.793936))",POINT(171.9168 10),"POLYGON((-146.0832 1,-146.0832 1,-146.0832 1,-146.0832 1,-146.0832 1))",UTC-HGS-TOPO,POINT(-41 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-21 13:26:00,true,,0,-40.0,11.0,-42.0,9.0,234.72435,-631.72338,10,-41,673.921322797807534,0
13,2017-01-28 20:56:00,2017-01-28 21:21:00,C2.8,POINT(951.27948 120.005178),"POLYGON((17.069231 115.721136,17.069231 115.721136,17.069231 115.721136,17.069231 115.721136,17.069231 115.721136))",POINT(0.984816075320227 277.189958980751),"POLYGON((0.120145 351.609197,0.120145 351.609197,0.120145 351.609197,0.120145 351.609197,0.120145 351.609197))",POINT(-164.42683 6),"POLYGON((117.57317 1,117.57317 1,117.57317 1,117.57317 1,117.57317 1))",UTC-HGS-TOPO,POINT(79 6),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-28 21:09:00,true,,2627,80.0,7.0,78.0,5.0,120.005178,951.27948,6,79,958.819008893692171,0
15,2017-02-09 01:45:00,2017-02-09 01:56:00,C1.1,POINT(-416.83521 315.443658),"POLYGON((17.040798 128.13213,17.040798 128.13213,17.040798 128.13213,17.040798 128.13213,17.040798 128.13213))",POINT(0.537800103635143 52.8830697123263),"POLYGON((0.132985 352.424463,0.132985 352.424463,0.132985 352.424463,0.132985 352.424463,0.132985 352.424463))",POINT(-56.90002 13),"POLYGON((-29.90002 1,-29.90002 1,-29.90002 1,-29.90002 1,-29.90002 1))",UTC-HGS-TOPO,POINT(-26 13),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-02-09 01:51:00,true,,2634,-25.0,14.0,-27.0,12.0,315.443658,-416.83521,13,-26,522.739221474881333,0
16,2017-02-09 03:20:00,2017-02-09 03:29:00,C1.3,POINT(-416.830374 315.492456),"POLYGON((17.040601 128.192268,17.040601 128.192268,17.040601 128.192268,17.040601 128.192268,17.040601 128.192268))",POINT(0.537832591792581 52.8784850778646),"POLYGON((0.133047 352.428062,0.133047 352.428062,0.133047 352.428062,0.133047 352.428062,0.133047 352.428062))",POINT(-57.76867 13),"POLYGON((-30.76867 1,-30.76867 1,-30.76867 1,-30.76867 1,-30.76867 1))",UTC-HGS-TOPO,POINT(-26 13),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-02-09 03:26:00,true,,2634,-25.0,14.0,-27.0,12.0,315.492456,-416.830374,13,-26,522.764813737393638,0
19,2017-02-09 06:55:00,2017-02-09 07:04:00,C1.1,POINT(-357.626436 302.600556),"POLYGON((17.040154 128.327784,17.040154 128.327784,17.040154 128.327784,17.040154 128.327784,17.040154 128.327784))",POINT(0.481984947518143 49.7642418717085),"POLYGON((0.133189 352.436162,0.133189 352.436162,0.133189 352.436162,0.133189 352.436162,0.133189 352.436162))",POINT(-55.73456 12),"POLYGON((-32.73456 1,-32.73456 1,-32.73456 1,-32.73456 1,-32.73456 1))",UTC-HGS-TOPO,POINT(-22 12),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-02-09 07:02:00,true,,2634,-21.0,13.0,-23.0,11.0,302.600556,-357.626436,12,-22,468.469597965088042,0
