Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
650,2011-12-01 20:27:00,2011-12-01 20:37:00,C1.1,POINT(273.1008 272.5152),"POLYGON((265.9992 264.291,281.6244 264.3546,280.1196 280.719,264.5778 280.656,265.9992 264.291))",POINT(0.396706124196798 314.938505477113),"POLYGON((0.385565 314.815436,0.397168 313.188288,0.407774 315.061235,0.3966 316.689085,0.385565 314.815436))",POINT(171.94585 17),"POLYGON((171.44585 16.5,172.44585 16.5,172.44585 17.5,171.44585 17.5,171.44585 16.5))",UTC-HGS-TOPO,POINT(17 17),"POLYGON((16.5 16.5,17.5 16.5,17.5 17.5,16.5 17.5,16.5 16.5))",2011-12-01 20:32:00,True,,11361,17.5,17.5,16.5,16.5,272.5152,273.1008,17,17,385.8089957371134,1
651,2011-12-03 05:48:00,2011-12-03 05:57:00,C1.2,POINT(-404.9898 -406.2918),"POLYGON((-410.2806 -413.9706,-396.477 -414.0654,-399.582 -398.5806,-413.4942 -398.4858,-410.2806 -413.9706))",POINT(0.589730441351821 135.091952092689),"POLYGON((0.599163 135.256499,0.589331 136.243097,0.580194 134.928115,0.590338 133.941082,0.599163 135.256499))",POINT(109.63318 -24),"POLYGON((109.13318 -24.5,110.13318 -24.5,110.13318 -23.5,109.13318 -23.5,109.13318 -24.5))",UTC-HGS-TOPO,POINT(-27 -24),"POLYGON((-27.5 -24.5,-26.5 -24.5,-26.5 -23.5,-27.5 -23.5,-27.5 -24.5))",2011-12-03 05:52:00,True,,11363,-26.5,-23.5,-27.5,-24.5,-406.2918,-404.9898,-24,-27,573.663459574758,1
652,2011-12-05 03:09:00,2011-12-05 03:32:00,C1.9,POINT(-755.592 313.743),"POLYGON((-762.414 305.7114,-753.204 305.634,-748.68 321.7518,-757.836 321.8274,-762.414 305.7114))",POINT(0.840802572384172 67.4504038082502),"POLYGON((0.844175 68.15029,0.835368 67.913743,0.837462 66.743961,0.846146 66.990705,0.844175 68.15029))",POINT(56.73206 19),"POLYGON((56.23206 18.5,57.23206 18.5,57.23206 19.5,56.23206 19.5,56.23206 18.5))",UTC-HGS-TOPO,POINT(-55 19),"POLYGON((-55.5 18.5,-54.5 18.5,-54.5 19.5,-55.5 19.5,-55.5 18.5))",2011-12-05 03:16:00,True,,11366,-54.5,19.5,-55.5,18.5,313.743,-755.592,19,-55,818.1405383630614,1
653,2011-12-05 06:35:00,2011-12-05 07:20:00,C1.4,POINT(347.6406 112.7886),"POLYGON((340.0818 104.2932,355.8942 104.3322,355.1292 121.275,339.351 121.236,340.0818 104.2932))",POINT(0.375594802919259 287.975148956042),"POLYGON((0.365559 287.049254,0.381136 286.338768,0.385652 288.854802,0.370331 289.659696,0.365559 287.049254))",POINT(130.84689 7),"POLYGON((130.34689 6.5,131.34689 6.5,131.34689 7.5,130.34689 7.5,130.34689 6.5))",UTC-HGS-TOPO,POINT(21 7),"POLYGON((20.5 6.5,21.5 6.5,21.5 7.5,20.5 7.5,20.5 6.5))",2011-12-05 06:54:00,True,,11362,21.5,7.5,20.5,6.5,112.7886,347.6406,7,21,365.4794865082307,1
654,2011-12-05 07:49:00,2011-12-05 07:56:00,C2.9,POINT(-842.382 -271.563),"POLYGON((-843.756 -279.6624,-836.658 -279.7824,-840.87 -263.442,-847.998 -263.322,-843.756 -279.6624))",POINT(0.909561667433505 107.868030203994),"POLYGON((0.91349 108.337745,0.906608 108.490179,0.905553 107.395614,0.912509 107.250716,0.91349 108.337745))",POINT(45.1697 -16),"POLYGON((44.6697 -16.5,45.6697 -16.5,45.6697 -15.5,44.6697 -15.5,44.6697 -16.5))",UTC-HGS-TOPO,POINT(-64 -16),"POLYGON((-64.5 -16.5,-63.5 -16.5,-63.5 -15.5,-64.5 -15.5,-64.5 -16.5))",2011-12-05 07:53:00,True,,11368,-63.5,-15.5,-64.5,-16.5,-271.563,-842.382,-16,-64,885.0728201074755,1
655,2011-12-05 23:20:00,2011-12-05 23:34:00,C6.9,POINT(143.6856 -339.2184),"POLYGON((135.3258 -347.2086,151.1064 -347.1906,152.0736 -331.2012,136.1922 -331.2192,135.3258 -347.2086))",POINT(0.378550673282836 202.956468256411),"POLYGON((0.382922 201.293528,0.389087 203.519931,0.374493 204.662588,0.367999 202.351705,0.382922 201.293528))",POINT(109.64994 -20),"POLYGON((109.14994 -20.5,110.14994 -20.5,110.14994 -19.5,109.14994 -19.5,109.14994 -20.5))",UTC-HGS-TOPO,POINT(9 -20),"POLYGON((8.5 -20.5,9.5 -20.5,9.5 -19.5,8.5 -19.5,8.5 -20.5))",2011-12-05 23:25:00,True,,11363,9.5,-19.5,8.5,-20.5,-339.2184,143.6856,-20,9,368.39472654466704,1
656,2011-12-07 15:34:00,2011-12-07 15:45:00,C1.3,POINT(350.1804 284.3448),"POLYGON((343.5132 276.1746,358.6698 276.177,356.7534 292.4928,341.6778 292.4916,343.5132 276.1746))",POINT(0.463408456585035 309.076432394038),"POLYGON((0.452806 308.798267,0.465045 307.596397,0.473932 309.347432,0.462059 310.565016,0.452806 308.798267))",POINT(100.559484 17),"POLYGON((100.059484 16.5,101.059484 16.5,101.059484 17.5,100.059484 17.5,100.059484 16.5))",UTC-HGS-TOPO,POINT(22 17),"POLYGON((21.5 16.5,22.5 16.5,22.5 17.5,21.5 17.5,21.5 16.5))",2011-12-07 15:39:00,True,,11364,22.5,17.5,21.5,16.5,284.3448,350.1804,17,22,451.08566573456966,1
657,2011-12-09 13:05:00,2011-12-09 13:31:00,C3.1,POINT(-856.608 -267.8952),"POLYGON((-857.682 -276.078,-851.106 -276.06,-855.384 -259.6914,-861.996 -259.7112,-857.682 -276.078))",POINT(0.921804312305297 107.366527856577),"POLYGON((0.925398 107.842772,0.918965 107.9707,0.918122 106.888095,0.924628 106.767055,0.925398 107.842772))",POINT(-12.430905 -16),"POLYGON((-12.930905 -16.5,-11.930905 -16.5,-11.930905 -15.5,-12.930905 -15.5,-12.930905 -16.5))",UTC-HGS-TOPO,POINT(-66 -16),"POLYGON((-66.5 -16.5,-65.5 -16.5,-65.5 -15.5,-66.5 -15.5,-66.5 -16.5))",2011-12-09 13:20:00,True,,11374,-65.5,-15.5,-66.5,-16.5,-267.8952,-856.608,-16,-66,897.5216453362226,1
658,2011-12-10 23:00:00,2011-12-10 23:08:00,C1.0,POINT(-649.038 -281.7984),"POLYGON((-653.082 -289.9734,-641.418 -289.9242,-644.862 -273.6012,-656.586 -273.6516,-653.082 -289.9734))",POINT(0.726589035970619 113.46945327461),"POLYGON((0.733766 113.941587,0.722815 114.32321,0.719328 112.990477,0.730446 112.625374,0.733766 113.941587))",POINT(-9.051835 -17),"POLYGON((-9.551835 -17.5,-8.551835 -17.5,-8.551835 -16.5,-9.551835 -16.5,-9.551835 -17.5))",UTC-HGS-TOPO,POINT(-44 -17),"POLYGON((-44.5 -17.5,-43.5 -17.5,-43.5 -16.5,-44.5 -16.5,-44.5 -17.5))",2011-12-10 23:04:00,True,,11374,-43.5,-16.5,-44.5,-17.5,-281.7984,-649.038,-17,-44,707.573786743517,1
659,2011-12-11 03:20:00,2011-12-11 03:27:00,B8.6,POINT(-588.156 -281.2752),"POLYGON((-592.8432 -289.4538,-580.23 -289.4052,-583.3452 -273.075,-596.0256 -273.1242,-592.8432 -289.4538))",POINT(0.669459381351463 115.558633226105),"POLYGON((0.677447 116.023796,0.66581 116.508951,0.661393 115.085189,0.673229 114.619259,0.677447 116.023796))",POINT(-6.430883 -17),"POLYGON((-6.930883 -17.5,-5.930883 -17.5,-5.930883 -16.5,-6.930883 -16.5,-6.930883 -17.5))",UTC-HGS-TOPO,POINT(-39 -17),"POLYGON((-39.5 -17.5,-38.5 -17.5,-38.5 -16.5,-39.5 -16.5,-39.5 -17.5))",2011-12-11 03:23:00,True,,11374,-38.5,-16.5,-39.5,-17.5,-281.2752,-588.156,-17,-39,651.9533867317815,1
