Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
196,2018-06-01 04:57:00,2018-06-01 05:09:00,B2.1,POINT(358.405776 255.692112),"POLYGON((16.579429 27.748364,16.579429 27.748364,16.579429 27.748364,16.579429 27.748364,16.579429 27.748364))",POINT(0.465512608068154 305.504635932021),"POLYGON((0.034178 329.142015,0.034178 329.142015,0.034178 329.142015,0.034178 329.142015,0.034178 329.142015))",POINT(174.63379 15),"POLYGON((152.63379 1,152.63379 1,152.63379 1,152.63379 1,152.63379 1))",UTC-HGS-TOPO,POINT(23 15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-01 05:00:00,True,,2712,24.0,16.0,22.0,14.0,255.692112,358.405776,15.0,23.0,440.26487074167375,0.0
197,2018-06-01 06:05:00,2018-06-01 06:16:00,B2.8,POINT(420.029178 223.193928),"POLYGON((16.579307 27.653929,16.579307 27.653929,16.579307 27.653929,16.579307 27.653929,16.579307 27.653929))",POINT(0.502927454831733 297.985157914163),"POLYGON((0.034092 329.056128,0.034092 329.056128,0.034092 329.056128,0.034092 329.056128,0.034092 329.056128))",POINT(178.00887 13),"POLYGON((152.00887 1,152.00887 1,152.00887 1,152.00887 1,152.00887 1))",UTC-HGS-TOPO,POINT(27 13),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-01 06:10:00,True,,2712,28.0,14.0,26.0,12.0,223.193928,420.029178,13.0,27.0,475.6469697868629,0.0
198,2018-06-01 07:53:00,2018-06-01 08:01:00,B1.1,POINT(371.259534 271.307046),"POLYGON((16.579113 27.503935,16.579113 27.503935,16.579113 27.503935,16.579113 27.503935,16.579113 27.503935))",POINT(0.486206131705505 306.158386839697),"POLYGON((0.033957 328.918823,0.033957 328.918823,0.033957 328.918823,0.033957 328.918823,0.033957 328.918823))",POINT(174.01636 16),"POLYGON((151.01636 1,151.01636 1,151.01636 1,151.01636 1,151.01636 1))",UTC-HGS-TOPO,POINT(24 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-01 07:56:00,True,,2712,25.0,17.0,23.0,15.0,271.307046,371.259534,16.0,24.0,459.82730975350216,0.0
199,2018-06-02 04:27:00,2018-06-02 04:37:00,B1.8,POINT(579.42072 236.487786),"POLYGON((16.576918 25.789399,16.576918 25.789399,16.576918 25.789399,16.576918 25.789399,16.576918 25.789399))",POINT(0.661812224786108 292.202591304196),"POLYGON((0.032421 327.267889,0.032421 327.267889,0.032421 327.267889,0.032421 327.267889,0.032421 327.267889))",POINT(177.67586 14),"POLYGON((139.67586 1,139.67586 1,139.67586 1,139.67586 1,139.67586 1))",UTC-HGS-TOPO,POINT(39 14),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 04:30:00,True,,2712,40.0,15.0,38.0,13.0,236.487786,579.42072,14.0,39.0,625.8233326526746,0.0
200,2018-06-02 08:04:00,2018-06-02 08:22:00,B2.4,POINT(601.23528 252.036432),"POLYGON((16.576535 25.487776,16.576535 25.487776,16.576535 25.487776,16.576535 25.487776,16.576535 25.487776))",POINT(0.689430780070819 292.743317874674),"POLYGON((0.032153 326.961153,0.032153 326.961153,0.032153 326.961153,0.032153 326.961153,0.032153 326.961153))",POINT(177.6816 15),"POLYGON((137.6816 1,137.6816 1,137.6816 1,137.6816 1,137.6816 1))",UTC-HGS-TOPO,POINT(41 15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 08:11:00,True,,2712,42.0,16.0,40.0,14.0,252.036432,601.23528,15.0,41.0,651.9250148383394,0.0
201,2018-06-02 18:22:00,2018-06-02 18:46:00,B2.8,POINT(669.978 250.75167),"POLYGON((16.575452 24.628605,16.575452 24.628605,16.575452 24.628605,16.575452 24.628605,16.575452 24.628605))",POINT(0.756569675707265 290.519292407028),"POLYGON((0.031397 326.058804,0.031397 326.058804,0.031397 326.058804,0.031397 326.058804,0.031397 326.058804))",POINT(178.00205 15),"POLYGON((132.00205 1,132.00205 1,132.00205 1,132.00205 1,132.00205 1))",UTC-HGS-TOPO,POINT(47 15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 18:41:00,True,,2712,48.0,16.0,46.0,14.0,250.75167,669.978,15.0,47.0,715.3648862586064,0.0
202,2018-06-02 20:46:00,2018-06-02 20:54:00,B1.6,POINT(694.42074 234.394692),"POLYGON((16.575201 24.428377,16.575201 24.428377,16.575201 24.428377,16.575201 24.428377,16.575201 24.428377))",POINT(0.775139943483848 288.651589936561),"POLYGON((0.031222 325.842229,0.031222 325.842229,0.031222 325.842229,0.031222 325.842229,0.031222 325.842229))",POINT(178.67865 14),"POLYGON((130.67865 1,130.67865 1,130.67865 1,130.67865 1,130.67865 1))",UTC-HGS-TOPO,POINT(49 14),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 20:51:00,True,,2712,50.0,15.0,48.0,13.0,234.394692,694.42074,14.0,49.0,732.9127067938734,0.0
203,2018-06-02 21:52:00,2018-06-02 22:09:00,B2.0,POINT(669.96342 250.555068),"POLYGON((16.575086 24.336602,16.575086 24.336602,16.575086 24.336602,16.575086 24.336602,16.575086 24.336602))",POINT(0.756499016569915 290.50495266381),"POLYGON((0.031142 325.742145,0.031142 325.742145,0.031142 325.742145,0.031142 325.742145,0.031142 325.742145))",POINT(176.07209 15),"POLYGON((130.07209 1,130.07209 1,130.07209 1,130.07209 1,130.07209 1))",UTC-HGS-TOPO,POINT(47 15),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 21:57:00,True,,2712,48.0,16.0,46.0,14.0,250.555068,669.96342,15.0,47.0,715.2823402255791,0.0
204,2018-06-02 22:31:00,2018-06-02 22:39:00,B1.1,POINT(694.41318 234.299778),"POLYGON((16.575019 24.282371,16.575019 24.282371,16.575019 24.282371,16.575019 24.282371,16.575019 24.282371))",POINT(0.77510877894489 288.644748342455),"POLYGON((0.031094 325.68276,0.031094 325.68276,0.031094 325.68276,0.031094 325.68276,0.031094 325.68276))",POINT(177.71367 14),"POLYGON((129.71367 1,129.71367 1,129.71367 1,129.71367 1,129.71367 1))",UTC-HGS-TOPO,POINT(49 14),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-02 22:35:00,True,,2712,50.0,15.0,48.0,13.0,234.299778,694.41318,14.0,49.0,732.8751943738862,0.0
205,2018-06-02 23:56:00,2018-06-03 00:15:00,B1.7,POINT(707.76288 218.04267),"POLYGON((16.574871 24.164171,16.574871 24.164171,16.574871 24.164171,16.574871 24.164171,16.574871 24.164171))",POINT(0.783273235598213 287.122655131849),"POLYGON((0.030991 325.552699,0.030991 325.552699,0.030991 325.552699,0.030991 325.552699,0.030991 325.552699))",POINT(177.93249 13),"POLYGON((128.93249 1,128.93249 1,128.93249 1,128.93249 1,128.93249 1))",UTC-HGS-TOPO,POINT(50 13),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2018-06-03 00:01:00,True,,2712,51.0,14.0,49.0,12.0,218.04267,707.76288,13.0,50.0,740.5882123330233,0.0
