,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
29,29,2011-02-18 16:42:00,2011-02-18 16:53:00,C2.1,POINT(16.07964 426.5196),"POLYGON((8.06412 418.878,24.1899 418.8438,24.0441 434.1192,8.01552 434.154,8.06412 418.878))",POINT(0.439885487406805 357.840991569983),"POLYGON((0.431778 358.897094,0.432382 356.694612,0.448091 356.829858,0.447518 358.942303,0.431778 358.897094))",POINT(-24.88208 19),"POLYGON((-25.38208 18.5,-24.38208 18.5,-24.38208 19.5,-25.38208 19.5,-25.38208 18.5))",UTC-HGS-TOPO,POINT(1 19),"POLYGON((0.5 18.5,1.5 18.5,1.5 19.5,0.5 19.5,0.5 18.5))",2011-02-18 16:45:00,True,,11162,1.5,19.5,0.5,18.5,426.5196,16.07964,19,1,426.8225907876593,1
42,42,2011-03-03 23:53:00,2011-03-04 00:04:00,C2.1,POINT(124.4154 488.016),"POLYGON((117.1158 480.8172,132.6222 480.5376,131.6376 495.1698,116.247 495.4476,117.1158 480.8172))",POINT(0.520671516016349 345.697609805093),"POLYGON((0.511625 346.310663,0.515375 344.571179,0.52971 345.112632,0.526127 346.795526,0.511625 346.310663))",POINT(166.95246 23),"POLYGON((166.45246 22.5,167.45246 22.5,167.45246 23.5,166.45246 23.5,166.45246 22.5))",UTC-HGS-TOPO,POINT(8 23),"POLYGON((7.5 22.5,8.5 22.5,8.5 23.5,7.5 23.5,7.5 22.5))",2011-03-03 23:58:00,True,,11164,8.5,23.5,7.5,22.5,488.016,124.4154,23,8,503.62566258398704,1
48,48,2011-03-06 02:03:00,2011-03-06 02:11:00,C2.1,POINT(763.866 -266.2596),"POLYGON((757.086 -273.5046,765.666 -275.1642,770.55 -259.0044,761.916 -257.3334,757.086 -273.5046))",POINT(0.836762227353303 250.783056166224),"POLYGON((0.832659 250.137259,0.841591 250.232634,0.840873 251.420997,0.831857 251.337855,0.832659 250.137259))",POINT(-171.58542 -20),"POLYGON((-172.08542 -20.5,-171.08542 -20.5,-171.08542 -19.5,-172.08542 -19.5,-172.08542 -20.5))",UTC-HGS-TOPO,POINT(57 -20),"POLYGON((56.5 -20.5,57.5 -20.5,57.5 -19.5,56.5 -19.5,56.5 -20.5))",2011-03-06 02:08:00,True,,11165,57.5,-19.5,56.5,-20.5,-266.2596,763.866,-20,57,808.9409376142116,1
147,147,2011-04-16 02:31:00,2011-04-16 03:30:00,C2.1,POINT(455.0034 278.079),"POLYGON((448.65 270.4548,462.9852 269.6736,461.2602 285.6762,446.979 286.455,448.65 270.4548))",POINT(0.557918533100649 301.431524552835),"POLYGON((0.548097 301.082376,0.560584 300.219388,0.567659 301.771527,0.555451 302.654553,0.548097 301.082376))",POINT(-20.56738 12),"POLYGON((-21.06738 11.5,-20.06738 11.5,-20.06738 12.5,-21.06738 12.5,-21.06738 11.5))",UTC-HGS-TOPO,POINT(29 12),"POLYGON((28.5 11.5,29.5 11.5,29.5 12.5,28.5 12.5,28.5 11.5))",2011-04-16 03:12:00,True,,11190,29.5,12.5,28.5,11.5,278.079,455.0034,12,29,533.2504329604993,1
263,263,2011-07-03 10:54:00,2011-07-03 11:06:00,C2.1,POINT(445.4364 185.46),"POLYGON((439.3548 177.1488,453.3936 177.5616,451.419 193.7586,437.4414 193.3482,439.3548 177.1488))",POINT(0.511568762638543 292.604683596961),"POLYGON((0.502261 291.959398,0.516255 291.386699,0.520837 293.230035,0.507077 293.84533,0.502261 291.959398))",POINT(23.10629 14),"POLYGON((22.60629 13.5,23.60629 13.5,23.60629 14.5,22.60629 14.5,22.60629 13.5))",UTC-HGS-TOPO,POINT(29 14),"POLYGON((28.5 13.5,29.5 13.5,29.5 14.5,28.5 14.5,28.5 13.5))",2011-07-03 11:01:00,True,,11244,29.5,14.5,28.5,13.5,185.46,445.4364,14,29,482.5028477065809,1
316,316,2011-08-01 00:39:00,2011-08-01 01:11:00,C2.1,POINT(-504.2988 216.6606),"POLYGON((-512.2254 209.0514,-499.1616 208.176,-496.332 224.2614,-509.322 225.1308,-512.2254 209.0514))",POINT(0.581001542649628 66.7503129792316),"POLYGON((0.585629 67.798458,0.572493 67.361359,0.576529 65.684764,0.589458 66.153585,0.585629 67.798458))",POINT(-57.96068 18),"POLYGON((-58.46068 17.5,-57.46068 17.5,-57.46068 18.5,-58.46068 18.5,-58.46068 17.5))",UTC-HGS-TOPO,POINT(-34 18),"POLYGON((-34.5 17.5,-33.5 17.5,-33.5 18.5,-34.5 18.5,-34.5 17.5))",2011-08-01 00:47:00,True,,11263,-33.5,18.5,-34.5,17.5,216.6606,-504.2988,18,-34,548.8707455073553,1
342,342,2011-08-04 13:04:00,2011-08-04 13:12:00,C2.1,POINT(156.7824 198.837),"POLYGON((149.436 190.593,164.9958 190.8768,164.0604 207.0714,148.5882 206.7888,149.436 190.593))",POINT(0.267911379021006 321.744322855534),"POLYGON((0.25625 321.90149,0.26695 319.159539,0.279521 321.610601,0.269418 324.300845,0.25625 321.90149))",POINT(-60.47814 18),"POLYGON((-60.97814 17.5,-59.97814 17.5,-59.97814 18.5,-60.97814 18.5,-60.97814 17.5))",UTC-HGS-TOPO,POINT(10 18),"POLYGON((9.5 17.5,10.5 17.5,10.5 18.5,9.5 18.5,9.5 17.5))",2011-08-04 13:07:00,True,,11263,10.5,18.5,9.5,17.5,198.837,156.7824,18,10,253.21309902680784,1
358,358,2011-08-07 03:04:00,2011-08-07 03:24:00,C2.1,POINT(555.6006 215.1072),"POLYGON((550.9266 206.5392,563.3466 207.5742,560.1546 223.6614,547.8048 222.633,550.9266 206.5392))",POINT(0.630131699164267 291.164488415495),"POLYGON((0.622286 290.550732,0.63498 290.227139,0.637925 291.766091,0.625403 292.117285,0.622286 290.550732))",POINT(-66.63905 18),"POLYGON((-67.13905 17.5,-66.13905 17.5,-66.13905 18.5,-67.13905 18.5,-67.13905 17.5))",UTC-HGS-TOPO,POINT(38 18),"POLYGON((37.5 17.5,38.5 17.5,38.5 18.5,37.5 18.5,37.5 17.5))",2011-08-07 03:19:00,True,,11263,38.5,18.5,37.5,17.5,215.1072,555.6006,18,38,595.7878265055438,1
361,361,2011-08-07 09:23:00,2011-08-07 09:29:00,C2.1,POINT(652.512 207.8196),"POLYGON((648.714 199.1544,659.7 200.3736,656.184 216.4704,645.252 215.2584,648.714 199.1544))",POINT(0.724253297392641 287.666240966584),"POLYGON((0.717684 287.066422,0.729173 286.895342,0.730769 288.257353,0.719392 288.448885,0.717684 287.066422))",POINT(-62.11923 17),"POLYGON((-62.61923 16.5,-61.61923 16.5,-61.61923 17.5,-62.61923 17.5,-62.61923 16.5))",UTC-HGS-TOPO,POINT(46 17),"POLYGON((45.5 16.5,46.5 16.5,46.5 17.5,45.5 17.5,45.5 16.5))",2011-08-07 09:27:00,True,,11263,46.5,17.5,45.5,16.5,207.8196,652.512,17,46,684.8071964342664,1
478,478,2011-09-23 15:01:00,2011-09-23 15:08:00,C2.1,POINT(-883.188 194.7084),"POLYGON((-887.52 187.5198,-882.564 185.6448,-878.736 201.8886,-883.668 203.7546,-887.52 187.5198))",POINT(0.946401097850222 77.5673967296346),"POLYGON((0.949245 78.069715,0.943766 78.121173,0.943506 77.060902,0.948974 77.015774,0.949245 78.069715))",POINT(-84.10752 14),"POLYGON((-84.60752 13.5,-83.60752 13.5,-83.60752 14.5,-84.60752 14.5,-84.60752 13.5))",UTC-HGS-TOPO,POINT(-72 14),"POLYGON((-72.5 13.5,-71.5 13.5,-71.5 14.5,-72.5 14.5,-72.5 13.5))",2011-09-23 15:06:00,True,,11302,-71.5,14.5,-72.5,13.5,194.7084,-883.188,14,-72,904.3961545553808,1
