,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
280,280,2011-07-17 07:52:00,2011-07-17 08:28:00,B4.9,POINT(639.774 274.1802),"POLYGON((636.366 265.8492,647.148 266.7144,643.044 282.4908,632.328 281.6316,636.366 265.8492))",POINT(0.737710005104938 293.197935514336),"POLYGON((0.730943 292.673293,0.741849 292.398429,0.744395 293.716001,0.73364 294.00764,0.730943 292.673293))",POINT(-143.50034 20),"POLYGON((-144.00034 19.5,-143.00034 19.5,-143.00034 20.5,-144.00034 20.5,-144.00034 19.5))",UTC-HGS-TOPO,POINT(46 20),"POLYGON((45.5 19.5,46.5 19.5,46.5 20.5,45.5 20.5,45.5 19.5))",2011-07-17 08:22:00,True,,11257,46.5,20.5,45.5,19.5,274.1802,639.774,20,46,696.0499645485517,1
116,116,2016-04-27 15:43:00,2016-04-27 15:55:00,B4.9,POINT(690.2529 -98.810334),"POLYGON((683.65626 -106.622604,694.83414 -107.554932,696.75918 -90.996042,685.5504 -90.060168,683.65626 -106.622604))",POINT(0.732027232489882 261.853403076447),"POLYGON((0.726391 261.135596,0.738137 261.200892,0.737682 262.559341,0.725887 262.515959,0.726391 261.135596))",POINT(-149.3257 -9),"POLYGON((-149.8257 -9.5,-148.8257 -9.5,-148.8257 -8.5,-149.8257 -8.5,-149.8257 -9.5))",UTC-HGS-TOPO,POINT(47 -9),"POLYGON((46.5 -9.5,47.5 -9.5,47.5 -8.5,46.5 -8.5,46.5 -9.5))",2016-04-27 15:48:00,True,,12537,47.5,-8.5,46.5,-9.5,-98.810334,690.2529,-9,47,697.2894291924994,1
137,137,2016-05-13 22:33:00,2016-05-13 22:42:00,B4.9,POINT(-168.552726 398.208558),"POLYGON((-176.729172 390.571752,-161.54451 390.719376,-160.404006 405.810948,-175.481478 405.664146,-176.729172 390.571752))",POINT(0.455736083353366 22.9418475845975),"POLYGON((0.451819 24.346198,0.445604 22.462846,0.459899 21.567292,0.465833 23.392258,0.451819 24.346198))",POINT(-62.60507 22),"POLYGON((-63.10507 21.5,-62.10507 21.5,-62.10507 22.5,-63.10507 22.5,-63.10507 21.5))",UTC-HGS-TOPO,POINT(-11 22),"POLYGON((-11.5 21.5,-10.5 21.5,-10.5 22.5,-11.5 22.5,-11.5 21.5))",2016-05-13 22:38:00,True,,12544,-10.5,22.5,-11.5,21.5,398.208558,-168.552726,22,-11,432.4119298845378,1
59,59,2013-02-28 14:34:00,2013-02-28 14:39:00,B4.9,POINT(-916.188 -206.028),"POLYGON((-915.936 -215.2134,-912.318 -213.2268,-916.296 -196.824,-919.926 -198.8208,-915.936 -215.2134))",POINT(0.97016188695092 102.673579745158),"POLYGON((0.972034 103.22268,0.967927 103.155021,0.968229 102.123143,0.97233 102.195582,0.972034 103.22268))",POINT(-161.71629 -14),"POLYGON((-162.21629 -14.5,-161.21629 -14.5,-161.21629 -13.5,-162.21629 -13.5,-162.21629 -14.5))",UTC-HGS-TOPO,POINT(-77 -14),"POLYGON((-77.5 -14.5,-76.5 -14.5,-76.5 -13.5,-77.5 -13.5,-77.5 -14.5))",2013-02-28 14:37:00,True,,11683,-76.5,-13.5,-77.5,-14.5,-206.028,-916.188,-14,-77,939.0676163770106,1
129,129,2010-08-15 08:16:00,2010-08-15 08:23:00,B4.9,POINT(812.676 211.8576),"POLYGON((811.056 203.0094,818.244 204.6414,814.158 220.6878,807.006 219.0654,811.056 203.0094))",POINT(0.887009742370614 284.611312969324),"POLYGON((0.883039 284.052558,0.890822 284.041542,0.890919 285.166307,0.88318 285.18722,0.883039 284.052558))",POINT(-12.71725 16),"POLYGON((-13.21725 15.5,-12.21725 15.5,-12.21725 16.5,-13.21725 16.5,-13.21725 15.5))",UTC-HGS-TOPO,POINT(63 16),"POLYGON((62.5 15.5,63.5 15.5,63.5 16.5,62.5 16.5,62.5 15.5))",2010-08-15 08:20:00,True,,11099,63.5,16.5,62.5,15.5,211.8576,812.676,16,63,839.8368434724449,1
20,20,2017-02-22 21:07:00,2017-02-22 21:18:00,B4.9,POINT(-610.03992 368.87016),"POLYGON((-617.75364 360.367866,-605.5047 361.706268,-602.26542 377.334204,-614.44902 376.002162,-617.75364 360.367866))",POINT(0.73552294248555 58.8400893668696),"POLYGON((0.737886 59.742762,0.727705 59.147456,0.73327 57.931837,0.743234 58.536125,0.737886 59.742762))",POINT(106.28619 17),"POLYGON((105.78619 16.5,106.78619 16.5,106.78619 17.5,105.78619 17.5,105.78619 16.5))",UTC-HGS-TOPO,POINT(-41 17),"POLYGON((-41.5 16.5,-40.5 16.5,-40.5 17.5,-41.5 17.5,-41.5 16.5))",2017-02-22 21:13:00,True,,12638,-40.5,17.5,-41.5,16.5,368.87016,-610.03992,17,-41,712.8912251753644,1
170,170,2017-07-11 01:58:00,2017-07-11 02:07:00,B4.9,POINT(-130.586466 -195.3771),"POLYGON((-138.51261 -203.37672,-122.317806 -203.535294,-122.620236 -187.357584,-138.855078 -187.198794,-138.51261 -203.37672))",POINT(0.249120411504014 146.241959750906),"POLYGON((0.26085 145.742623,0.25173 148.995561,0.237371 146.796388,0.24708 143.43375,0.26085 145.742623))",POINT(113.393 -8),"POLYGON((112.893 -8.5,113.893 -8.5,113.893 -7.5,112.893 -7.5,112.893 -8.5))",UTC-HGS-TOPO,POINT(-8 -8),"POLYGON((-8.5 -8.5,-7.5 -8.5,-7.5 -7.5,-8.5 -7.5,-8.5 -8.5))",2017-07-11 02:05:00,True,,12665,-7.5,-7.5,-8.5,-8.5,-195.3771,-130.586466,-8,-8,235.0000772484536,1
217,217,2017-08-21 00:50:00,2017-08-21 01:07:00,B4.9,POINT(48.92094 68.236488),"POLYGON((40.84094 59.898811,57.159662 60.001308,56.965741 76.577208,40.702381 76.475124,40.84094 59.898811))",POINT(0.088578035770691 324.362040036618),"POLYGON((0.076484 325.712574,0.087427 316.389391,0.10069 323.354462,0.091396 331.976737,0.076484 325.712574))",POINT(-57.22875 11),"POLYGON((-57.72875 10.5,-56.72875 10.5,-56.72875 11.5,-57.72875 11.5,-57.72875 10.5))",UTC-HGS-TOPO,POINT(3 11),"POLYGON((2.5 10.5,3.5 10.5,3.5 11.5,2.5 11.5,2.5 10.5))",2017-08-21 01:02:00,True,,12671,3.5,11.5,2.5,10.5,68.236488,48.92094,11,3,83.961161646667,1
558,558,2014-08-12 06:53:00,2014-08-12 07:09:00,B4.9,POINT(623.748 101.7708),"POLYGON((618.72 92.9412,630.798 94.1682,628.662 110.5962,616.626 109.374,618.72 92.9412))",POINT(0.667810930110507 279.266731564396),"POLYGON((0.661118 278.542829,0.673931 278.490654,0.674489 279.977558,0.66174 280.058223,0.661118 278.542829))",POINT(163.27419 11),"POLYGON((162.77419 10.5,163.77419 10.5,163.77419 11.5,162.77419 11.5,162.77419 10.5))",UTC-HGS-TOPO,POINT(42 11),"POLYGON((41.5 10.5,42.5 10.5,42.5 11.5,41.5 11.5,41.5 10.5))",2014-08-12 06:57:00,True,,12140,42.5,11.5,41.5,10.5,101.7708,623.748,11,42,631.9959360918707,1
570,570,2014-08-18 02:00:00,2014-08-18 02:07:00,B4.9,POINT(-835.458 97.2852),"POLYGON((-840.24 89.946,-832.854 88.2306,-830.562 104.6238,-837.918 106.3332,-840.24 89.946))",POINT(0.887875790090192 83.3580854524939),"POLYGON((0.892032 83.88987,0.884088 83.952774,0.883677 82.820411,0.891607 82.767727,0.892032 83.88987))",POINT(-18.347481 9),"POLYGON((-18.847481 8.5,-17.847481 8.5,-17.847481 9.5,-18.847481 9.5,-18.847481 8.5))",UTC-HGS-TOPO,POINT(-63 9),"POLYGON((-63.5 8.5,-62.5 8.5,-62.5 9.5,-63.5 9.5,-63.5 8.5))",2014-08-18 02:03:00,True,,12146,-62.5,9.5,-63.5,8.5,97.2852,-835.458,9,-63,841.1031327388099,1
