,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
173,173,2011-04-22 15:47:00,2011-04-22 16:11:00,M1.2,POINT(-522.3816 -229.686),"POLYGON((-527.337 -238.1712,-514.3764 -237.3882,-517.3092 -221.1852,-530.343 -221.973,-527.337 -238.1712))",POINT(0.598130358537702 113.73461517089),"POLYGON((0.606495 114.306264,0.593796 114.773644,0.589708 113.150034,0.602611 112.711558,0.606495 114.306264))",POINT(-171.10887 -18),"POLYGON((-171.60887 -18.5,-170.60887 -18.5,-170.60887 -17.5,-171.60887 -17.5,-171.60887 -18.5))",UTC-HGS-TOPO,POINT(-35 -18),"POLYGON((-35.5 -18.5,-34.5 -18.5,-34.5 -17.5,-35.5 -17.5,-35.5 -18.5))",2011-04-22 15:53:00,True,,11195,-34.5,-17.5,-35.5,-18.5,-229.686,-522.3816,-18,-35,570.6471717397361,1
430,430,2011-09-09 12:39:00,2011-09-09 12:56:00,M1.2,POINT(733.104 140.7864),"POLYGON((729.54 131.7798,739.512 133.3896,736.536 149.784,726.606 148.182,729.54 131.7798))",POINT(0.784101270718917 280.870819176378),"POLYGON((0.778688 280.239161,0.789296 280.224793,0.789471 281.495074,0.778915 281.526676,0.778688 280.239161))",POINT(-133.97843 13),"POLYGON((-134.47843 12.5,-133.47843 12.5,-133.47843 13.5,-134.47843 13.5,-134.47843 12.5))",UTC-HGS-TOPO,POINT(52 13),"POLYGON((51.5 12.5,52.5 12.5,52.5 13.5,51.5 13.5,51.5 12.5))",2011-09-09 12:49:00,True,,11283,52.5,13.5,51.5,12.5,140.7864,733.104,13,52,746.5000236041254,1
488,488,2011-09-24 21:23:00,2011-09-24 21:32:00,M1.2,POINT(770.628 -500.3868),"POLYGON((764.016 -508.2492,769.65 -506.5896,777.15 -492.4758,771.468 -494.151,764.016 -508.2492))",POINT(0.961172883041506 237.003392758284),"POLYGON((0.95991 236.36681,0.963867 236.646777,0.962447 237.637783,0.958376 237.359082,0.95991 236.36681))",POINT(38.19267 -29),"POLYGON((37.69267 -29.5,38.69267 -29.5,38.69267 -28.5,37.69267 -28.5,37.69267 -29.5))",UTC-HGS-TOPO,POINT(67 -29),"POLYGON((66.5 -29.5,67.5 -29.5,67.5 -28.5,66.5 -28.5,66.5 -29.5))",2011-09-24 21:27:00,True,,11303,67.5,-28.5,66.5,-29.5,-500.3868,770.628,-29,67,918.8332079317987,1
513,513,2011-09-28 13:24:00,2011-09-28 13:30:00,M1.2,POINT(-49.02486 103.197),"POLYGON((-57.29934 94.908,-40.94076 94.806,-40.77576 111.4872,-57.06846 111.5886,-57.29934 94.908))",POINT(0.119391206751002 25.4105651450886),"POLYGON((0.115852 31.120876,0.107915 23.356484,0.124052 20.089683,0.130975 27.086037,0.115852 31.120876))",POINT(-80.20745 13),"POLYGON((-80.70745 12.5,-79.70745 12.5,-79.70745 13.5,-80.70745 13.5,-80.70745 12.5))",UTC-HGS-TOPO,POINT(-3 13),"POLYGON((-3.5 12.5,-2.5 12.5,-2.5 13.5,-3.5 13.5,-3.5 12.5))",2011-09-28 13:28:00,True,,11302,-2.5,13.5,-3.5,12.5,103.197,-49.02486,13,-3,114.24997902415387,1
520,520,2011-10-01 08:56:00,2011-10-01 10:17:00,M1.2,POINT(99.045 55.5951),"POLYGON((90.9546 47.11452,107.4252 47.31678,107.0946 64.0794,90.675 63.8778,90.9546 47.11452))",POINT(0.118596172829155 299.305999627365),"POLYGON((0.106956 297.384175,0.122567 293.771695,0.130312 300.893935,0.115813 305.16354,0.106956 297.384175))",POINT(-108.34025 10),"POLYGON((-108.84025 9.5,-107.84025 9.5,-107.84025 10.5,-108.84025 10.5,-108.84025 9.5))",UTC-HGS-TOPO,POINT(6 10),"POLYGON((5.5 9.5,6.5 9.5,6.5 10.5,5.5 10.5,5.5 9.5))",2011-10-01 09:59:00,True,,11305,6.5,10.5,5.5,9.5,55.5951,99.045,10,6,113.58136805396384,1
590,590,2011-11-06 00:46:00,2011-11-06 01:24:00,M1.2,POINT(-519.8826 296.5308),"POLYGON((-528.078 288.7668,-515.1 288.1596,-511.6506 304.2774,-524.5422 304.8804,-528.078 288.7668))",POINT(0.618749267924119 60.3004157479531),"POLYGON((0.622232 61.329013,0.610188 60.776278,0.615426 59.260151,0.627231 59.833501,0.622232 61.329013))",POINT(100.30623 21),"POLYGON((99.80623 20.5,100.80623 20.5,100.80623 21.5,99.80623 21.5,99.80623 20.5))",UTC-HGS-TOPO,POINT(-35 21),"POLYGON((-35.5 20.5,-34.5 20.5,-34.5 21.5,-35.5 21.5,-35.5 20.5))",2011-11-06 01:03:00,True,,11339,-34.5,21.5,-35.5,20.5,296.5308,-519.8826,21,-35,598.5051655010171,1
607,607,2011-11-15 09:03:00,2011-11-15 09:23:00,M1.2,POINT(876.822 319.041),"POLYGON((877.374 310.6686,881.712 311.4114,876.126 327.387,871.812 326.6502,877.374 310.6686))",POINT(0.962475433158085 289.994454240226),"POLYGON((0.960093 289.498501,0.964568 289.452685,0.96478 290.489494,0.960346 290.539951,0.960093 289.498501))",POINT(86.099812 20),"POLYGON((85.599812 19.5,86.599812 19.5,86.599812 20.5,85.599812 20.5,85.599812 19.5))",UTC-HGS-TOPO,POINT(74 20),"POLYGON((73.5 19.5,74.5 19.5,74.5 20.5,73.5 20.5,73.5 19.5))",2011-11-15 09:12:00,True,,11348,74.5,20.5,73.5,19.5,319.041,876.822,20,74,933.0616160602685,1
710,710,2011-12-30 03:03:00,2011-12-30 03:13:00,M1.2,POINT(-782.478 -424.9536),"POLYGON((-782.22 -432.9132,-775.644 -432.2958,-782.58 -416.9592,-789.222 -417.5832,-782.22 -432.9132))",POINT(0.913092120841068 118.505808133323),"POLYGON((0.916784 118.961973,0.910581 119.132581,0.909301 118.048724,0.915616 117.883648,0.916784 118.961973))",POINT(78.42491 -27),"POLYGON((77.92491 -27.5,78.92491 -27.5,78.92491 -26.5,77.92491 -26.5,77.92491 -27.5))",UTC-HGS-TOPO,POINT(-64 -27),"POLYGON((-64.5 -27.5,-63.5 -27.5,-63.5 -26.5,-64.5 -26.5,-64.5 -27.5))",2011-12-30 03:09:00,True,,11389,-63.5,-26.5,-64.5,-27.5,-424.9536,-782.478,-27,-64,890.4253942004125,1
92,92,2015-02-04 02:08:00,2015-02-04 02:21:00,M1.2,POINT(232.812 269.646),"POLYGON((224.9964 261.6642,241.3134 261.219,240.5664 277.6002,224.2998 278.0442,224.9964 261.6642))",POINT(0.366171946543461 319.19271738594),"POLYGON((0.354713 319.308851,0.365532 317.268333,0.37757 319.088026,0.367193 321.106689,0.354713 319.308851))",POINT(-22.97877 10),"POLYGON((-23.47877 9.5,-22.47877 9.5,-22.47877 10.5,-23.47877 10.5,-23.47877 9.5))",UTC-HGS-TOPO,POINT(14 10),"POLYGON((13.5 9.5,14.5 9.5,14.5 10.5,13.5 10.5,13.5 9.5))",2015-02-04 02:15:00,True,,12277,14.5,10.5,13.5,9.5,269.646,232.812,10,14,356.2448493101339,1
313,313,2015-05-05 13:45:00,2015-05-05 13:56:00,M1.2,POINT(-888.126 261.4092),"POLYGON((-892.188 252.912,-888.09 253.9476,-883.938 269.883,-888.018 268.8516,-892.188 252.912))",POINT(0.973633127796837 73.5988420802137),"POLYGON((0.975257 74.173352,0.97141 74.042222,0.971974 73.021578,0.975763 73.156067,0.975257 74.173352))",POINT(134.79444 15),"POLYGON((134.29444 14.5,135.29444 14.5,135.29444 15.5,134.29444 15.5,134.29444 14.5))",UTC-HGS-TOPO,POINT(-75 15),"POLYGON((-75.5 14.5,-74.5 14.5,-74.5 15.5,-75.5 15.5,-75.5 14.5))",2015-05-05 13:53:00,True,,12339,-74.5,15.5,-75.5,14.5,261.4092,-888.126,15,-75,925.7983375015533,1
