,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
26,26,2011-02-16 15:27:00,2011-02-16 15:37:00,C7.7,POINT(498.7404 -238.887),"POLYGON((490.4448 -246.591,503.7846 -247.62,507.0024 -231.1752,493.5774 -230.139,490.4448 -246.591))",POINT(0.569683416270339 244.406480997915),"POLYGON((0.565509 243.307183,0.578286 243.824979,0.57403 245.488688,0.561024 245.0019,0.565509 243.307183))",POINT(34.140732 -20),"POLYGON((33.640732 -20.5,34.640732 -20.5,34.640732 -19.5,33.640732 -19.5,33.640732 -20.5))",UTC-HGS-TOPO,POINT(33 -20),"POLYGON((32.5 -20.5,33.5 -20.5,33.5 -19.5,32.5 -19.5,32.5 -20.5))",2011-02-16 15:32:00,True,,11158,33.5,-19.5,32.5,-20.5,-238.887,498.7404,-20,33,552.999986764159,1
65,65,2011-03-08 23:10:00,2011-03-08 23:19:00,C7.7,POINT(-33.44982 271.3956),"POLYGON((-41.8641 263.2158,-25.12362 263.2902,-25.05372 279.5448,-41.74758 279.4704,-41.8641 263.2158))",POINT(0.283061566519919 7.02633508753589),"POLYGON((0.275893 9.037118,0.273783 5.450762,0.290531 5.121352,0.292504 8.496079,0.275893 9.037118))",POINT(91.470846 9),"POLYGON((90.970846 8.5,91.970846 8.5,91.970846 9.5,90.970846 9.5,90.970846 8.5))",UTC-HGS-TOPO,POINT(-2 9),"POLYGON((-2.5 8.5,-1.5 8.5,-1.5 9.5,-2.5 9.5,-2.5 8.5))",2011-03-08 23:14:00,True,,11166,-1.5,9.5,-2.5,8.5,271.3956,-33.44982,9,-2,273.44919483771093,1
169,169,2011-04-22 11:07:00,2011-04-22 11:37:00,C7.7,POINT(-541.0848 -197.7342),"POLYGON((-546.1566 -206.301,-533.2164 -205.4856,-535.8978 -189.1542,-548.9028 -189.9744,-546.1566 -206.301))",POINT(0.603795524328717 110.074341307856),"POLYGON((0.611906 110.693171,0.59893 111.075166,0.595639 109.441347,0.60879 109.090657,0.611906 110.693171))",POINT(-169.54038 -16),"POLYGON((-170.04038 -16.5,-169.04038 -16.5,-169.04038 -15.5,-170.04038 -15.5,-170.04038 -16.5))",UTC-HGS-TOPO,POINT(-36 -16),"POLYGON((-36.5 -16.5,-35.5 -16.5,-35.5 -15.5,-36.5 -15.5,-36.5 -16.5))",2011-04-22 11:25:00,True,,11195,-35.5,-15.5,-36.5,-16.5,-197.7342,-541.0848,-16,-36,576.0829581238105,1
209,209,2011-05-28 08:43:00,2011-05-28 09:06:00,C7.7,POINT(-858.156 -335.103),"POLYGON((-857.04 -342.9588,-853.38 -342.6816,-859.122 -327.2202,-862.806 -327.5004,-857.04 -342.9588))",POINT(0.973507893645525 111.330244434429),"POLYGON((0.975463 111.809639,0.971764 111.878324,0.971463 110.850709,0.975207 110.785557,0.975463 111.809639))",POINT(35.7955 -21),"POLYGON((35.2955 -21.5,36.2955 -21.5,36.2955 -20.5,35.2955 -20.5,35.2955 -21.5))",UTC-HGS-TOPO,POINT(-76 -21),"POLYGON((-76.5 -21.5,-75.5 -21.5,-75.5 -20.5,-76.5 -20.5,-76.5 -21.5))",2011-05-28 09:01:00,True,,11226,-75.5,-20.5,-76.5,-21.5,-335.103,-858.156,-21,-76,921.2631225361188,1
218,218,2011-05-29 11:36:00,2011-05-29 11:42:00,C7.7,POINT(-763.326 -362.835),"POLYGON((-764.088 -370.569,-756.78 -370.3554,-762.42 -355.0728,-769.782 -355.2894,-764.088 -370.569))",POINT(0.89327310673999 115.423342182358),"POLYGON((0.897537 115.872555,0.890495 116.076348,0.888914 114.972248,0.896069 114.775472,0.897537 115.872555))",POINT(35.973597 -23),"POLYGON((35.473597 -23.5,36.473597 -23.5,36.473597 -22.5,35.473597 -22.5,35.473597 -23.5))",UTC-HGS-TOPO,POINT(-61 -23),"POLYGON((-61.5 -23.5,-60.5 -23.5,-60.5 -22.5,-61.5 -22.5,-61.5 -23.5))",2011-05-29 11:39:00,True,,11226,-60.5,-22.5,-61.5,-23.5,-362.835,-763.326,-23,-61,845.1720650264061,1
255,255,2011-06-21 01:22:00,2011-06-21 04:27:00,C7.7,POINT(126.8046 234.6816),"POLYGON((119.2212 226.6308,135.006 226.6938,134.3292 242.7162,118.6236 242.6538,119.2212 226.6308))",POINT(0.282668367749007 331.616488584894),"POLYGON((0.271359 332.252977,0.279596 329.224365,0.293964 331.038041,0.286217 333.947867,0.271359 332.252977))",POINT(166.20344 16),"POLYGON((165.70344 15.5,166.70344 15.5,166.70344 16.5,165.70344 16.5,165.70344 15.5))",UTC-HGS-TOPO,POINT(8 16),"POLYGON((7.5 15.5,8.5 15.5,8.5 16.5,7.5 16.5,7.5 15.5))",2011-06-21 03:25:00,True,,11236,8.5,16.5,7.5,15.5,234.6816,126.8046,16,8,266.74868314524065,1
369,369,2011-08-08 22:00:00,2011-08-08 22:20:00,C7.7,POINT(800.814 195.3078),"POLYGON((798.768 186.4872,806.478 188.007,802.716 204.114,795.042 202.602,798.768 186.4872))",POINT(0.871558320583238 283.706104197398),"POLYGON((0.867289 283.141369,0.875593 283.122487,0.87576 284.266769,0.867503 284.296504,0.867289 283.141369))",POINT(-67.29256 15),"POLYGON((-67.79256 14.5,-66.79256 14.5,-66.79256 15.5,-67.79256 15.5,-67.79256 14.5))",UTC-HGS-TOPO,POINT(61 15),"POLYGON((60.5 14.5,61.5 14.5,61.5 15.5,60.5 15.5,60.5 14.5))",2011-08-08 22:09:00,True,,11263,61.5,15.5,60.5,14.5,195.3078,800.814,15,61,824.2864789239478,1
517,517,2011-09-30 03:37:00,2011-09-30 04:13:00,C7.7,POINT(-165.3858 22.1988),"POLYGON((-173.7696 13.98366,-157.3824 13.64274,-156.9966 30.4212,-173.3436 30.7611,-173.7696 13.98366))",POINT(0.174298238665672 82.3552032451218),"POLYGON((0.182093 85.399184,0.165006 85.045683,0.167037 79.03371,0.18389 79.937198,0.182093 85.399184))",POINT(-108.22102 8),"POLYGON((-108.72102 7.5,-107.72102 7.5,-107.72102 8.5,-108.72102 8.5,-108.72102 7.5))",UTC-HGS-TOPO,POINT(-10 8),"POLYGON((-10.5 7.5,-9.5 7.5,-9.5 8.5,-10.5 8.5,-10.5 7.5))",2011-09-30 04:00:00,True,,11305,-9.5,8.5,-10.5,7.5,22.1988,-165.3858,8,-10,166.8689592556986,1
687,687,2011-12-25 20:23:00,2011-12-25 20:33:00,C7.7,POINT(371.7546 -318.4554),"POLYGON((363.2208 -326.3988,377.7324 -326.637,380.2806 -310.4904,365.6712 -310.2498,363.2208 -326.3988))",POINT(0.502053462282796 229.415715023685),"POLYGON((0.500847 228.056386,0.512174 229.149005,0.50352 230.769149,0.491845 229.687419,0.500847 228.056386))",POINT(-137.22948 -21),"POLYGON((-137.72948 -21.5,-136.72948 -21.5,-136.72948 -20.5,-137.72948 -20.5,-137.72948 -21.5))",UTC-HGS-TOPO,POINT(24 -21),"POLYGON((23.5 -21.5,24.5 -21.5,24.5 -20.5,23.5 -20.5,23.5 -21.5))",2011-12-25 20:29:00,True,,11387,24.5,-20.5,23.5,-21.5,-318.4554,371.7546,-21,24,489.5051832313116,1
713,713,2015-10-01 09:19:00,2015-10-01 09:52:00,C7.7,POINT(773.922 -435.7518),"POLYGON((767.292 -443.9394,774.396 -442.335,780.456 -427.5216,773.298 -429.1374,767.292 -443.9394))",POINT(0.927312653761438 240.618593724506),"POLYGON((0.925538 239.947207,0.931134 240.264992,0.929104 241.286761,0.923374 240.972161,0.925538 239.947207))",POINT(104.019834 -24),"POLYGON((103.519834 -24.5,104.519834 -24.5,104.519834 -23.5,103.519834 -23.5,103.519834 -24.5))",UTC-HGS-TOPO,POINT(62 -24),"POLYGON((61.5 -24.5,62.5 -24.5,62.5 -23.5,61.5 -23.5,61.5 -24.5))",2015-10-01 09:34:00,True,,12422,62.5,-23.5,61.5,-24.5,-435.7518,773.922,-24,62,888.1637761625047,1
418,418,2012-07-06 04:52:00,2012-07-06 05:24:00,C7.7,POINT(557.2194 -319.2774),"POLYGON((549.4896 -327.3288,561.8778 -326.7276,564.897 -311.196,552.4428 -311.7996,549.4896 -327.3288))",POINT(0.680849678233009 240.188012348643),"POLYGON((0.67808 239.217909,0.689076 239.82233,0.683749 241.150079,0.672529 240.559548,0.67808 239.217909))",POINT(-155.05676 -17),"POLYGON((-155.55676 -17.5,-154.55676 -17.5,-154.55676 -16.5,-155.55676 -16.5,-155.55676 -17.5))",UTC-HGS-TOPO,POINT(38 -17),"POLYGON((37.5 -17.5,38.5 -17.5,38.5 -16.5,37.5 -16.5,37.5 -17.5))",2012-07-06 04:59:00,True,,11515,38.5,-16.5,37.5,-17.5,-319.2774,557.2194,-17,38,642.208313467772,1
583,583,2013-10-26 18:50:00,2013-10-26 19:23:00,C7.7,POINT(444.8046 -271.9026),"POLYGON((436.6626 -280.3278,451.2186 -279.657,452.9058 -263.4504,438.2952 -264.123,436.6626 -280.3278))",POINT(0.540346813017626 238.563160276372),"POLYGON((0.537832 237.300428,0.550221 238.210126,0.543071 239.8139,0.530395 238.926228,0.537832 237.300428))",POINT(10.12204 -12),"POLYGON((9.62204 -12.5,10.62204 -12.5,10.62204 -11.5,9.62204 -11.5,9.62204 -12.5))",UTC-HGS-TOPO,POINT(28 -12),"POLYGON((27.5 -12.5,28.5 -12.5,28.5 -11.5,27.5 -11.5,27.5 -12.5))",2013-10-26 19:20:00,True,,11877,28.5,-11.5,27.5,-12.5,-271.9026,444.8046,-12,28,521.3273022467939,1
36,36,2010-02-08 04:04:00,2010-02-08 04:20:00,C7.7,POINT(15.90618 450.4224),"POLYGON((7.97988 442.8672,23.93718 442.8354,23.77644 457.9344,7.9263 457.9662,7.97988 442.8672))",POINT(0.463611836148556 357.977501956964),"POLYGON((0.455625 358.967718,0.456184 356.905925,0.471685 357.027811,0.471153 359.008446,0.455625 358.967718))",POINT(-108.70893 21),"POLYGON((-109.20893 20.5,-108.20893 20.5,-108.20893 21.5,-109.20893 21.5,-109.20893 20.5))",UTC-HGS-TOPO,POINT(1 21),"POLYGON((0.5 20.5,1.5 20.5,1.5 21.5,0.5 21.5,0.5 20.5))",2010-02-08 04:15:00,True,,11045,1.5,21.5,0.5,20.5,450.4224,15.90618,21,1,450.70316726638646,1
183,183,2014-03-09 14:33:00,2014-03-09 14:47:00,C7.7,POINT(-837.006 -283.5408),"POLYGON((-837.348 -292.4526,-831.222 -290.6382,-836.52 -274.6044,-842.682 -276.4314,-837.348 -292.4526))",POINT(0.915021257667281 108.714118500196),"POLYGON((0.918358 109.252292,0.91175 109.272267,0.911616 108.173455,0.918268 108.161437,0.918358 109.252292))",POINT(-47.841774 -20),"POLYGON((-48.341774 -20.5,-47.341774 -20.5,-47.341774 -19.5,-48.341774 -19.5,-48.341774 -20.5))",UTC-HGS-TOPO,POINT(-67 -20),"POLYGON((-67.5 -20.5,-66.5 -20.5,-66.5 -19.5,-67.5 -19.5,-67.5 -20.5))",2014-03-09 14:42:00,True,,12002,-66.5,-19.5,-67.5,-20.5,-283.5408,-837.006,-20,-67,883.727576406123,1
