,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
64,64,2011-03-08 02:24:00,2011-03-08 02:32:00,M1.3,POINT(903.006 -274.3632),"POLYGON((898.884 -281.4,901.872 -283.3614,906.996 -267.3132,903.996 -265.3398,898.884 -281.4))",POINT(0.976725485001576 253.099477186648),"POLYGON((0.974795 252.617017,0.978354 252.557673,0.97859 253.578506,0.975035 253.642046,0.974795 252.617017))",POINT(-176.12819 -18),"POLYGON((-176.62819 -18.5,-175.62819 -18.5,-175.62819 -17.5,-176.62819 -17.5,-176.62819 -18.5))",UTC-HGS-TOPO,POINT(79 -18),"POLYGON((78.5 -18.5,79.5 -18.5,79.5 -17.5,78.5 -17.5,78.5 -18.5))",2011-03-08 02:29:00,True,,11165,79.5,-17.5,78.5,-18.5,-274.3632,903.006,-18,79,943.7663914074499,1
81,81,2011-03-12 04:33:00,2011-03-12 04:48:00,M1.3,POINT(567.2886 181.8804),"POLYGON((560.8776 174.2172,574.488 172.9638,573.6018 189.5226,560.0124 190.7748,560.8776 174.2172))",POINT(0.617188457263909 287.776553300148),"POLYGON((0.608465 287.255597,0.621569 286.755719,0.625859 288.283966,0.612924 288.812013,0.608465 287.255597))",POINT(86.98345 5),"POLYGON((86.48345 4.5,87.48345 4.5,87.48345 5.5,86.48345 5.5,86.48345 4.5))",UTC-HGS-TOPO,POINT(36 5),"POLYGON((35.5 4.5,36.5 4.5,36.5 5.5,35.5 5.5,35.5 4.5))",2011-03-12 04:43:00,True,,11166,36.5,5.5,35.5,4.5,181.8804,567.2886,5,36,595.7321844538196,1
143,143,2011-04-15 17:02:00,2011-04-15 17:28:00,M1.3,POINT(303.2154 316.9008),"POLYGON((296.1582 309.2496,311.5524 308.7252,310.1916 324.522,294.8646 325.0446,296.1582 309.2496))",POINT(0.458834263154684 316.264260469794),"POLYGON((0.447947 316.238777,0.458847 314.73885,0.46964 316.29339,0.459113 317.787219,0.447947 316.238777))",POINT(-25.34995 14),"POLYGON((-25.84995 13.5,-24.84995 13.5,-24.84995 14.5,-25.84995 14.5,-25.84995 13.5))",UTC-HGS-TOPO,POINT(19 14),"POLYGON((18.5 13.5,19.5 13.5,19.5 14.5,18.5 14.5,18.5 13.5))",2011-04-15 17:12:00,True,,11190,19.5,14.5,18.5,13.5,316.9008,303.2154,14,19,438.59513886704207,1
239,239,2011-06-14 21:36:00,2011-06-14 22:10:00,M1.3,POINT(-889.524 241.173),"POLYGON((-893.304 233.3112,-889.776 233.07,-885.624 249.018,-889.134 249.2562,-893.304 233.3112))",POINT(0.976136048562695 74.8303155114399),"POLYGON((0.977863 75.36259,0.974184 75.321592,0.974366 74.295184,0.978013 74.339907,0.977863 75.36259))",POINT(162.70156 15),"POLYGON((162.20156 14.5,163.20156 14.5,163.20156 15.5,162.20156 15.5,162.20156 14.5))",UTC-HGS-TOPO,POINT(-77 15),"POLYGON((-77.5 14.5,-76.5 14.5,-76.5 15.5,-77.5 15.5,-77.5 14.5))",2011-06-14 21:47:00,True,,11236,-76.5,15.5,-77.5,14.5,241.173,-889.524,15,-77,921.638412016882,1
527,527,2011-10-02 17:19:00,2011-10-02 17:26:00,M1.3,POINT(786.588 87.7374),"POLYGON((783.006 78.633,792.222 80.2218,790.038 96.837,780.846 95.2536,783.006 78.633))",POINT(0.826085129084104 276.364563336026),"POLYGON((0.821366 275.734674,0.831103 275.782162,0.830766 276.988035,0.821042 276.955016,0.821366 275.734674))",POINT(-76.14497 9),"POLYGON((-76.64497 8.5,-75.64497 8.5,-75.64497 9.5,-76.64497 9.5,-76.64497 8.5))",UTC-HGS-TOPO,POINT(56 9),"POLYGON((55.5 8.5,56.5 8.5,56.5 9.5,55.5 9.5,55.5 8.5))",2011-10-02 17:23:00,True,,11302,56.5,9.5,55.5,8.5,87.7374,786.588,9,56,791.4660656672273,1
574,574,2011-10-22 10:00:00,2011-10-22 13:09:00,M1.3,POINT(851.808 387.6642),"POLYGON((853.512 379.302,856.896 380.6586,849.954 395.9922,846.594 394.6482,853.512 379.302))",POINT(0.971334974000937 294.470637256152),"POLYGON((0.969388 293.960434,0.973169 293.952211,0.973203 294.980736,0.969452 294.993047,0.969388 293.960434))",POINT(45.0381 25),"POLYGON((44.5381 24.5,45.5381 24.5,45.5381 25.5,44.5381 25.5,44.5381 24.5))",UTC-HGS-TOPO,POINT(77 25),"POLYGON((76.5 24.5,77.5 24.5,77.5 25.5,76.5 25.5,76.5 24.5))",2011-10-22 11:10:00,True,,11314,77.5,25.5,76.5,24.5,387.6642,851.808,25,77,935.8741372778928,1
15,15,2015-01-04 15:18:00,2015-01-04 15:53:00,M1.3,POINT(-33.94308 -61.689),"POLYGON((-42.37674 -70.2402,-25.43124 -70.2054,-25.48596 -53.13762,-42.46788 -53.1726,-42.37674 -70.2402))",POINT(0.072196107924477 151.179131436361),"POLYGON((0.084114 148.896925,0.076563 160.087561,0.060428 154.376609,0.069776 141.386346,0.084114 148.896925))",POINT(1.9848117 -7),"POLYGON((1.484812 -7.5,2.484812 -7.5,2.484812 -6.5,1.484812 -6.5,1.484812 -7.5))",UTC-HGS-TOPO,POINT(-2 -7),"POLYGON((-2.5 -7.5,-1.5 -7.5,-1.5 -6.5,-2.5 -6.5,-2.5 -7.5))",2015-01-04 15:36:00,True,,12253,-1.5,-6.5,-2.5,-7.5,-61.689,-33.94308,-7,-2,70.4106909558939,1
422,422,2015-06-13 07:20:00,2015-06-13 07:47:00,M1.3,POINT(907.53 177.7836),"POLYGON((907.35 169.5786,910.65 169.7748,907.566 185.9742,904.278 185.7792,907.35 169.5786))",POINT(0.979353040675053 281.083784976036),"POLYGON((0.977532 280.58613,0.981006 280.560561,0.981095 281.580471,0.977642 281.609581,0.977532 280.58613))",POINT(135.378285 11),"POLYGON((134.878285 10.5,135.878285 10.5,135.878285 11.5,134.878285 11.5,134.878285 10.5))",UTC-HGS-TOPO,POINT(78 11),"POLYGON((77.5 10.5,78.5 10.5,78.5 11.5,77.5 11.5,77.5 10.5))",2015-06-13 07:29:00,True,,12360,78.5,11.5,77.5,10.5,177.7836,907.53,11,78,924.7798166747369,1
71,71,2012-03-06 00:22:00,2012-03-06 00:31:00,M1.3,POINT(-611.562 353.943),"POLYGON((-619.188 345.3996,-606.912 346.7676,-603.864 362.4498,-616.08 361.0878,-619.188 345.3996))",POINT(0.731000702382646 59.939782711112),"POLYGON((0.733493 60.846055,0.72313 60.257913,0.728609 59.027077,0.73876 59.625203,0.733493 60.846055))",POINT(-59.40014 16),"POLYGON((-59.90014 15.5,-58.90014 15.5,-58.90014 16.5,-59.90014 16.5,-59.90014 15.5))",UTC-HGS-TOPO,POINT(-41 16),"POLYGON((-41.5 15.5,-40.5 15.5,-40.5 16.5,-41.5 16.5,-41.5 15.5))",2012-03-06 00:28:00,True,,11429,-40.5,16.5,-41.5,15.5,353.943,-611.562,16,-41,706.6001182373238,1
90,90,2012-03-17 20:32:00,2012-03-17 20:42:00,M1.3,POINT(384.234 -226.5546),"POLYGON((375.8202 -234.3354,390.1422 -235.1538,392.6352 -218.7672,378.2208 -217.9428,375.8202 -234.3354))",POINT(0.46294642337166 239.475266231707),"POLYGON((0.459667 238.055198,0.472784 238.921004,0.466491 240.874465,0.453053 240.048092,0.459667 238.055198))",POINT(-149.4375 -20),"POLYGON((-149.9375 -20.5,-148.9375 -20.5,-148.9375 -19.5,-149.9375 -19.5,-149.9375 -20.5))",UTC-HGS-TOPO,POINT(25 -20),"POLYGON((24.5 -20.5,25.5 -20.5,25.5 -19.5,24.5 -19.5,24.5 -20.5))",2012-03-17 20:39:00,True,,11434,25.5,-19.5,24.5,-20.5,-226.5546,384.234,-20,25,446.05241119980514,1
184,184,2012-05-05 22:56:00,2012-05-05 23:04:00,M1.3,POINT(-907.95 163.9812),"POLYGON((-911.232 155.3022,-907.05 156.3186,-904.536 172.6464,-908.706 171.6318,-911.232 155.3022))",POINT(0.970564447789549 79.7623993376066),"POLYGON((0.972387 80.327954,0.968231 80.221846,0.968698 79.194076,0.972809 79.30426,0.972387 80.327954))",POINT(-177.60701 9),"POLYGON((-178.10701 8.5,-177.10701 8.5,-177.10701 9.5,-178.10701 9.5,-178.10701 8.5))",UTC-HGS-TOPO,POINT(-75 9),"POLYGON((-75.5 8.5,-74.5 8.5,-74.5 9.5,-75.5 9.5,-75.5 8.5))",2012-05-05 23:01:00,True,,11476,-74.5,9.5,-75.5,8.5,163.9812,-907.95,9,-75,922.6391691519711,1
189,189,2012-05-06 17:41:00,2012-05-06 17:52:00,M1.3,POINT(-842.91 190.4778),"POLYGON((-847.71 181.8792,-840.582 182.8038,-837.99 199.059,-845.094 198.1362,-847.71 181.8792))",POINT(0.909221548405878 77.2663776193181),"POLYGON((0.912208 77.890571,0.905082 77.730763,0.906217 76.637427,0.913269 76.805065,0.912208 77.890571))",POINT(-176.93531 10),"POLYGON((-177.43531 9.5,-176.43531 9.5,-176.43531 10.5,-177.43531 10.5,-177.43531 9.5))",UTC-HGS-TOPO,POINT(-64 10),"POLYGON((-64.5 9.5,-63.5 9.5,-63.5 10.5,-64.5 10.5,-64.5 9.5))",2012-05-06 17:47:00,True,,11476,-63.5,10.5,-64.5,9.5,190.4778,-842.91,10,-64,864.1637925722414,1
397,397,2012-07-04 14:35:00,2012-07-04 14:42:00,M1.3,POINT(278.3412 -341.3808),"POLYGON((270.0756 -349.212,284.9772 -348.9252,286.6062 -333.519,271.6194 -333.8064,270.0756 -349.212))",POINT(0.466974676804622 219.191715297461),"POLYGON((0.468027 217.717857,0.47762 219.239497,0.466208 220.673784,0.456248 219.135366,0.468027 217.717857))",POINT(-153.94452 -18),"POLYGON((-154.44452 -18.5,-153.44452 -18.5,-153.44452 -17.5,-154.44452 -17.5,-154.44452 -18.5))",UTC-HGS-TOPO,POINT(18 -18),"POLYGON((17.5 -18.5,18.5 -18.5,18.5 -17.5,17.5 -17.5,17.5 -18.5))",2012-07-04 14:40:00,True,,11515,18.5,-17.5,17.5,-18.5,-341.3808,278.3412,-18,18,440.4709686529636,1
424,424,2012-07-06 18:48:00,2012-07-06 19:05:00,M1.3,POINT(699.012 -326.4918),"POLYGON((692.07 -334.5942,701.88 -333.8268,705.882 -318.36,696.018 -319.131,692.07 -334.5942))",POINT(0.817920183870127 244.963845849974),"POLYGON((0.81496 244.197686,0.823986 244.563396,0.820943 245.724138,0.811762 245.368085,0.81496 244.197686))",POINT(-149.74049 -18),"POLYGON((-150.24049 -18.5,-149.24049 -18.5,-149.24049 -17.5,-150.24049 -17.5,-150.24049 -18.5))",UTC-HGS-TOPO,POINT(51 -18),"POLYGON((50.5 -18.5,51.5 -18.5,51.5 -17.5,50.5 -17.5,50.5 -18.5))",2012-07-06 18:55:00,True,,11515,51.5,-17.5,50.5,-18.5,-326.4918,699.012,-18,51,771.5015694159279,1
