,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
584,584,2015-08-24 07:08:00,2015-08-24 07:15:00,C6.7,POINT(64.1802 -356.4924),"POLYGON((56.034 -364.2456,72.0138 -364.1076,72.354 -348.7026,56.29842 -348.8412,56.034 -364.2456))",POINT(0.381908345567509 190.205774582693),"POLYGON((0.388558 188.745581,0.391331 191.187667,0.375484 191.722239,0.372558 189.167743,0.388558 188.745581))",POINT(-171.01959 -15),"POLYGON((-171.51959 -15.5,-170.51959 -15.5,-170.51959 -14.5,-171.51959 -14.5,-171.51959 -15.5))",UTC-HGS-TOPO,POINT(4 -15),"POLYGON((3.5 -15.5,4.5 -15.5,4.5 -14.5,3.5 -14.5,3.5 -15.5))",2015-08-24 07:12:00,True,,12403,4.5,-14.5,3.5,-15.5,-356.4924,64.1802,-15,4,362.22359024475475,1
651,651,2015-09-17 21:07:00,2015-09-17 21:19:00,C6.7,POINT(188.3322 -420.0024),"POLYGON((180.042 -427.6938,195.456 -427.278,196.641 -412.2702,181.1334 -412.6878,180.042 -427.6938))",POINT(0.482422979326557 204.151818948332),"POLYGON((0.486353 202.829148,0.49245 204.581468,0.478724 205.499796,0.472356 203.69722,0.486353 202.829148))",POINT(-127.69122 -19),"POLYGON((-128.19122 -19.5,-127.19122 -19.5,-127.19122 -18.5,-128.19122 -18.5,-128.19122 -19.5))",UTC-HGS-TOPO,POINT(12 -19),"POLYGON((11.5 -19.5,12.5 -19.5,12.5 -18.5,11.5 -18.5,11.5 -19.5))",2015-09-17 21:15:00,True,,12415,12.5,-18.5,11.5,-19.5,-420.0024,188.3322,-19,12,460.29450742171593,1
705,705,2015-09-30 02:45:00,2015-09-30 03:04:00,C6.7,POINT(618.438 -432.807),"POLYGON((610.65 -440.8752,621.756 -439.5828,626.172 -424.6956,614.988 -425.997,610.65 -440.8752))",POINT(0.788398175294465 235.014173247997),"POLYGON((0.786651 234.171585,0.795304 234.739609,0.790243 235.853266,0.781377 235.289981,0.786651 234.171585))",POINT(102.826371 -22),"POLYGON((102.326371 -22.5,103.326371 -22.5,103.326371 -21.5,102.326371 -21.5,102.326371 -22.5))",UTC-HGS-TOPO,POINT(44 -22),"POLYGON((43.5 -22.5,44.5 -22.5,44.5 -21.5,43.5 -21.5,43.5 -22.5))",2015-09-30 03:02:00,True,,12422,44.5,-21.5,43.5,-22.5,-432.807,618.438,-22,44,754.8426717488885,1
343,343,2012-06-29 01:18:00,2012-06-29 01:28:00,C6.7,POINT(-608.766 228.936),"POLYGON((-616.146 221.1636,-604.35 220.6764,-601.32 236.6946,-613.062 237.1788,-616.146 221.1636))",POINT(0.689482667325572 69.3904423755212),"POLYGON((0.693984 70.254565,0.68205 69.940502,0.68507 68.51416,0.696852 68.849756,0.693984 70.254565))",POINT(-140.43862 16),"POLYGON((-140.93862 15.5,-139.93862 15.5,-139.93862 16.5,-140.93862 16.5,-140.93862 15.5))",UTC-HGS-TOPO,POINT(-42 16),"POLYGON((-42.5 15.5,-41.5 15.5,-41.5 16.5,-42.5 16.5,-42.5 15.5))",2012-06-29 01:25:00,True,,11513,-41.5,16.5,-42.5,15.5,228.936,-608.766,16,-42,650.3904480018139,1
426,426,2012-07-07 04:13:00,2012-07-07 04:27:00,C6.7,POINT(823.35 236.1234),"POLYGON((822.018 227.7042,828.678 228.5838,824.538 244.524,817.914 243.6498,822.018 227.7042))",POINT(0.908071968494788 286.002031048857),"POLYGON((0.904291 285.483069,0.911345 285.421067,0.911775 286.518187,0.904779 286.588358,0.904291 285.483069))",POINT(-140.93339 16),"POLYGON((-141.43339 15.5,-140.43339 15.5,-140.43339 16.5,-141.43339 16.5,-141.43339 15.5))",UTC-HGS-TOPO,POINT(65 16),"POLYGON((64.5 15.5,65.5 15.5,65.5 16.5,64.5 16.5,64.5 15.5))",2012-07-07 04:19:00,True,,11513,65.5,16.5,64.5,15.5,236.1234,823.35,16,65,856.5392475114961,1
442,442,2012-07-08 14:35:00,2012-07-08 14:55:00,C6.7,POINT(872.586 -275.955),"POLYGON((868.182 -284.3088,872.472 -283.3044,876.864 -267.5766,872.55 -268.5852,868.182 -284.3088))",POINT(0.970228866194253 252.450460541195),"POLYGON((0.968498 251.867619,0.972492 252.010629,0.971925 253.030339,0.967865 252.890776,0.968498 251.867619))",POINT(-150.88488 -16),"POLYGON((-151.38488 -16.5,-150.38488 -16.5,-150.38488 -15.5,-151.38488 -15.5,-151.38488 -16.5))",UTC-HGS-TOPO,POINT(74 -16),"POLYGON((73.5 -16.5,74.5 -16.5,74.5 -15.5,73.5 -15.5,73.5 -16.5))",2012-07-08 14:43:00,True,,11515,74.5,-15.5,73.5,-16.5,-275.955,872.586,-16,74,915.1816701731957,1
637,637,2014-09-05 06:16:00,2014-09-05 07:18:00,C6.7,POINT(-862.812 -270.3198),"POLYGON((-863.712 -277.2588,-858.006 -279.1722,-861.762 -263.3604,-867.492 -261.4398,-863.712 -277.2588))",POINT(0.950648310318005 107.39582215277),"POLYGON((0.953756 107.797066,0.948666 108.023502,0.947431 106.993513,0.952609 106.771457,0.953756 107.797066))",POINT(95.48604 -14),"POLYGON((94.98604 -14.5,95.98604 -14.5,95.98604 -13.5,94.98604 -13.5,94.98604 -14.5))",UTC-HGS-TOPO,POINT(-69 -14),"POLYGON((-69.5 -14.5,-68.5 -14.5,-68.5 -13.5,-69.5 -13.5,-69.5 -14.5))",2014-09-05 06:54:00,True,,12157,-68.5,-13.5,-69.5,-14.5,-270.3198,-862.812,-14,-69,904.1666558859822,1
688,688,2014-10-01 02:40:00,2014-10-01 03:48:00,C6.7,POINT(843.564 -246.3036),"POLYGON((838.374 -255.2046,845.478 -253.4658,848.634 -237.378,841.5 -239.1222,838.374 -255.2046))",POINT(0.917577112039547 253.723265061409),"POLYGON((0.91504 253.069529,0.921615 253.311798,0.920106 254.37275,0.913431 254.136873,0.91504 253.069529))",POINT(-112.76549 -12),"POLYGON((-113.26549 -12.5,-112.26549 -12.5,-112.26549 -11.5,-113.26549 -11.5,-113.26549 -12.5))",UTC-HGS-TOPO,POINT(64 -12),"POLYGON((63.5 -12.5,64.5 -12.5,64.5 -11.5,63.5 -11.5,63.5 -12.5))",2014-10-01 03:06:00,True,,12172,64.5,-11.5,63.5,-12.5,-246.3036,843.564,-12,64,878.7864845734484,1
710,710,2014-10-17 15:34:00,2014-10-17 15:41:00,C6.7,POINT(-913.068 -265.6062),"POLYGON((-912.366 -272.8308,-909.348 -274.4286,-913.62 -258.363,-916.656 -256.7592,-912.366 -272.8308))",POINT(0.988211618569878 106.219407920429),"POLYGON((0.989636 106.648588,0.98711 106.793085,0.986688 105.790396,0.989273 105.647783,0.989636 106.648588))",POINT(-113.9427 -15),"POLYGON((-114.4427 -15.5,-113.4427 -15.5,-113.4427 -14.5,-114.4427 -14.5,-114.4427 -15.5))",UTC-HGS-TOPO,POINT(-79 -15),"POLYGON((-79.5 -15.5,-78.5 -15.5,-78.5 -14.5,-79.5 -14.5,-79.5 -15.5))",2014-10-17 15:39:00,True,,12192,-78.5,-14.5,-79.5,-15.5,-265.6062,-913.068,-15,-79,950.9152570562952,1
872,872,2014-11-29 08:16:00,2014-11-29 08:25:00,C6.7,POINT(-608.61 -315.1032),"POLYGON((-612.906 -323.0298,-600.756 -323.2542,-604.182 -307.1514,-616.404 -306.9264,-612.906 -323.0298))",POINT(0.704984292814241 117.372518330292),"POLYGON((0.712677 117.791304,0.701754 118.283763,0.697198 116.947674,0.708325 116.470117,0.712677 117.791304))",POINT(81.12677 -18),"POLYGON((80.62677 -18.5,81.62677 -18.5,81.62677 -17.5,80.62677 -17.5,80.62677 -18.5))",UTC-HGS-TOPO,POINT(-41 -18),"POLYGON((-41.5 -18.5,-40.5 -18.5,-40.5 -17.5,-41.5 -17.5,-41.5 -18.5))",2014-11-29 08:21:00,True,,12222,-40.5,-17.5,-41.5,-18.5,-315.1032,-608.61,-18,-41,685.3438252076398,1
