,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
60,60,2011-03-07 07:49:00,2011-03-07 07:56:00,M1.5,POINT(889.308 -304.4136),"POLYGON((884.802 -311.3856,888.024 -313.3146,893.682 -297.4272,890.442 -295.485,884.802 -311.3856))",POINT(0.972600301596129 251.10372444239),"POLYGON((0.970561 250.61166,0.974369 250.566026,0.974576 251.59199,0.970761 251.642049,0.970561 250.61166))",POINT(-166.92622 -20),"POLYGON((-167.42622 -20.5,-166.42622 -20.5,-166.42622 -19.5,-167.42622 -19.5,-167.42622 -20.5))",UTC-HGS-TOPO,POINT(78 -20),"POLYGON((77.5 -20.5,78.5 -20.5,78.5 -19.5,77.5 -19.5,77.5 -20.5))",2011-03-07 07:54:00,True,,11165,78.5,-19.5,77.5,-20.5,-304.4136,889.308,-20,78,939.9661476505203,1
688,688,2011-12-26 02:13:00,2011-12-26 02:36:00,M1.5,POINT(497.6376 -320.5818),"POLYGON((489.273 -328.4724,502.581 -328.7964,505.9704 -312.6696,492.573 -312.3432,489.273 -328.4724))",POINT(0.607126834910514 237.210067995068),"POLYGON((0.604406 236.124646,0.615967 236.806657,0.610024 238.285582,0.598199 237.620995,0.604406 236.124646))",POINT(-131.43106 -21),"POLYGON((-131.93106 -21.5,-130.93106 -21.5,-130.93106 -20.5,-131.93106 -20.5,-131.93106 -21.5))",UTC-HGS-TOPO,POINT(33 -21),"POLYGON((32.5 -21.5,33.5 -21.5,33.5 -20.5,32.5 -20.5,32.5 -21.5))",2011-12-26 02:27:00,True,,11387,33.5,-20.5,32.5,-21.5,-320.5818,497.6376,-21,33,591.9593494700459,1
715,715,2011-12-31 16:16:00,2011-12-31 16:34:00,M1.5,POINT(-588.4272 -395.211),"POLYGON((-591.5346 -403.2474,-580.2072 -402.7482,-585.1812 -387.1446,-596.6058 -387.648,-591.5346 -403.2474))",POINT(0.726840984739183 123.886872332261),"POLYGON((0.734098 124.282139,0.724238 124.766273,0.719484 123.487853,0.729564 123.014025,0.734098 124.282139))",POINT(80.00078 -26),"POLYGON((79.50078 -26.5,80.50078 -26.5,80.50078 -25.5,79.50078 -25.5,79.50078 -26.5))",UTC-HGS-TOPO,POINT(-42 -26),"POLYGON((-42.5 -26.5,-41.5 -26.5,-41.5 -25.5,-42.5 -25.5,-42.5 -26.5))",2011-12-31 16:26:00,True,,11389,-41.5,-25.5,-42.5,-26.5,-395.211,-588.4272,-26,-42,708.8288257547375,1
485,485,2015-07-03 12:47:00,2015-07-03 12:53:00,M1.5,POINT(-846.114 -262.6104),"POLYGON((-847.014 -270.0996,-841.122 -270.9138,-845.07 -255.1008,-850.992 -254.2836,-847.014 -270.0996))",POINT(0.939229614432538 107.242898353514),"POLYGON((0.942523 107.686674,0.936838 107.853034,0.935841 106.79746,0.941605 106.63659,0.942523 107.686674))",POINT(81.6397 -15),"POLYGON((81.1397 -15.5,82.1397 -15.5,82.1397 -14.5,81.1397 -14.5,81.1397 -15.5))",UTC-HGS-TOPO,POINT(-68 -15),"POLYGON((-68.5 -15.5,-67.5 -15.5,-67.5 -14.5,-68.5 -14.5,-68.5 -15.5))",2015-07-03 12:51:00,True,,12378,-67.5,-14.5,-68.5,-15.5,-262.6104,-846.114,-15,-68,885.9306537106389,1
420,420,2012-07-06 08:17:00,2012-07-06 08:27:00,M1.5,POINT(581.7144 -318.2232),"POLYGON((574.0926 -326.2914,586.1304 -325.6614,589.2798 -310.1262,577.1772 -310.7586,574.0926 -326.2914))",POINT(0.702962860910142 241.319413326972),"POLYGON((0.700072 240.387822,0.71087 240.942901,0.705971 242.243063,0.69496 241.701485,0.700072 240.387822))",POINT(-154.94093 -17),"POLYGON((-155.44093 -17.5,-154.44093 -17.5,-154.44093 -16.5,-155.44093 -16.5,-155.44093 -17.5))",UTC-HGS-TOPO,POINT(40 -17),"POLYGON((39.5 -17.5,40.5 -17.5,40.5 -16.5,39.5 -16.5,39.5 -17.5))",2012-07-06 08:23:00,True,,11515,40.5,-16.5,39.5,-17.5,-318.2232,581.7144,-17,40,663.066850465019,1
335,335,2013-07-03 07:00:00,2013-07-03 07:18:00,M1.5,POINT(-917.418 -186.837),"POLYGON((16.53486 -35.07858,16.53486 -35.07858,16.53486 -35.07858,16.53486 -35.07858,16.53486 -35.07858))",POINT(0.992597377186739 101.511166046497),"POLYGON((0.041114 205.237609,0.041114 205.237609,0.041114 205.237609,0.041114 205.237609,0.041114 205.237609))",POINT(-14.074785 -11),"POLYGON((68.925215 1,68.925215 1,68.925215 1,68.925215 1,68.925215 1))",UTC-HGS-TOPO,POINT(-82 -11),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2013-07-03 07:08:00,True,,11787,1.0,1.0,1.0,1.0,-186.837,-917.418,-11,-82,936.2498872058675,1
420,420,2013-08-12 10:21:00,2013-08-12 10:47:00,M1.5,POINT(-295.8312 -373.4028),"POLYGON((-302.4876 -380.7012,-287.541 -381.294,-289.0884 -366.0696,-304.1154 -365.4738,-302.4876 -380.7012))",POINT(0.503368392726295 141.611707733676),"POLYGON((0.513781 141.530967,0.504608 142.979365,0.492871 141.701537,0.502382 140.235727,0.513781 141.530967))",POINT(-122.08328 -17),"POLYGON((-122.58328 -17.5,-121.58328 -17.5,-121.58328 -16.5,-122.58328 -16.5,-122.58328 -17.5))",UTC-HGS-TOPO,POINT(-19 -17),"POLYGON((-19.5 -17.5,-18.5 -17.5,-18.5 -16.5,-19.5 -16.5,-19.5 -17.5))",2013-08-12 10:41:00,True,,11817,-18.5,-16.5,-19.5,-17.5,-373.4028,-295.8312,-17,-19,476.38823446982815,1
271,271,2017-09-04 15:11:00,2017-09-04 15:33:00,M1.5,POINT(213.700452 -215.620812),"POLYGON((205.418184 -223.95984,221.55399 -223.48659,221.964852 -207.2559,205.799124 -207.729738,205.418184 -223.95984))",POINT(0.319208472734608 224.743716888565),"POLYGON((0.319545 222.527356,0.330896 224.751193,0.319318 226.962699,0.307467 224.732509,0.319545 222.527356))",POINT(119.91315 -6),"POLYGON((119.41315 -6.5,120.41315 -6.5,120.41315 -5.5,119.41315 -5.5,119.41315 -6.5))",UTC-HGS-TOPO,POINT(13 -6),"POLYGON((12.5 -6.5,13.5 -6.5,13.5 -5.5,12.5 -5.5,12.5 -6.5))",2017-09-04 15:30:00,True,,12673,13.5,-5.5,12.5,-6.5,-215.620812,213.700452,-6,13,303.5790140186631,1
80,80,2014-02-04 15:25:00,2014-02-04 16:49:00,M1.5,POINT(198.7308 -100.0104),"POLYGON((190.2042 -108.3024,206.4876 -108.6786,207.2568 -91.719,190.9128 -91.3416,190.2042 -108.3024))",POINT(0.22872077414073 243.286374853117),"POLYGON((0.22502 240.342784,0.23989 242.24126,0.233005 246.128791,0.217578 244.43137,0.22502 240.342784))",POINT(105.300048 -12),"POLYGON((104.800048 -12.5,105.800048 -12.5,105.800048 -11.5,104.800048 -11.5,104.800048 -12.5))",UTC-HGS-TOPO,POINT(12 -12),"POLYGON((11.5 -12.5,12.5 -12.5,12.5 -11.5,11.5 -11.5,11.5 -12.5))",2014-02-04 16:02:00,True,,11967,12.5,-11.5,11.5,-12.5,-100.0104,198.7308,-12,12,222.47698976927927,1
651,651,2014-09-14 02:03:00,2014-09-14 02:36:00,M1.5,POINT(702.954 -290.1282),"POLYGON((696.174 -298.7982,706.776 -297.2418,709.644 -281.4276,699 -282.9894,696.174 -298.7982))",POINT(0.797773347715141 247.572731260135),"POLYGON((0.794746 246.770968,0.804344 247.190319,0.800856 248.367924,0.7911 247.959489,0.794746 246.770968))",POINT(96.960235 -13),"POLYGON((96.460235 -13.5,97.460235 -13.5,97.460235 -12.5,96.460235 -12.5,96.460235 -13.5))",UTC-HGS-TOPO,POINT(49 -13),"POLYGON((48.5 -13.5,49.5 -13.5,49.5 -12.5,48.5 -12.5,48.5 -13.5))",2014-09-14 02:16:00,True,,12157,49.5,-12.5,48.5,-13.5,-290.1282,702.954,-13,49,760.4726810025721,1
