,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
470,470,2011-09-22 08:49:00,2011-09-22 09:09:00,C8.9,POINT(-916.488 231.7092),"POLYGON((-919.506 224.6478,-917.61 222.6942,-913.338 238.7592,-915.228 240.7026,-919.506 224.6478))",POINT(0.989571324343344 75.8116291050741),"POLYGON((0.990854 76.270807,0.988442 76.358658,0.988215 75.349932,0.990645 75.265037,0.990854 76.270807))",POINT(-78.4986932 15),"POLYGON((-78.998693 14.5,-77.998693 14.5,-77.998693 15.5,-78.998693 15.5,-78.998693 14.5))",UTC-HGS-TOPO,POINT(-83 15),"POLYGON((-83.5 14.5,-82.5 14.5,-82.5 15.5,-83.5 15.5,-83.5 14.5))",2011-09-22 09:05:00,True,,11302,-82.5,15.5,-83.5,14.5,231.7092,-916.488,15,-83,945.3250274422232,1
692,692,2011-12-27 04:11:00,2011-12-27 04:31:00,C8.9,POINT(-496.0602 -253.1598),"POLYGON((-501.5928 -261.5712,-487.7958 -261.2256,-490.4142 -244.7298,-504.285 -245.0778,-501.5928 -261.5712))",POINT(0.57116648040544 117.037079096133),"POLYGON((0.580164 117.541193,0.567488 118.170049,0.562102 116.520423,0.575021 115.919319,0.580164 117.541193))",POINT(149.31751 -17),"POLYGON((148.81751 -17.5,149.81751 -17.5,149.81751 -16.5,148.81751 -16.5,148.81751 -17.5))",UTC-HGS-TOPO,POINT(-32 -17),"POLYGON((-32.5 -17.5,-31.5 -17.5,-31.5 -16.5,-32.5 -16.5,-32.5 -17.5))",2011-12-27 04:22:00,True,,11386,-31.5,-16.5,-32.5,-17.5,-253.1598,-496.0602,-17,-32,556.9251353279722,1
36,36,2016-02-11 20:18:00,2016-02-11 21:28:00,C8.9,POINT(134.160444 262.17528),"POLYGON((125.996154 254.098086,142.67793 253.823754,142.280904 270.224016,125.64555 270.497766,125.996154 254.098086))",POINT(0.30311376802829 332.900246780683),"POLYGON((0.291909 333.625194,0.299685 330.659042,0.314317 332.231874,0.30697 335.085247,0.291909 333.625194))",POINT(91.321823 9),"POLYGON((90.821823 8.5,91.821823 8.5,91.821823 9.5,90.821823 9.5,90.821823 8.5))",UTC-HGS-TOPO,POINT(8 9),"POLYGON((7.5 8.5,8.5 8.5,8.5 9.5,7.5 9.5,7.5 8.5))",2016-02-11 21:03:00,True,,12497,8.5,9.5,7.5,8.5,262.17528,134.160444,9,8,294.5078983276265,1
240,240,2016-08-09 00:34:00,2016-08-09 00:52:00,C8.9,POINT(-871.07646 8.5296828),"POLYGON((-874.6011 1.142913,-868.20906 -0.533763,-867.4215 15.920266,-873.80778 17.594215,-874.6011 1.142913))",POINT(0.920950677812132 89.4389709421238),"POLYGON((0.924634 89.925127,0.917875 90.035225,0.917197 88.948537,0.923981 88.846499,0.924634 89.925127))",POINT(169.09179 3),"POLYGON((168.59179 2.5,169.59179 2.5,169.59179 3.5,168.59179 3.5,168.59179 2.5))",UTC-HGS-TOPO,POINT(-67 3),"POLYGON((-67.5 2.5,-66.5 2.5,-66.5 3.5,-67.5 3.5,-67.5 2.5))",2016-08-09 00:42:00,True,,12574,-66.5,3.5,-67.5,2.5,8.5296828,-871.07646,3,-67,871.1182208258533,1
129,129,2012-04-18 12:32:00,2012-04-18 12:50:00,C8.9,POINT(387.7524 -363.012),"POLYGON((379.389 -370.425,392.598 -371.0352,396.1158 -355.5798,382.788 -354.9636,379.389 -370.425))",POINT(0.556259055838639 226.887419972434),"POLYGON((0.555293 225.684936,0.565712 226.617438,0.557456 228.086747,0.546709 227.159894,0.555293 225.684936))",POINT(154.74881 -27),"POLYGON((154.24881 -27.5,155.24881 -27.5,155.24881 -26.5,154.24881 -26.5,154.24881 -27.5))",UTC-HGS-TOPO,POINT(27 -27),"POLYGON((26.5 -27.5,27.5 -27.5,27.5 -26.5,26.5 -26.5,26.5 -27.5))",2012-04-18 12:39:00,True,,11463,27.5,-26.5,26.5,-27.5,-363.012,387.7524,-27,27,531.1587670835905,1
343,343,2013-07-04 00:04:00,2013-07-04 00:13:00,C8.9,POINT(-762.84 -193.7598),"POLYGON((-766.236 -201.4404,-756.978 -202.1952,-759.318 -186.0618,-768.606 -185.3058,-766.236 -201.4404))",POINT(0.834438385189039 104.251631319217),"POLYGON((0.839962 104.72953,0.830679 104.955045,0.82884 103.768357,0.838219 103.554951,0.839962 104.72953))",POINT(3.513113 -10),"POLYGON((3.013113 -10.5,4.013113 -10.5,4.013113 -9.5,3.013113 -9.5,3.013113 -10.5))",UTC-HGS-TOPO,POINT(-55 -10),"POLYGON((-55.5 -10.5,-54.5 -10.5,-54.5 -9.5,-55.5 -9.5,-55.5 -10.5))",2013-07-04 00:08:00,True,,11785,-54.5,-9.5,-55.5,-10.5,-193.7598,-762.84,-10,-55,787.0627203063553,1
530,530,2013-10-16 14:26:00,2013-10-16 14:40:00,C8.9,POINT(430.8888 -453.2658),"POLYGON((422.502 -461.049,436.0026 -460.2816,439.26 -445.4382,425.6586 -446.211,422.502 -461.049))",POINT(0.650029343535713 223.550215069192),"POLYGON((0.649995 222.50192,0.658978 223.448322,0.650237 224.599887,0.64097 223.649629,0.649995 222.50192))",POINT(145.4303 -23),"POLYGON((144.9303 -23.5,145.9303 -23.5,145.9303 -22.5,144.9303 -22.5,144.9303 -23.5))",UTC-HGS-TOPO,POINT(29 -23),"POLYGON((28.5 -23.5,29.5 -23.5,29.5 -22.5,28.5 -22.5,28.5 -23.5))",2013-10-16 14:32:00,True,,11865,29.5,-22.5,28.5,-23.5,-453.2658,430.8888,-23,29,625.3919118561416,1
