,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
25,25,2011-02-16 14:19:00,2011-02-16 14:29:00,M1.6,POINT(485.286 -237.8976),"POLYGON((476.9586 -245.619,490.4496 -246.6198,493.5822 -230.1678,480.0048 -229.1598,476.9586 -245.619))",POINT(0.556760551474596 243.884915958797),"POLYGON((0.552667 242.752926,0.565521 243.304723,0.561036 244.999367,0.547943 244.479655,0.552667 242.752926))",POINT(33.7625642 -20),"POLYGON((33.262564 -20.5,34.262564 -20.5,34.262564 -19.5,33.262564 -19.5,33.262564 -20.5))",UTC-HGS-TOPO,POINT(32 -20),"POLYGON((31.5 -20.5,32.5 -20.5,32.5 -19.5,31.5 -19.5,31.5 -20.5))",2011-02-16 14:25:00,True,,11158,32.5,-19.5,31.5,-20.5,-237.8976,485.286,-20,32,540.4607015146985,1
474,474,2011-09-23 01:47:00,2011-09-23 02:10:00,M1.6,POINT(773.22 353.3232),"POLYGON((772.884 344.781,779.736 346.4196,773.412 361.8348,766.614 360.2106,772.884 344.781))",POINT(0.88974005468754 294.558050474778),"POLYGON((0.88574 294.041492,0.892989 293.954528,0.893661 295.072178,0.886498 295.167526,0.88574 294.041492))",POINT(58.17022 25),"POLYGON((57.67022 24.5,58.67022 24.5,58.67022 25.5,57.67022 25.5,57.67022 24.5))",UTC-HGS-TOPO,POINT(63 25),"POLYGON((62.5 24.5,63.5 24.5,63.5 25.5,62.5 25.5,62.5 24.5))",2011-09-23 01:59:00,True,,11295,63.5,25.5,62.5,24.5,353.3232,773.22,25,63,850.1214337129961,1
482,482,2011-09-23 21:54:00,2011-09-23 22:34:00,M1.6,POINT(842.508 339.7086),"POLYGON((843.342 331.0602,847.794 332.8392,841.536 348.3264,837.114 346.5618,843.342 331.0602))",POINT(0.950533848514396 291.959840560554),"POLYGON((0.947999 291.43286,0.953016 291.434695,0.953003 292.485515,0.948021 292.489357,0.947999 291.43286))",POINT(57.10701 23),"POLYGON((56.60701 22.5,57.60701 22.5,57.60701 23.5,56.60701 23.5,56.60701 22.5))",UTC-HGS-TOPO,POINT(73 23),"POLYGON((72.5 22.5,73.5 22.5,73.5 23.5,72.5 23.5,72.5 22.5))",2011-09-23 22:15:00,True,,11295,73.5,23.5,72.5,22.5,339.7086,842.508,23,73,908.4171194874962,1
200,200,2015-03-16 10:39:00,2015-03-16 11:17:00,M1.6,POINT(582.3138 -191.2014),"POLYGON((574.4688 -198.8214,586.9572 -200.073,590.1024 -183.5772,577.5474 -182.3178,574.4688 -198.8214))",POINT(0.635736164057347 251.822524445908),"POLYGON((0.630551 250.909464,0.643224 251.177568,0.641023 252.719406,0.628206 252.480349,0.630551 250.909464))",POINT(-169.51424 -17),"POLYGON((-170.01424 -17.5,-169.01424 -17.5,-169.01424 -16.5,-170.01424 -16.5,-170.01424 -17.5))",UTC-HGS-TOPO,POINT(39 -17),"POLYGON((38.5 -17.5,39.5 -17.5,39.5 -16.5,38.5 -16.5,38.5 -17.5))",2015-03-16 10:58:00,True,,12297,39.5,-16.5,38.5,-17.5,-191.2014,582.3138,-17,39,612.9007562667873,1
701,701,2015-09-29 11:09:00,2015-09-29 11:20:00,M1.6,POINT(539.5812 -426.6492),"POLYGON((531.5082 -434.6736,543.939 -433.5408,547.6128 -418.5822,535.0986 -419.7216,531.5082 -434.6736))",POINT(0.718589684514887 231.66642467897),"POLYGON((0.717271 230.7233,0.726631 231.443775,0.720041 232.606564,0.710433 231.890009,0.717271 230.7233))",POINT(104.403992 -21),"POLYGON((103.903992 -21.5,104.903992 -21.5,104.903992 -20.5,103.903992 -20.5,103.903992 -21.5))",UTC-HGS-TOPO,POINT(37 -21),"POLYGON((36.5 -21.5,37.5 -21.5,37.5 -20.5,36.5 -20.5,36.5 -21.5))",2015-09-29 11:15:00,True,,12422,37.5,-20.5,36.5,-21.5,-426.6492,539.5812,-21,37,687.8789219434478,1
859,859,2015-12-22 03:15:00,2015-12-22 03:48:00,M1.6,POINT(-867.80724 -374.107782),"POLYGON((-866.514 -382.17087,-862.53408 -381.739734,-868.95348 -366.014424,-872.9625 -366.449934,-866.514 -382.17087))",POINT(0.969388061489856 113.320655809456),"POLYGON((0.971478 113.799594,0.967565 113.87319,0.967215 112.841454,0.971179 112.771564,0.971478 113.799594))",POINT(-30.737671 -23),"POLYGON((-31.237671 -23.5,-30.237671 -23.5,-30.237671 -22.5,-31.237671 -22.5,-31.237671 -23.5))",UTC-HGS-TOPO,POINT(-75 -23),"POLYGON((-75.5 -23.5,-74.5 -23.5,-74.5 -22.5,-75.5 -22.5,-75.5 -23.5))",2015-12-22 03:34:00,True,,12473,-74.5,-22.5,-75.5,-23.5,-374.107782,-867.80724,-23,-75,945.0111313362275,1
413,413,2012-07-05 21:37:00,2012-07-05 21:51:00,M1.6,POINT(665.718 -234.8262),"POLYGON((658.842 -243.1578,670.002 -242.4498,672.504 -226.4724,661.302 -227.1816,658.842 -243.1578))",POINT(0.748396169816215 250.570151857891),"POLYGON((0.744538 249.742487,0.755393 250.106619,0.752311 251.388537,0.74131 251.040515,0.744538 249.742487))",POINT(-143.05862 -12),"POLYGON((-143.55862 -12.5,-142.55862 -12.5,-142.55862 -11.5,-143.55862 -11.5,-143.55862 -12.5))",UTC-HGS-TOPO,POINT(46 -12),"POLYGON((45.5 -12.5,46.5 -12.5,46.5 -11.5,45.5 -11.5,45.5 -12.5))",2012-07-05 21:45:00,True,,11515,46.5,-11.5,45.5,-12.5,-234.8262,665.718,-12,46,705.9205335804023,1
716,716,2012-11-20 19:21:00,2012-11-20 19:32:00,M1.6,POINT(-250.5018 84.1452),"POLYGON((-258.9162 75.7464,-242.5878 75.5862,-242.067 92.541,-258.36 92.7006,-258.9162 75.7464))",POINT(0.272230270945834 71.4324618142018),"POLYGON((0.277909 73.693068,0.261758 72.693861,0.266973 69.078395,0.28277 70.261811,0.277909 73.693068))",POINT(134.78788 7),"POLYGON((134.28788 6.5,135.28788 6.5,135.28788 7.5,134.28788 7.5,134.28788 6.5))",UTC-HGS-TOPO,POINT(-15 7),"POLYGON((-15.5 6.5,-14.5 6.5,-14.5 7.5,-15.5 7.5,-15.5 6.5))",2012-11-20 19:28:00,True,,11618,-14.5,7.5,-15.5,6.5,84.1452,-250.5018,7,-15,264.25662997601404,1
729,729,2012-11-27 15:52:00,2012-11-27 16:03:00,M1.6,POINT(927.282 78.5202),"POLYGON((925.476 69.876,930.354 70.23,928.938 87.1578,924.066 86.8056,925.476 69.876))",POINT(0.957401304449911 274.840134158917),"POLYGON((0.954839 274.317798,0.959871 274.316922,0.959888 275.360097,0.954864 275.366545,0.954839 274.317798))",POINT(132.437489 5),"POLYGON((131.937489 4.5,132.937489 4.5,132.937489 5.5,131.937489 5.5,131.937489 4.5))",UTC-HGS-TOPO,POINT(73 5),"POLYGON((72.5 4.5,73.5 4.5,73.5 5.5,72.5 5.5,72.5 4.5))",2012-11-27 15:57:00,True,,11618,73.5,5.5,72.5,4.5,78.5202,927.282,5,73,930.6005208101056,1
611,611,2013-11-02 22:13:00,2013-11-02 22:25:00,M1.6,POINT(181.2054 -269.31),"POLYGON((172.7352 -277.5498,188.9718 -277.3158,189.6786 -261.0432,173.3814 -261.2784,172.7352 -277.5498))",POINT(0.335816153710639 213.934662463314),"POLYGON((0.338211 211.896379,0.347179 214.271761,0.333831 216.002818,0.32441 213.567803,0.338211 211.896379))",POINT(-101.04394 -12),"POLYGON((-101.54394 -12.5,-100.54394 -12.5,-100.54394 -11.5,-101.54394 -11.5,-101.54394 -12.5))",UTC-HGS-TOPO,POINT(11 -12),"POLYGON((10.5 -12.5,11.5 -12.5,11.5 -11.5,10.5 -11.5,10.5 -12.5))",2013-11-02 22:21:00,True,,11884,11.5,-11.5,10.5,-12.5,-269.31,181.2054,-12,11,324.59709346998164,1
