,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
213,213,2011-05-28 21:09:00,2011-05-28 22:01:00,M1.1,POINT(-841.944 -318.4926),"POLYGON((-841.698 -326.3946,-836.712 -326.1372,-842.052 -310.5648,-847.068 -310.8246,-841.698 -326.3946))",POINT(0.951304434583015 110.720748448389),"POLYGON((0.954049 111.195353,0.949039 111.295056,0.94848 110.244934,0.953549 110.150195,0.954049 111.195353))",POINT(33.94055 -20),"POLYGON((33.44055 -20.5,34.44055 -20.5,34.44055 -19.5,33.44055 -19.5,33.44055 -20.5))",UTC-HGS-TOPO,POINT(-71 -20),"POLYGON((-71.5 -20.5,-70.5 -20.5,-70.5 -19.5,-71.5 -19.5,-71.5 -20.5))",2011-05-28 21:50:00,True,,11226,-70.5,-19.5,-71.5,-20.5,-318.4926,-841.944,-20,-71,900.1706701458119,1
290,290,2011-07-27 15:48:00,2011-07-27 16:22:00,M1.1,POINT(-535.9032 255.5952),"POLYGON((-543.7818 248.0772,-531.3552 247.2036,-527.982 263.1018,-540.33 263.9688,-543.7818 248.0772))",POINT(0.628795352700759 64.5015254955534),"POLYGON((0.632991 65.477184,0.620651 65.05063,0.624739 63.512196,0.636873 63.962985,0.632991 65.477184))",POINT(-3.175284 20),"POLYGON((-3.675284 19.5,-2.675284 19.5,-2.675284 20.5,-3.675284 20.5,-3.675284 19.5))",UTC-HGS-TOPO,POINT(-37 20),"POLYGON((-37.5 19.5,-36.5 19.5,-36.5 20.5,-37.5 20.5,-37.5 19.5))",2011-07-27 16:07:00,True,,11260,-36.5,20.5,-37.5,19.5,255.5952,-535.9032,20,-37,593.734912257381,1
328,328,2011-08-03 03:08:00,2011-08-03 03:51:00,M1.1,POINT(369.0756 190.7346),"POLYGON((362.787 182.2986,377.2812 182.9568,375.2682 199.1604,360.8514 198.5058,362.787 182.2986))",POINT(0.439648552125886 297.329471130463),"POLYGON((0.429665 296.679293,0.443728 295.870363,0.449591 297.955555,0.435839 298.815369,0.429665 296.679293))",POINT(-27.78005 17),"POLYGON((-28.28005 16.5,-27.28005 16.5,-27.28005 17.5,-28.28005 17.5,-28.28005 16.5))",UTC-HGS-TOPO,POINT(24 17),"POLYGON((23.5 16.5,24.5 16.5,24.5 17.5,23.5 17.5,23.5 16.5))",2011-08-03 03:37:00,True,,11261,24.5,17.5,23.5,16.5,190.7346,369.0756,17,24,415.447332585636,1
432,432,2011-09-10 07:18:00,2011-09-10 07:56:00,M1.1,POINT(816.522 139.7484),"POLYGON((814.044 130.6614,821.898 132.4536,818.856 148.8252,811.032 147.0408,814.044 130.6614))",POINT(0.869945277661194 279.712117505367),"POLYGON((0.865817 279.118711,0.874259 279.154833,0.874015 280.300938,0.865596 280.276152,0.865817 279.118711))",POINT(-135.23988 12),"POLYGON((-135.73988 11.5,-134.73988 11.5,-134.73988 12.5,-135.73988 12.5,-135.73988 11.5))",UTC-HGS-TOPO,POINT(61 12),"POLYGON((60.5 11.5,61.5 11.5,61.5 12.5,60.5 12.5,60.5 11.5))",2011-09-10 07:40:00,True,,11283,61.5,12.5,60.5,11.5,139.7484,816.522,12,61,828.3947077248622,1
609,609,2011-11-15 22:27:00,2011-11-15 22:42:00,M1.1,POINT(898.002 323.775),"POLYGON((899.436 315.4194,902.142 316.1622,896.424 332.1036,893.742 331.3668,899.436 315.4194))",POINT(0.984560506265268 289.826790058735),"POLYGON((0.983067 289.325042,0.985954 289.313382,0.985981 290.32846,0.983123 290.342936,0.983067 289.325042))",POINT(84.7394152 20),"POLYGON((84.239415 19.5,85.239415 19.5,85.239415 20.5,84.239415 20.5,84.239415 19.5))",UTC-HGS-TOPO,POINT(80 20),"POLYGON((79.5 19.5,80.5 19.5,80.5 20.5,79.5 20.5,79.5 19.5))",2011-11-15 22:35:00,True,,11348,80.5,20.5,79.5,19.5,323.775,898.002,20,80,954.5877867587662,1
9,9,2015-01-03 09:40:00,2015-01-03 09:50:00,M1.1,POINT(-285.7404 -15.22272),"POLYGON((-293.691 -23.9124,-277.3968 -23.63028,-277.7358 -6.53544,-294.0498 -6.81834,-293.691 -23.9124))",POINT(0.293402159475973 93.0495297735923),"POLYGON((0.302135 94.65477,0.285462 94.869034,0.284858 91.347986,0.301588 91.32832,0.302135 94.65477))",POINT(3.245985 -4),"POLYGON((2.745985 -4.5,3.745985 -4.5,3.745985 -3.5,2.745985 -3.5,2.745985 -4.5))",UTC-HGS-TOPO,POINT(-17 -4),"POLYGON((-17.5 -4.5,-16.5 -4.5,-16.5 -3.5,-17.5 -3.5,-17.5 -4.5))",2015-01-03 09:47:00,True,,12253,-16.5,-3.5,-17.5,-4.5,-15.22272,-285.7404,-4,-17,286.1456052368416,1
255,255,2015-04-12 08:51:00,2015-04-12 10:44:00,M1.1,POINT(-824.754 259.2126),"POLYGON((-830.16 250.4406,-822.552 251.928,-819.228 267.9588,-826.812 266.4768,-830.16 250.4406))",POINT(0.903623551908097 72.5525460318645),"POLYGON((0.906325 73.212618,0.899169 72.971427,0.900915 71.887754,0.907976 72.136164,0.906325 73.212618))",POINT(94.32991 13),"POLYGON((93.82991 12.5,94.82991 12.5,94.82991 13.5,93.82991 13.5,93.82991 12.5))",UTC-HGS-TOPO,POINT(-62 13),"POLYGON((-62.5 12.5,-61.5 12.5,-61.5 13.5,-62.5 13.5,-62.5 12.5))",2015-04-12 09:50:00,True,,12321,-61.5,13.5,-62.5,12.5,259.2126,-824.754,13,-62,864.5289656886922,1
288,288,2015-04-22 08:30:00,2015-04-22 08:58:00,M1.1,POINT(-82.509 -66.579),"POLYGON((-90.606 -74.9862,-74.1702 -74.8602,-74.376 -58.17282,-90.8574 -58.29894,-90.606 -74.9862))",POINT(0.111125345747341 128.901106053164),"POLYGON((0.123273 129.61141,0.110455 135.265273,0.09897 128.030564,0.11315 122.686389,0.123273 129.61141))",POINT(19.470707 -9),"POLYGON((18.970707 -9.5,19.970707 -9.5,19.970707 -8.5,18.970707 -8.5,18.970707 -9.5))",UTC-HGS-TOPO,POINT(-5 -9),"POLYGON((-5.5 -9.5,-4.5 -9.5,-4.5 -8.5,-5.5 -8.5,-5.5 -9.5))",2015-04-22 08:44:00,True,,12322,-4.5,-8.5,-5.5,-9.5,-66.579,-82.509,-9,-5,106.0212163767234,1
450,450,2015-06-21 18:10:00,2015-06-21 18:28:00,M1.1,POINT(808.116 -304.1058),"POLYGON((802.356 -312.126,809.16 -311.673,813.774 -296.0604,806.928 -296.5146,802.356 -312.126))",POINT(0.915032863736571 249.377951521636),"POLYGON((0.912369 248.743375,0.91892 248.934267,0.917697 250.008028,0.911049 249.823587,0.912369 248.743375))",POINT(9.50961999999998 -18),"POLYGON((9.00962 -18.5,10.00962 -18.5,10.00962 -17.5,9.00962 -17.5,9.00962 -18.5))",UTC-HGS-TOPO,POINT(64 -18),"POLYGON((63.5 -18.5,64.5 -18.5,64.5 -17.5,63.5 -17.5,63.5 -18.5))",2015-06-21 18:20:00,True,,12367,64.5,-17.5,63.5,-18.5,-304.1058,808.116,-18,64,863.4418376761923,1
571,571,2015-08-21 19:10:00,2015-08-21 20:50:00,M1.1,POINT(-408.0672 -297.0906),"POLYGON((-414.5544 -304.5162,-399.9936 -305.382,-401.49 -289.635,-416.1048 -288.7668,-414.5544 -304.5162))",POINT(0.532471983734123 126.056240492202),"POLYGON((0.54262 126.299616,0.530872 127.360547,0.522239 125.806691,0.534295 124.759725,0.54262 126.299616))",POINT(-168.00186 -12),"POLYGON((-168.50186 -12.5,-167.50186 -12.5,-167.50186 -11.5,-168.50186 -11.5,-168.50186 -12.5))",UTC-HGS-TOPO,POINT(-26 -12),"POLYGON((-26.5 -12.5,-25.5 -12.5,-25.5 -11.5,-26.5 -11.5,-26.5 -12.5))",2015-08-21 20:34:00,True,,12403,-25.5,-11.5,-26.5,-12.5,-297.0906,-408.0672,-12,-26,504.75901609005456,1
