,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
20,20,2011-02-14 19:23:00,2011-02-14 19:36:00,C6.6,POINT(79.8954 -223.122),"POLYGON((71.6916 -231.321,87.5778 -231.4842,88.1376 -214.9152,72.15 -214.7508,71.6916 -231.321))",POINT(0.244056949063715 199.701401603375),"POLYGON((0.249392 197.219389,0.254872 200.723217,0.239207 202.298734,0.233297 198.570846,0.249392 197.219389))",POINT(30.318649 -20),"POLYGON((29.818649 -20.5,30.818649 -20.5,30.818649 -19.5,29.818649 -19.5,29.818649 -20.5))",UTC-HGS-TOPO,POINT(5 -20),"POLYGON((4.5 -20.5,5.5 -20.5,5.5 -19.5,4.5 -19.5,4.5 -20.5))",2011-02-14 19:30:00,True,,11158,5.5,-19.5,4.5,-20.5,-223.122,79.8954,-20,5,236.99515148027817,1
23,23,2011-02-15 19:30:00,2011-02-15 20:53:00,C6.6,POINT(328.359 -229.1394),"POLYGON((319.8522 -237.0582,334.7244 -237.7326,336.8634 -221.2134,321.8958 -220.5342,319.8522 -237.0582))",POINT(0.412416986948404 235.091434098037),"POLYGON((0.410066 233.456036,0.422873 234.616341,0.415094 236.707664,0.4019 235.584547,0.410066 233.456036))",POINT(33.08673 -20),"POLYGON((32.58673 -20.5,33.58673 -20.5,33.58673 -19.5,32.58673 -19.5,32.58673 -20.5))",UTC-HGS-TOPO,POINT(21 -20),"POLYGON((20.5 -20.5,21.5 -20.5,21.5 -19.5,20.5 -19.5,20.5 -20.5))",2011-02-15 20:33:00,True,,11158,21.5,-19.5,20.5,-20.5,-229.1394,328.359,-20,21,400.4054164385892,1
433,433,2011-09-11 08:41:00,2011-09-11 09:27:00,C6.6,POINT(889.848 214.8114),"POLYGON((889.806 205.7844,893.91 207.732,889.746 223.8186,885.66 221.8818,889.806 205.7844))",POINT(0.961058788400385 283.571681876151),"POLYGON((0.958836 283.021792,0.963495 283.082526,0.963218 284.119979,0.958562 284.064662,0.958836 283.021792))",POINT(-135.2056 15),"POLYGON((-135.7056 14.5,-134.7056 14.5,-134.7056 15.5,-135.7056 15.5,-135.7056 14.5))",UTC-HGS-TOPO,POINT(75 15),"POLYGON((74.5 14.5,75.5 14.5,75.5 15.5,74.5 15.5,74.5 14.5))",2011-09-11 08:51:00,True,,11283,75.5,15.5,74.5,14.5,214.8114,889.848,15,75,915.4088707642941,1
469,469,2011-09-22 04:20:00,2011-09-22 04:41:00,C6.6,POINT(693.318 337.4712),"POLYGON((691.536 328.9452,700.65 330.4206,694.962 345.9696,685.92 344.5074,691.536 328.9452))",POINT(0.80722005335136 295.954413704409),"POLYGON((0.801669 295.439185,0.810953 295.248168,0.812693 296.465279,0.803543 296.668363,0.801669 295.439185))",POINT(59.9670231 25),"POLYGON((59.467023 24.5,60.467023 24.5,60.467023 25.5,59.467023 25.5,59.467023 24.5))",UTC-HGS-TOPO,POINT(53 25),"POLYGON((52.5 24.5,53.5 24.5,53.5 25.5,52.5 25.5,52.5 24.5))",2011-09-22 04:28:00,True,,11295,53.5,25.5,52.5,24.5,337.4712,693.318,25,53,771.0879716046932,1
312,312,2015-05-05 11:20:00,2015-05-05 11:43:00,C6.6,POINT(-297.318 -221.955),"POLYGON((-304.0104 -230.217,-288.9888 -229.8828,-290.5398 -213.6792,-305.6424 -214.0152,-304.0104 -230.217))",POINT(0.390189222408399 126.742219549595),"POLYGON((0.401036 127.13544,0.388341 128.501303,0.37928 126.332841,0.392391 125.000263,0.401036 127.13544))",POINT(-167.87447 -17),"POLYGON((-168.37447 -17.5,-167.37447 -17.5,-167.37447 -16.5,-168.37447 -16.5,-168.37447 -17.5))",UTC-HGS-TOPO,POINT(-19 -17),"POLYGON((-19.5 -17.5,-18.5 -17.5,-18.5 -16.5,-19.5 -16.5,-19.5 -17.5))",2015-05-05 11:29:00,True,,12335,-18.5,-16.5,-19.5,-17.5,-221.955,-297.318,-17,-19,371.0283212222485,1
579,579,2015-08-23 07:00:00,2015-08-23 07:23:00,C6.6,POINT(-143.8914 -354.7884),"POLYGON((-151.4502 -362.3208,-135.6336 -362.6292,-136.2738 -347.22,-152.1648 -346.9104,-151.4502 -362.3208))",POINT(0.40375022989028 157.92401971384),"POLYGON((0.414131 157.315058,0.408293 159.492778,0.39336 158.57143,0.399488 156.316373,0.414131 157.315058))",POINT(-170.73215 -15),"POLYGON((-171.23215 -15.5,-170.23215 -15.5,-170.23215 -14.5,-171.23215 -14.5,-171.23215 -15.5))",UTC-HGS-TOPO,POINT(-9 -15),"POLYGON((-9.5 -15.5,-8.5 -15.5,-8.5 -14.5,-9.5 -14.5,-9.5 -15.5))",2015-08-23 07:14:00,True,,12403,-8.5,-14.5,-9.5,-15.5,-354.7884,-143.8914,-15,-9,382.8570800814842,1
847,847,2015-12-16 08:34:00,2015-12-16 09:23:00,C6.6,POINT(66.5328 -203.3118),"POLYGON((58.10766 -211.6494,74.679 -211.6686,74.982 -194.9604,58.34322 -194.9412,58.10766 -211.6494))",POINT(0.219550650107659 198.12043291427),"POLYGON((0.225257 195.352106,0.230363 199.4334,0.214379 201.036802,0.208839 196.661718,0.225257 195.352106))",POINT(124.38819 -13),"POLYGON((123.88819 -13.5,124.88819 -13.5,124.88819 -12.5,123.88819 -12.5,123.88819 -13.5))",UTC-HGS-TOPO,POINT(4 -13),"POLYGON((3.5 -13.5,4.5 -13.5,4.5 -12.5,3.5 -12.5,3.5 -13.5))",2015-12-16 09:03:00,True,,12468,4.5,-12.5,3.5,-13.5,-203.3118,66.5328,-13,4,213.92125068604096,1
215,215,2016-07-22 06:34:00,2016-07-22 06:58:00,C6.6,POINT(810.86868 -26.180151),"POLYGON((806.70312 -35.027863,815.15202 -33.787136,814.9089 -17.327927,806.46246 -18.56716,806.70312 -35.027863))",POINT(0.859508650111249 268.150759417376),"POLYGON((0.855453 267.513721,0.86434 267.626513,0.863537 268.781867,0.854619 268.681114,0.855453 267.513721))",POINT(169.85242 1),"POLYGON((169.35242 0.5,170.35242 0.5,170.35242 1.5,169.35242 1.5,169.35242 0.5))",UTC-HGS-TOPO,POINT(59 1),"POLYGON((58.5 0.5,59.5 0.5,59.5 1.5,58.5 1.5,58.5 0.5))",2016-07-22 06:51:00,True,,12567,59.5,1.5,58.5,0.5,-26.180151,810.86868,1,59,811.2912032749557,1
433,433,2012-07-08 04:14:00,2012-07-08 04:24:00,C6.6,POINT(818.97 -300.144),"POLYGON((813.42 -308.4,820.014 -307.467,824.412 -291.8604,817.788 -292.7982,813.42 -308.4))",POINT(0.924706351531413 249.872639181085),"POLYGON((0.922251 249.236282,0.928443 249.446298,0.927158 250.504891,0.920876 250.300764,0.922251 249.236282))",POINT(-154.17743 -17),"POLYGON((-154.67743 -17.5,-153.67743 -17.5,-153.67743 -16.5,-154.67743 -16.5,-154.67743 -17.5))",UTC-HGS-TOPO,POINT(65 -17),"POLYGON((64.5 -17.5,65.5 -17.5,65.5 -16.5,64.5 -16.5,64.5 -17.5))",2012-07-08 04:19:00,True,,11515,65.5,-16.5,64.5,-17.5,-300.144,818.97,-17,65,872.2375144626607,1
446,446,2012-07-08 19:21:00,2012-07-08 19:28:00,C6.6,POINT(-654.186 -301.3686),"POLYGON((-657.972 -308.7888,-647.01 -309.5478,-650.268 -293.9226,-661.29 -293.1612,-657.972 -308.7888))",POINT(0.763586704658422 114.734448166018),"POLYGON((0.770543 115.140847,0.760386 115.567765,0.756531 114.323076,0.766866 113.908531,0.770543 115.140847))",POINT(86.48659 -16),"POLYGON((85.98659 -16.5,86.98659 -16.5,86.98659 -15.5,85.98659 -15.5,85.98659 -16.5))",UTC-HGS-TOPO,POINT(-46 -16),"POLYGON((-46.5 -16.5,-45.5 -16.5,-45.5 -15.5,-46.5 -15.5,-46.5 -16.5))",2012-07-08 19:24:00,True,,11520,-45.5,-15.5,-46.5,-16.5,-301.3686,-654.186,-16,-46,720.2654758226025,1
