,Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
17,17,2011-02-14 04:29:00,2011-02-14 05:09:00,C8.3,POINT(16.00068 -223.218),"POLYGON((7.97484 -231.483,23.92212 -231.5154,24.07506 -214.9434,8.02584 -214.911,7.97484 -231.483))",POINT(0.230431824148706 184.10005485506),"POLYGON((0.238494 181.973121,0.239655 185.899346,0.222706 186.390864,0.221443 182.138714,0.238494 181.973121))",POINT(34.493617 -20),"POLYGON((33.993617 -20.5,34.993617 -20.5,34.993617 -19.5,33.993617 -19.5,33.993617 -20.5))",UTC-HGS-TOPO,POINT(1 -20),"POLYGON((0.5 -20.5,1.5 -20.5,1.5 -19.5,0.5 -19.5,0.5 -20.5))",2011-02-14 04:49:00,True,,11158,1.5,-19.5,0.5,-20.5,-223.218,16.00068,-20,1,223.79074441196713,1
117,117,2015-02-10 01:58:00,2015-02-10 02:07:00,C8.3,POINT(646.278 -52.74216),"POLYGON((639.198 -60.5742,651.672 -61.86,653.274 -44.91408,640.77 -43.62468,639.198 -60.5742))",POINT(0.66717302975873 265.334482711023),"POLYGON((0.660624 264.586478,0.673526 264.577443,0.673747 266.066973,0.660821 266.105219,0.660624 264.586478))",POINT(-73.88706 -8),"POLYGON((-74.38706 -8.5,-73.38706 -8.5,-73.38706 -7.5,-74.38706 -7.5,-74.38706 -8.5))",UTC-HGS-TOPO,POINT(42 -8),"POLYGON((41.5 -8.5,42.5 -8.5,42.5 -7.5,41.5 -7.5,41.5 -8.5))",2015-02-10 02:02:00,True,,12280,42.5,-7.5,41.5,-8.5,-52.74216,646.278,-8,42,648.4265484428175,1
205,205,2013-05-05 19:57:00,2013-05-05 20:04:00,C8.3,POINT(-661.938 223.965),"POLYGON((-668.784 215.4996,-657.246 216.252,-655.008 232.4088,-666.504 231.6576,-668.784 215.4996))",POINT(0.735078912531841 71.3068849913405),"POLYGON((0.739125 72.139709,0.727829 71.787373,0.731099 70.464386,0.742247 70.83402,0.739125 72.139709))",POINT(76.48407 11),"POLYGON((75.98407 10.5,76.98407 10.5,76.98407 11.5,75.98407 11.5,75.98407 10.5))",UTC-HGS-TOPO,POINT(-45 11),"POLYGON((-45.5 10.5,-44.5 10.5,-44.5 11.5,-45.5 11.5,-45.5 10.5))",2013-05-05 20:02:00,True,,11739,-44.5,11.5,-45.5,10.5,223.965,-661.938,11,-45,698.8005703124462,1
223,223,2013-05-13 21:58:00,2013-05-13 22:11:00,C8.3,POINT(-560.5656 233.928),"POLYGON((-568.0572 225.624,-555.0768 226.1112,-553.0116 242.2104,-565.944 241.7238,-568.0572 225.624))",POINT(0.640135588598393 67.3488765869093),"POLYGON((0.644147 68.337749,0.631648 67.836416,0.636247 66.347336,0.648553 66.871891,0.644147 68.337749))",POINT(-22.405995 12),"POLYGON((-22.905995 11.5,-21.905995 11.5,-21.905995 12.5,-22.905995 12.5,-22.905995 11.5))",UTC-HGS-TOPO,POINT(-37 12),"POLYGON((-37.5 11.5,-36.5 11.5,-36.5 12.5,-37.5 12.5,-37.5 11.5))",2013-05-13 22:05:00,True,,11745,-36.5,12.5,-37.5,11.5,233.928,-560.5656,12,-37,607.417567318694,1
447,447,2013-08-30 02:04:00,2013-08-30 04:06:00,C8.3,POINT(-633.276 128.0748),"POLYGON((-640.428 120.5496,-628.584 119.1762,-626.058 135.5994,-637.848 136.9668,-640.428 120.5496))",POINT(0.680275730427514 78.566622270726),"POLYGON((0.686148 79.339786,0.673626 79.264447,0.674461 77.778942,0.686899 77.880761,0.686148 79.339786))",POINT(-19.394499 13),"POLYGON((-19.894499 12.5,-18.894499 12.5,-18.894499 13.5,-19.894499 13.5,-19.894499 12.5))",UTC-HGS-TOPO,POINT(-43 13),"POLYGON((-43.5 12.5,-42.5 12.5,-42.5 13.5,-43.5 13.5,-43.5 12.5))",2013-08-30 02:46:00,True,,11836,-42.5,13.5,-43.5,12.5,128.0748,-633.276,13,-43,646.0972423490446,1
270,270,2017-09-04 12:12:00,2017-09-04 12:33:00,C8.3,POINT(131.952936 -233.708976),"POLYGON((123.616728 -241.920552,139.983498 -241.62822,140.286588 -225.470052,123.884382 -225.762834,123.616728 -241.920552))",POINT(0.28221304743531 209.449230411876),"POLYGON((0.285669 207.066155,0.293634 210.085181,0.279231 211.889713,0.270786 208.755198,0.285669 207.066155))",POINT(116.55492 -7),"POLYGON((116.05492 -7.5,117.05492 -7.5,117.05492 -6.5,116.05492 -6.5,116.05492 -7.5))",UTC-HGS-TOPO,POINT(8 -7),"POLYGON((7.5 -7.5,8.5 -7.5,8.5 -6.5,7.5 -6.5,7.5 -7.5))",2017-09-04 12:25:00,True,,12673,8.5,-6.5,7.5,-7.5,-233.708976,131.952936,-7,8,268.38677832931467,1
289,289,2017-09-08 05:31:00,2017-09-08 05:53:00,C8.3,POINT(807.69042 -209.295642),"POLYGON((802.30398 -218.251596,810.70734 -216.460428,812.9649 -200.316996,804.53832 -202.112058,802.30398 -218.251596))",POINT(0.876539626413434 255.472562911184),"POLYGON((0.873485 254.782017,0.88152 255.05065,0.8796 256.15789,0.871465 255.898258,0.873485 254.782017))",POINT(118.406111 -9),"POLYGON((117.906111 -9.5,118.906111 -9.5,118.906111 -8.5,117.906111 -8.5,117.906111 -9.5))",UTC-HGS-TOPO,POINT(59 -9),"POLYGON((58.5 -9.5,59.5 -9.5,59.5 -8.5,58.5 -8.5,58.5 -9.5))",2017-09-08 05:48:00,True,,12673,59.5,-8.5,58.5,-9.5,-209.295642,807.69042,-9,59,834.3671136376173,1
168,168,2014-03-04 04:49:00,2014-03-04 04:59:00,C8.3,POINT(15.23808 -312.3792),"POLYGON((7.58652 -320.3778,22.75716 -320.4108,22.95234 -304.365,7.65156 -304.332,7.58652 -320.3778))",POINT(0.323384423451436 182.792715219082),"POLYGON((0.331364 181.356506,0.33214 184.062608,0.315607 184.312545,0.314779 181.440236,0.331364 181.356506))",POINT(91.378285 -26),"POLYGON((90.878285 -26.5,91.878285 -26.5,91.878285 -25.5,90.878285 -25.5,90.878285 -26.5))",UTC-HGS-TOPO,POINT(1 -26),"POLYGON((0.5 -26.5,1.5 -26.5,1.5 -25.5,0.5 -25.5,0.5 -26.5))",2014-03-04 04:55:00,True,,11991,1.5,-25.5,0.5,-26.5,-312.3792,15.23808,-26,1,312.7506413658114,1
257,257,2014-04-04 13:34:00,2014-04-04 13:56:00,C8.3,POINT(-411.1482 308.4786),"POLYGON((-419.3142 300.1176,-404.5866 300.9234,-402.9492 316.8072,-417.6174 316.0044,-419.3142 300.1176))",POINT(0.536102769659526 53.1196287131563),"POLYGON((0.537818 54.407398,0.525904 53.358869,0.534612 51.82482,0.546215 52.88579,0.537818 54.407398))",POINT(10.878453 13),"POLYGON((10.378453 12.5,11.378453 12.5,11.378453 13.5,10.378453 13.5,10.378453 12.5))",UTC-HGS-TOPO,POINT(-26 13),"POLYGON((-26.5 12.5,-25.5 12.5,-25.5 13.5,-26.5 13.5,-26.5 12.5))",2014-04-04 13:48:00,True,,12027,-25.5,13.5,-26.5,12.5,308.4786,-411.1482,13,-26,514.0057285879216,1
357,357,2014-05-14 12:59:00,2014-05-14 15:28:00,C8.3,POINT(472.758 155.1834),"POLYGON((466.0872 147.1776,480.3744 146.7762,479.34 163.1736,465.084 163.575,466.0872 147.1776))",POINT(0.524385859065309 288.172486279653),"POLYGON((0.515108 287.524693,0.529362 286.990292,0.533635 288.799245,0.519575 289.377317,0.515108 287.524693))",POINT(-101.2317 7),"POLYGON((-101.7317 6.5,-100.7317 6.5,-100.7317 7.5,-101.7317 7.5,-101.7317 6.5))",UTC-HGS-TOPO,POINT(30 7),"POLYGON((29.5 6.5,30.5 6.5,30.5 7.5,29.5 7.5,29.5 6.5))",2014-05-14 15:04:00,True,,12056,30.5,7.5,29.5,6.5,155.1834,472.758,7,30,497.5761390978872,1
