Unnamed: 0,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
312,2010-11-01 04:35:00,2010-11-01 04:50:00,C1.2,POINT(923.568 279.2466),"POLYGON((16.93764 -57.26706,16.93764 -57.26706,16.93764 -57.26706,16.93764 -57.26706,16.93764 -57.26706))",POINT(0.998710968009829 286.823022339025),"POLYGON((0.061814 196.476417,0.061814 196.476417,0.061814 196.476417,0.061814 196.476417,0.061814 196.476417))",POINT(64.69896 17),"POLYGON((-22.30104 1,-22.30104 1,-22.30104 1,-22.30104 1,-22.30104 1))",UTC-HGS-TOPO,POINT(88 17),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-01 04:43:00,True,,1113,89.0,18.0,87.0,16.0,279.2466,923.568,17.0,88.0,964.8608781765173,0.0
315,2010-11-01 04:36:00,2010-11-01 04:50:00,C1.1,POINT(923.57052 279.246594),"POLYGON((16.937621 -57.265817,16.937621 -57.265817,16.937621 -57.265817,16.937621 -57.265817,16.937621 -57.265817))",POINT(0.998713287252526 286.822978688737),"POLYGON((0.061813 196.476738,0.061813 196.476738,0.061813 196.476738,0.061813 196.476738,0.061813 196.476738))",POINT(64.6898 17),"POLYGON((-22.3102 1,-22.3102 1,-22.3102 1,-22.3102 1,-22.3102 1))",UTC-HGS-TOPO,POINT(88 17),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-01 04:43:00,True,,1113,89.0,18.0,87.0,16.0,279.246594,923.57052,17.0,88.0,964.8632885925712,0.0
316,2010-11-03 05:54:00,2010-11-03 06:11:00,C3.8,POINT(-913.428 -316.2),"POLYGON((16.94652 -53.74506,16.94652 -53.74506,16.94652 -53.74506,16.94652 -53.74506,16.94652 -53.74506))",POINT(0.999999471837444 109.094241727323),"POLYGON((0.0583 197.500744,0.0583 197.500744,0.0583 197.500744,0.0583 197.500744,0.0583 197.500744))",POINT(-138.39653 -19),"POLYGON((-49.39653 1,-49.39653 1,-49.39653 1,-49.39653 1,-49.39653 1))",UTC-HGS-TOPO,POINT(-88 -19),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-03 06:11:00,True,,0,-87.0,-18.0,-89.0,-20.0,-316.2,-913.428,-19.0,-88.0,966.6090994729977,0.0
318,2010-11-03 12:07:00,2010-11-03 12:21:00,C4.9,POINT(-901.944 -347.808),"POLYGON((16.9476 -53.29398,16.9476 -53.29398,16.9476 -53.29398,16.9476 -53.29398,16.9476 -53.29398))",POINT(1.00000924334204 111.087656424117),"POLYGON((0.057852 197.640776,0.057852 197.640776,0.057852 197.640776,0.057852 197.640776,0.057852 197.640776))",POINT(-141.812 -21),"POLYGON((-52.812 1,-52.812 1,-52.812 1,-52.812 1,-52.812 1))",UTC-HGS-TOPO,POINT(-88 -21),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-03 12:21:00,True,,0,-87.0,-20.0,-89.0,-22.0,-347.808,-901.944,-21.0,-88.0,966.681635286406,0.0
322,2010-11-03 12:43:00,2010-11-03 13:51:00,C3.4,POINT(-918.85314 -300.274962),"POLYGON((16.947722 -53.250276,16.947722 -53.250276,16.947722 -53.250276,16.947722 -53.250276,16.947722 -53.250276))",POINT(0.999993719751651 108.097040136624),"POLYGON((0.057808 197.654474,0.057808 197.654474,0.057808 197.654474,0.057808 197.654474,0.057808 197.654474))",POINT(-142.14165 -18),"POLYGON((-53.14165 1,-53.14165 1,-53.14165 1,-53.14165 1,-53.14165 1))",UTC-HGS-TOPO,POINT(-88 -18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-03 13:08:00,True,,0,-87.0,-17.0,-89.0,-19.0,-300.274962,-918.85314,-18.0,-88.0,966.6727190171247,0.0
323,2010-11-04 23:30:00,2010-11-05 00:12:00,M1.6,POINT(-31.5745296 -966.50454),"POLYGON((16.953928 -50.696754,16.953928 -50.696754,16.953928 -50.696754,16.953928 -50.696754,16.953928 -50.696754))",POINT(0.999989341839006 178.128881923863),"POLYGON((0.055279 198.490884,0.055279 198.490884,0.055279 198.490884,0.055279 198.490884,0.055279 198.490884))",POINT(-95.25151 -85),"POLYGON((-72.25151 1,-72.25151 1,-72.25151 1,-72.25151 1,-72.25151 1))",UTC-HGS-TOPO,POINT(-22 -85),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-04 23:58:00,True,,0,-21.0,-84.0,-23.0,-86.0,-966.50454,-31.5745296,-85.0,-22.0,967.0201532336714,0.0
326,2010-11-04 23:45:00,2010-11-05 00:21:00,M1.6,POINT(-31.5746148 -966.50694),"POLYGON((16.953973 -50.678228,16.953973 -50.678228,16.953973 -50.678228,16.953973 -50.678228,16.953973 -50.678228))",POINT(0.999989219329306 178.128881521481),"POLYGON((0.055261 198.497229,0.055261 198.497229,0.055261 198.497229,0.055261 198.497229,0.055261 198.497229))",POINT(-95.38886 -85),"POLYGON((-72.38886 1,-72.38886 1,-72.38886 1,-72.38886 1,-72.38886 1))",UTC-HGS-TOPO,POINT(-22 -85),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-04 23:58:00,True,,0,-21.0,-84.0,-23.0,-86.0,-966.50694,-31.5746148,-85.0,-22.0,967.0225547358925,0.0
327,2010-11-05 00:48:00,2010-11-05 01:02:00,C9.7,POINT(-919.20354 -300.359658),"POLYGON((16.954159 -50.600389,16.954159 -50.600389,16.954159 -50.600389,16.954159 -50.600389,16.954159 -50.600389))",POINT(0.999988143925956 108.095361160832),"POLYGON((0.055184 198.523933,0.055184 198.523933,0.055184 198.523933,0.055184 198.523933,0.055184 198.523933))",POINT(-161.96572 -18),"POLYGON((-72.96572 1,-72.96572 1,-72.96572 1,-72.96572 1,-72.96572 1))",UTC-HGS-TOPO,POINT(-88 -18),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-05 00:56:00,True,,0,-87.0,-17.0,-89.0,-19.0,-300.359658,-919.20354,-18.0,-88.0,967.0320946599488,0.0
330,2010-11-05 13:05:00,2010-11-05 14:10:00,M1.0,POINT(-865.81008 -335.000724),"POLYGON((16.956341 -49.686604,16.956341 -49.686604,16.956341 -49.686604,16.956341 -49.686604,16.956341 -49.686604))",POINT(0.95987554856074 111.152536418329),"POLYGON((0.054282 198.84302,0.054282 198.84302,0.054282 198.84302,0.054282 198.84302,0.054282 198.84302))",POINT(-151.71401 -19),"POLYGON((-79.71401 1,-79.71401 1,-79.71401 1,-79.71401 1,-79.71401 1))",UTC-HGS-TOPO,POINT(-71 -19),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-05 13:29:00,True,,0,-70.0,-18.0,-72.0,-20.0,-335.000724,-865.81008,-19.0,-71.0,928.3601562487107,0.0
332,2010-11-06 04:38:00,2010-11-06 04:57:00,C4.5,POINT(-808.37334 -403.139202),"POLYGON((16.959097 -48.521447,16.959097 -48.521447,16.959097 -48.521447,16.959097 -48.521447,16.959097 -48.521447))",POINT(0.933835511113388 116.505626558499),"POLYGON((0.053136 199.265416,0.053136 199.265416,0.053136 199.265416,0.053136 199.265416,0.053136 199.265416))",POINT(-154.25688 -23),"POLYGON((-88.25688 1,-88.25688 1,-88.25688 1,-88.25688 1,-88.25688 1))",UTC-HGS-TOPO,POINT(-65 -23),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2010-11-06 04:47:00,True,,0,-64.0,-22.0,-66.0,-24.0,-403.139202,-808.37334,-23.0,-65.0,903.3209136358752,0.0
