,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
0,2017-01-04 02:34:00,2017-01-04 02:50:00,B1.8,POINT(0 57.9131508),"POLYGON((-1.702409 -973.80732,1.702409 -973.80732,1.701626 973.26354,-1.701626 973.26354,-1.702409 -973.80732))",POINT(0.05938338726766 0),"POLYGON((0.998531 179.899836,0.998531 180.100164,0.997973 359.899826,0.997973 0.100174,0.998531 179.899836))",POINT(82.671978 0),"POLYGON((-7.228022 -89.9,172.571978 -89.9,172.571978 89.9,-7.228022 89.9,-7.228022 -89.9))",UTC-HGS-TOPO,POINT(0 0),"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",2017-01-04 02:39:00,true,,12624,89.9000015258789,89.9000015258789,-89.9000015258789,-89.9000015258789,57.9131508,0.0,0.0,0.0,57.9131507999999968,90.0
1,2017-01-04 02:34:00,2017-01-04 02:50:00,B1.8,POINT(821.07036 -105.509424),"POLYGON((17.098443 74.966298,17.098443 74.966298,17.098443 74.966298,17.098443 74.966298,17.098443 74.966298))",POINT(0.848837547160837 262.677490132756),"POLYGON((0.078844 347.151666,0.078844 347.151666,0.078844 347.151666,0.078844 347.151666,0.078844 347.151666))",POINT(140.671978 -8),"POLYGON((83.671978 1,83.671978 1,83.671978 1,83.671978 1,83.671978 1))",UTC-HGS-TOPO,POINT(58 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-04 02:39:00,true,,2624,59.0,-7.0,57.0,-9.0,-105.509424,821.07036,-8.0,58.0,827.821704609960989,0.0
2,2017-01-04 02:36:56,2017-01-04 02:40:20,,POINT(806.4 -115.2),"POLYGON((768 -153.6,844.8 -153.6,844.8 -76.8,768 -76.8,768 -153.6))",POINT(0.834674975985705 261.869897645844),"POLYGON((0.802524 258.690068,0.879825 259.695154,0.869203 264.805571,0.790864 264.289407,0.802524 258.690068))",POINT(139.113795 -8.6427279),"POLYGON((135.736877 -11.075977,144.149192 -10.664983,142.947777 -6.188992,134.817381 -6.584897,135.736877 -11.075977))",UTC-HPC-TOPO,POINT(56.468645 -8.6427279),"POLYGON((53.091727 -11.075977,61.504042 -10.664983,60.302627 -6.188992,52.172231 -6.584897,53.091727 -11.075977))",2017-01-04 02:38:56,true,,,844.7999877929688,-76.80000305175781,768.0,-153.60000610351562,-115.2,806.4,-8.6427279,56.468645,814.587011926902733,2.0
3,2017-01-04 14:02:44,2017-01-04 14:05:20,,POINT(883.2 -115.2),"POLYGON((844.8 -153.6,921.6 -153.6,921.6 -76.8,844.8 -76.8,844.8 -153.6))",POINT(0.912645307290867 262.568592028827),"POLYGON((0.879824 259.695154,0.957352 260.537678,0.9476 265.236358,0.869202 264.805571,0.879824 259.695154))",POINT(142.227285 -8.1855837),"POLYGON((137.886019 -10.690789,149.650364 -10.049361,147.711951 -5.616591,136.68075 -6.215793,137.886019 -10.690789))",UTC-HPC-TOPO,POINT(65.854212 -8.1855837),"POLYGON((61.512946 -10.690789,73.277291 -10.049361,71.338878 -5.616591,60.307677 -6.215793,61.512946 -10.690789))",2017-01-04 14:03:32,true,,,921.5999755859375,-76.80000305175781,844.7999877929688,-153.60000610351562,-115.2,883.2,-8.1855837,65.854212,890.681357164277983,2.0
4,2017-01-05 02:38:00,2017-01-05 03:08:00,B1.2,POINT(919.8495 -117.42018),"POLYGON((17.098429 76.903368,17.098429 76.903368,17.098429 76.903368,17.098429 76.903368,17.098429 76.903368))",POINT(0.950855371960774 262.725449548963),"POLYGON((0.080781 347.46495,0.080781 347.46495,0.080781 347.46495,0.080781 347.46495,0.080781 347.46495))",POINT(141.465739 -8),"POLYGON((70.465739 1,70.465739 1,70.465739 1,70.465739 1,70.465739 1))",UTC-HGS-TOPO,POINT(72 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-05 02:49:00,true,,2624,73.0,-7.0,71.0,-9.0,-117.42018,919.8495,-8.0,72.0,927.313647759743958,0.0
5,2017-01-05 18:20:00,2017-01-05 18:39:00,B1.4,POINT(0 61.10778),"POLYGON((-1.70243 -973.62594,1.70243 -973.62594,1.701594 973.05234,-1.701594 973.05234,-1.70243 -973.62594))",POINT(0.062659299445428 0),"POLYGON((0.998348 179.899816,0.998348 180.100184,0.99776 359.899806,0.99776 0.100194,0.998348 179.899816))",POINT(60.850713 0),"POLYGON((-29.049287 -89.9,150.750713 -89.9,150.750713 89.9,-29.049287 89.9,-29.049287 -89.9))",UTC-HGS-TOPO,POINT(0 0),"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",2017-01-05 18:31:00,true,,0,89.9000015258789,89.9000015258789,-89.9000015258789,-89.9000015258789,61.10778,0.0,0.0,0.0,61.1077799999999911,90.0
6,2017-01-05 18:20:00,2017-01-05 18:39:00,B1.4,POINT(960.96642 -129.236838),"POLYGON((17.098373 78.156456,17.098373 78.156456,17.098373 78.156456,17.098373 78.156456,17.098373 78.156456))",POINT(0.99423625310438 262.34045906943),"POLYGON((0.082036 347.65976,0.082036 347.65976,0.082036 347.65976,0.082036 347.65976,0.082036 347.65976))",POINT(144.850713 -8),"POLYGON((61.850713 1,61.850713 1,61.850713 1,61.850713 1,61.850713 1))",UTC-HGS-TOPO,POINT(84 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-05 18:31:00,true,,2624,85.0,-7.0,83.0,-9.0,-129.236838,960.96642,-8.0,84.0,969.617770394011927,0.0
7,2017-01-06 07:51:00,2017-01-06 09:30:00,A7.1,POINT(965.7159 -134.400942),"POLYGON((17.098293 79.228428,17.098293 79.228428,17.098293 79.228428,17.098293 79.228428,17.098293 79.228428))",POINT(0.999783450503635 262.07690468928),"POLYGON((0.083111 347.821764,0.083111 347.821764,0.083111 347.821764,0.083111 347.821764,0.083111 347.821764))",POINT(142.433818 -8),"POLYGON((54.433818 1,54.433818 1,54.433818 1,54.433818 1,54.433818 1))",UTC-HGS-TOPO,POINT(89 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-06 08:03:00,true,,2624,90.0,-7.0,88.0,-9.0,-134.400942,965.7159,-8.0,89.0,975.023493421208514,0.0
8,2017-01-10 10:25:00,2017-01-10 10:33:00,B7.3,POINT(0 69.808548),"POLYGON((-1.702348 -972.99846,1.702348 -972.99846,1.701369 972.34362,-1.701369 972.34362,-1.702348 -972.99846))",POINT(0.071587446654014 0),"POLYGON((0.997794 179.899756,0.997794 180.100244,0.997123 359.899746,0.997123 0.100254,0.997794 179.899756))",POINT(-0.649850000000015 0),"POLYGON((-90.54985 -89.9,89.25015 -89.9,89.25015 89.9,-90.54985 89.9,-90.54985 -89.9))",UTC-HGS-TOPO,POINT(0 0),"POLYGON((-89.9 -89.9,89.9 -89.9,89.9 89.9,-89.9 89.9,-89.9 -89.9))",2017-01-10 10:30:00,true,,0,89.9000015258789,89.9000015258789,-89.9000015258789,-89.9000015258789,69.808548,0.0,0.0,0.0,69.8085480000000018,90.0
9,2017-01-10 10:25:00,2017-01-10 10:33:00,B7.3,POINT(914.95392 253.039782),"POLYGON((17.096759 86.842674,17.096759 86.842674,17.096759 86.842674,17.096759 86.842674,17.096759 86.842674))",POINT(0.973490200022429 285.459322575503),"POLYGON((0.090765 348.862582,0.090765 348.862582,0.090765 348.862582,0.090765 348.862582,0.090765 348.862582))",POINT(74.35015 14),"POLYGON((0.35015 1,0.35015 1,0.35015 1,0.35015 1,0.35015 1))",UTC-HGS-TOPO,POINT(75 14),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2017-01-10 10:30:00,true,,0,76.0,15.0,74.0,13.0,253.039782,914.95392,14.0,75.0,949.299640260109754,0.0
10,2017-01-10 10:27:44,2017-01-10 10:35:20,,POINT(883.2 268.8),"POLYGON((844.8 230.4,921.6 230.4,921.6 307.2,844.8 307.2,844.8 230.4))",POINT(0.946053244818561 286.927513064147),"POLYGON((0.897332 285.255119,0.973481 284.036243,0.995501 288.434949,0.921175 289.983107,0.897332 285.255119))",POINT(68.316581 14.532854),"POLYGON((61.247671 11.729148,74.51037 12.627924,81.97664 17.864089,63.694537 16.582932,61.247671 11.729148))",UTC-HPC-TOPO,POINT(68.991421 14.532854),"POLYGON((61.922511 11.729148,75.18521 12.627924,82.65148 17.864089,64.369377 16.582932,61.922511 11.729148))",2017-01-10 10:30:56,true,,,921.5999755859375,307.20001220703125,844.7999877929688,230.39999389648438,268.8,883.2,14.532854,68.991421,923.198613517156559,2.0
